,truth,action_click_about,action_click_courseware,action_click_forum,action_click_info,action_click_progress,action_close_courseware,action_close_forum,action_create_comment,action_create_thread,action_delete_comment,action_delete_thread,action_load_video,action_pause_video,action_play_video,action_problem_check,action_problem_check_correct,action_problem_check_incorrect,action_problem_get,action_problem_save,action_reset_problem,action_seek_video,action_stop_video,timestamp,time_difference,username,course_id
37,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,10544262704,-1980381.622936779,1550,34
38,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,6,17942801318,-790892.9833446227,720,198
39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435954330,1360079.0526437606,219,2
40,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,11,333447719534,-547523.9870496987,90,172
41,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6751253909,-1670651.2427529837,1691,102
42,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17756002899,500177.6419142799,1,14
43,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,8,424182026795,1182107.1164814294,1,40
44,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,27937400541,514835.71098059136,1,184
45,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,19,584955995445,16171.492100589065,603,11
46,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1435954330,1035260.0921607403,105,161
47,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1435954330,-895577.0383758801,687,2
48,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,30012905499,-1668733.3821225823,139,12
49,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1435954330,918440.7063444598,65,117
50,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,66386617179,-1100879.6932149138,935,183
51,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,27290338564,-1048633.7609198722,1712,134
52,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,40694593953,-24458.54406875072,1734,139
53,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,14,1,4,1,0,0,1,5,413993045168,-1883638.6256671494,1,87
54,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1435954330,942456.1647320959,1123,9
55,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,7,12148968794,1124163.9420142756,472,158
56,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,31357408176,-2268054.7529581264,855,138
57,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,1,0,0,1,0,1435954330,-850377.6611232641,1069,8
58,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,43693769987,1602640.446221222,1033,168
59,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,34813578677,-2332864.011178269,1,7
60,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,43268009296,1121037.306545612,48,44
61,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1435954330,842575.9866734137,934,180
62,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,293889405674,-2817771.4062951766,89,81
63,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,99119469836,-1205952.8190707867,762,160
64,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,23543651794,1485054.2450370092,935,160
65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,6777136388,-2426483.3114181724,313,167
66,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,26007306014,1087596.5520497377,621,49
67,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28598757259,556510.7125818866,385,175
68,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,12,1,1,1,1,0,1,17,841731100419,-2401510.624716184,1564,59
69,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,21,1,4,1,1,0,1,9,1414297615054,-375469.75762920734,1015,15
70,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1435954330,1224436.3123827178,185,120
71,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1435954330,767233.1103154146,867,45
72,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,19,1,5,1,0,0,0,0,205581701918,853128.2826210099,77,32
73,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,1435954330,-952774.7080255995,948,3
74,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,13,1,5,1,0,0,1,13,933868707527,-2415810.481975694,1576,98
75,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,52489155546,-2541948.8492407966,62,179
76,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,50710558782,1093087.244386379,491,154
77,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,14320035290,1000851.7745864056,185,33
78,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1435954330,-84307.01287499254,78,14
79,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6698404932,-580437.8567962833,1666,190
80,0,1,0,0,0,0,1,0,17,0,0,0,1,1,1,0,0,3,0,0,0,1,1,285626787104,-2400890.160473993,314,135
81,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,10,1,0,1,1,0,1,19,367018386875,-1761594.274344491,1700,71
82,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,1,0,1,0,0,1,7,105206285933,-1090936.6970868409,1367,164
83,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,134,800555856872,-2910525.0424246667,1170,204
84,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,11,29443617327,-2049424.3488694383,1598,10
85,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,146,265962900385,-1932072.4233152235,79,71
86,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16,29161609448,-433254.5823380605,1552,9
87,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1435954330,-1916001.0993839046,244,37
88,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8603632486,-300976.8619671732,914,180
89,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,37811336027,-1241565.5200754628,923,168
90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1435954330,1173855.3950245162,913,180
91,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,248796636431,-2370479.118638146,1393,37
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6254760971,-2412798.1126229153,1124,70
93,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,47989030572,643935.2432114905,972,64
94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41619266833,1167932.9277134915,1685,9
95,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0,0,291900077841,917469.3114112405,1090,84
96,1,1,0,0,1,0,1,0,0,4,0,0,1,1,1,0,0,0,1,0,0,1,9,66356438208,770128.4123668788,872,87
97,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,93,1,5,0,0,0,1,22,762083915839,1896688.2665626768,397,115
98,1,0,0,1,1,1,0,0,3,0,0,0,0,1,0,11,1,10,1,1,0,0,0,45695535381,961494.2018025018,1,65
99,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,4,88494499029,-266141.37328653,363,129
100,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,70114248354,-1853342.360095784,1499,166
101,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,11,1,0,1,1,0,1,6,297242527323,-1739506.3476747465,699,40
102,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1435954330,-732530.8585824359,1217,39
103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,25619671738,-194903.06699909855,1043,12
104,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7535170255,1108884.4014111846,780,82
105,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,6080775901,-23478.789116036904,935,12
106,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,27102064844,-3035316.3184088133,1032,39
107,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,43016123293,1308697.8701958007,1493,204
108,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,12,1,1,0,0,14,430484568526,515725.3611323935,1434,1
109,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1435954330,1293233.2747100475,550,1
110,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1435954330,-1494094.7388270798,133,193
111,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45675697222,-2529360.4758132263,1116,193
112,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,3,1,1,1,0,1,0,3,336829683047,-2192379.076531158,1561,68
113,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,44766904005,-729468.3178986199,430,77
114,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1435954330,-609832.956037537,1,5
115,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,2,1,1,0,1,17,897740062136,-1835900.2395764615,1545,8
116,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,9139850462,-593237.9924615766,1,96
117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,46447562991,84278.11902999743,821,61
118,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,5,1,11,1,1,0,1,14,423539232037,-688764.260586623,712,16
119,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,24022859804,-2120329.1461260924,1831,61
120,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,72759516884,1320038.1653475608,1,6
121,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1435954330,-2678240.918921097,314,159
122,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,47771820240,-1694178.1841304987,308,35
123,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1435954330,-1974071.3078164319,1052,164
124,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,2750906665,2261360.346885746,305,73
125,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1435954330,-433811.7869807079,1,1
126,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,20943113516,-647949.5389215116,1107,111
127,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,15,1,2,1,0,0,0,5,86886715969,483343.6238931725,1,59
128,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435954330,-738349.2528764964,84,114
129,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,7,41027225678,981247.2550701939,1,3
130,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,53502877856,-1972576.810095631,821,51
131,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1435954330,852008.590958254,1,103
132,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30005962905,-600649.315651493,1574,109
133,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,13,1,0,0,1,15,351995341834,969420.018086619,1296,6
134,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1435954330,280824.95923595486,10,75
135,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57602365653,242546.71905189473,471,89
136,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1435954330,-795740.0064823586,9,64
137,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,31461018023,1237950.1975187422,1,57
138,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1435954330,508386.37011020957,530,6
139,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,83161039682,-879348.6076999409,1556,66
140,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13975600394,-586840.562902829,1,75
141,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,10,353026336779,330834.3118514153,1,1
142,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,24,1,11,1,1,0,1,19,183356010215,1382422.518735809,1,30
143,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,8990612088,214791.3737418592,1116,158
144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1435954330,-640462.3583839394,178,13
145,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,33603010122,1059083.0887299688,1434,177
146,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1435954330,729064.1235726129,1314,75
147,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,35,1,0,1,0,0,1,15,1071340442945,-1622279.694049949,1,87
148,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,32574349054,117501.20549467336,1565,59
149,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9604264352,-1024076.682783717,195,158
150,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,27706413879,646380.5938795112,1055,79
151,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,29463559016,1434015.0062467128,1,1
152,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4601065438,-2034994.360536951,1418,191
153,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,63444077718,-209079.94565992025,1376,55
154,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40606821899,788610.1194314072,1444,36
155,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1435954330,-3315460.787039617,1168,166
156,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,9,12665639408,-1106452.3107210433,33,106
157,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,6,348920098524,-2508148.5148845064,538,1
158,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1435954330,-896952.8661052992,1451,14
159,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,48483819073,-1702666.5142242317,1,119
160,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19690585752,-430149.7094284387,1449,187
161,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1435954330,-2332839.807870243,1087,113
162,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1435954330,-270316.8452240032,1,60
163,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8,213573090928,-1637880.8727807058,1560,204
164,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,60176863873,-851331.9103624148,1223,66
165,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1435954330,1186159.1251225478,1034,119
166,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,10,302151497890,2132215.8199891723,12,2
167,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,24,1,0,5,1,24,682101474112,-213447.7755435865,605,77
168,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,19142298928,-2440719.606719223,369,71
169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,13998058773,-196748.71547812418,317,28
170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1435954330,1625167.3969255546,1404,164
171,0,0,1,1,1,1,1,0,3,0,0,0,1,1,1,35,1,12,1,1,0,1,26,1733100333504,165009.5725450304,1,26
172,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,37082075103,95044.22587950437,837,62
173,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,14,587260691164,-439989.6365195754,249,90
174,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,4,0,1,1,1,0,0,0,120045301912,-762429.5118670753,567,53
175,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1435954330,-340384.2262399886,6,3
176,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,8,368518697438,-482287.1204951297,951,20
177,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,26,0,0,1,0,0,1,13,334895473870,-1950240.3047259632,333,136
178,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,8,87813978619,-365261.703727677,1,1
179,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,432796693829,-2682368.073037614,142,37
180,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2,1,8,1,0,0,1,16,72442077005,-53730.243161456834,1,4
181,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17907671181,-127646.32890212533,1093,85
182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435954330,-1199124.3518843886,270,130
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,35874570006,-2539884.4050858337,1474,199
184,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1435954330,302304.6722607089,69,190
185,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,8,52815923367,384452.5998081105,1,49
186,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,51029281719,-957000.6839273014,34,151
187,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13003860987,1976255.18341641,412,70
188,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,3,1,1,1,0,0,0,0,67473361575,-1919656.427896902,14,6
189,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435954330,739462.1972420762,1419,78
190,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1435954330,1034359.4877814181,212,37
191,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,13418231865,-439622.2637583631,156,117
192,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,9,1,5,1,1,0,1,18,1079745493354,-2822380.51538023,595,36
193,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12628335144,1767535.1706754183,71,56
194,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,61761469934,-2956653.75773222,104,1
195,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,56573750260,-594732.744154005,1516,171
196,1,0,0,0,0,0,1,0,0,6,0,0,1,1,1,3,1,11,1,0,0,1,18,379780777109,-2545248.8685004856,1386,1
197,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10699636748,-2274653.626890268,366,109
198,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,2,1,0,1,0,0,1,0,107339885257,-2157051.7094777017,1,82
199,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,38127924041,-1602013.2689638268,1477,88
200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,8499709765,1298539.800996316,65,129
201,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,7,1,1,1,0,0,1,10,362055478151,956802.0363946973,1491,31
202,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,5,20025150813602,1797577.573671746,1,1
203,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,41884583939,907746.6712744402,575,39
204,1,1,1,1,1,1,1,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,47462745377,-940343.443375065,869,134
