,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.syn_id,0.5874805078074237,0.5874805078074237,0.5874805078074237,0.0,0.5874805078074237,0.0,2,0,1.82,maximize
performance.xgb.syn_ood,0.5759904727197002,0.5759904727197002,0.5759904727197002,0.0,0.5759904727197002,0.0,2,0,1.82,maximize
performance.feat_rank_distance.corr,0.14632069693190822,0.14632069693190822,0.14632069693190822,0.0,0.14632069693190822,0.0,2,0,1.05,minimize
performance.feat_rank_distance.pvalue,3.912268272540018e-18,3.912268272540018e-18,3.912268272540018e-18,0.0,3.912268272540018e-18,0.0,2,0,1.05,minimize
detection.detection_xgb.mean,0.7658220106138733,0.7658220106138733,0.7658220106138733,0.0,0.7658220106138733,0.0,2,0,0.25,minimize
detection.detection_mlp.mean,0.5,0.5,0.5,0.0,0.5,0.0,2,0,4.18,minimize
detection.detection_gmm.mean,0.5232139272585846,0.5232139272585846,0.5232139272585846,0.0,0.5232139272585846,0.0,2,0,0.49,minimize
detection.detection_linear.mean,0.44530593297953763,0.44530593297953763,0.44530593297953763,0.0,0.44530593297953763,0.0,2,0,0.76,minimize
privacy.delta-presence.score,17.666666607777778,17.666666607777778,17.666666607777778,0.0,17.666666607777778,0.0,2,0,1.84,maximize
privacy.k-anonymization.gt,5.0,5.0,5.0,0.0,5.0,0.0,2,0,3.81,maximize
privacy.k-anonymization.syn,2.00000001,2.00000001,2.00000001,0.0,2.00000001,0.0,2,0,3.81,maximize
privacy.k-map.score,2.0,2.0,2.0,0.0,2.0,0.0,2,0,1.78,maximize
privacy.distinct l-diversity.gt,5.0,5.0,5.0,0.0,5.0,0.0,2,0,4.2,maximize
privacy.distinct l-diversity.syn,2.00000001,2.00000001,2.00000001,0.0,2.00000001,0.0,2,0,4.2,maximize
privacy.identifiability_score.score,0.38139059304703476,0.38139059304703476,0.38139059304703476,0.0,0.38139059304703476,0.0,2,0,0.03,minimize
privacy.identifiability_score.score_OC,0.4100204498977505,0.4100204498977505,0.4100204498977505,0.0,0.4100204498977505,0.0,2,0,0.03,minimize
privacy.DomiasMIA_BNAF.accuracy,0.49974463738508684,0.49974463738508684,0.49974463738508684,0.0,0.49974463738508684,0.0,2,0,234.54,minimize
privacy.DomiasMIA_BNAF.aucroc,0.47129890053694706,0.47129890053694706,0.47129890053694706,0.0,0.47129890053694706,0.0,2,0,234.54,minimize
