,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
23,GP,F,15,U,GT3,T,3,4,other,services,reputation,other,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,1,5,1,6,12,13
24,GP,M,16,U,LE3,T,2,2,health,other,course,father,2,2,0,no,yes,yes,no,no,yes,yes,no,4,3,3,1,1,1,0,7,10,9
25,GP,F,16,U,LE3,T,1,2,health,other,home,father,1,1,0,no,yes,no,no,yes,yes,yes,no,2,4,2,1,1,5,0,8,1,9
26,MS,M,18,U,GT3,T,4,3,teacher,services,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,1,5,3,1,1,5,1,6,6,8
27,MS,F,17,U,LE3,T,3,1,other,services,reputation,mother,1,2,2,no,no,no,no,no,yes,yes,yes,2,3,2,1,2,3,6,13,13,12
28,GP,M,16,U,GT3,T,2,1,services,other,reputation,other,1,2,1,no,no,no,no,yes,yes,yes,yes,4,4,4,3,1,5,9,13,6,8
29,GP,F,17,U,LE3,T,2,4,other,other,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,5,2,2,1,2,1,0,13,16,17
30,GP,M,16,R,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,no,no,yes,yes,yes,5,4,3,2,4,1,0,7,7,0
31,MS,F,16,U,GT3,T,4,3,teacher,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,2,3,1,1,4,6,14,16,13
32,GP,F,16,U,LE3,T,2,1,teacher,other,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,1,1,4,2,9,7,8
33,GP,F,17,U,GT3,T,1,2,at_home,other,home,mother,3,1,0,no,yes,yes,no,no,yes,yes,no,3,3,2,1,2,3,1,6,8,11
34,MS,M,17,U,LE3,T,3,3,services,services,home,father,1,2,2,no,no,no,yes,yes,no,yes,yes,4,4,5,3,5,3,7,6,7,10
35,GP,M,21,U,GT3,T,4,3,services,other,course,other,2,2,0,yes,yes,yes,yes,yes,yes,no,no,3,3,3,1,1,5,3,8,7,8
36,GP,M,17,U,GT3,T,2,1,other,other,course,other,2,1,3,no,no,yes,yes,no,yes,yes,no,4,4,4,3,3,5,0,7,8,9
37,MS,F,19,U,LE3,T,3,3,other,services,home,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,2,3,14,11,9,10
38,GP,F,17,U,LE3,A,4,2,services,teacher,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,4,5,3,6,3,7
39,GP,F,16,U,GT3,T,2,1,at_home,other,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,3,2,1,2,5,0,7,9,11
40,GP,F,19,U,GT3,T,2,3,at_home,services,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,2,3,2,0,7,6,9
41,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,1,2,1,no,yes,no,yes,yes,yes,no,no,3,3,3,1,1,3,12,12,15,12
42,MS,F,17,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,1,3,1,0,13,14,13
43,GP,M,16,U,LE3,T,4,1,other,other,home,mother,1,1,0,yes,yes,yes,yes,no,yes,yes,yes,1,3,3,1,2,3,0,5,10,10
44,GP,M,17,U,LE3,T,4,3,services,services,reputation,mother,1,3,0,no,no,yes,no,yes,yes,yes,no,4,4,3,2,3,5,0,14,9,14
45,GP,M,22,U,LE3,T,1,1,other,other,home,mother,1,1,0,no,no,no,no,no,yes,yes,yes,3,2,3,1,2,3,1,13,12,12
46,GP,M,16,U,GT3,T,4,2,other,other,home,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,1,6,0,7
47,GP,F,17,U,GT3,T,1,2,other,other,course,other,3,2,0,no,no,no,no,no,yes,no,no,3,4,2,1,1,1,1,9,8,10
48,GP,M,17,U,LE3,T,4,4,teacher,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,4,5,2,3,5,0,11,8,10
49,GP,M,19,U,GT3,T,4,3,teacher,teacher,home,mother,1,4,0,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,1,1,0,17,19,18
50,GP,M,17,U,GT3,T,4,3,teacher,services,reputation,father,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,3,4,6,15,11,16
51,GP,F,16,R,GT3,T,3,2,at_home,other,course,mother,1,2,3,no,no,no,yes,no,yes,yes,no,5,3,3,1,2,2,6,7,6,0
52,GP,F,15,R,LE3,T,1,3,at_home,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,1,3,3,1,2,2,0,6,6,0
53,GP,M,17,U,LE3,T,3,4,other,teacher,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,2,3,5,0,18,14,16
54,GP,M,16,U,GT3,T,2,2,teacher,services,reputation,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,2,1,4,0,12,15,16
55,MS,F,18,R,LE3,T,3,3,other,services,other,other,2,2,1,yes,no,yes,no,yes,no,yes,yes,4,3,2,1,1,3,4,4,5,7
56,GP,M,16,R,GT3,T,4,1,teacher,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,1,3,4,0,11,16,15
57,MS,M,18,U,GT3,T,4,4,other,other,course,mother,2,1,0,no,no,yes,yes,no,yes,yes,no,3,3,5,5,2,5,0,10,8,11
58,GP,F,18,U,LE3,T,4,4,services,services,other,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,3,4,3,1,2,3,0,9,6,9
59,GP,F,16,R,GT3,T,2,1,other,other,home,mother,2,2,0,yes,yes,yes,no,yes,yes,no,yes,5,3,3,5,1,2,5,6,6,8
60,GP,F,17,U,GT3,T,4,3,teacher,services,home,mother,2,4,0,no,yes,yes,no,yes,yes,yes,yes,5,4,3,1,1,4,0,13,15,14
61,GP,F,17,U,LE3,T,1,2,services,services,reputation,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,3,1,2,3,9,11,14,12
62,GP,F,17,U,GT3,T,3,1,other,other,reputation,father,1,1,0,no,yes,no,no,no,yes,yes,no,5,4,2,1,3,5,0,16,13,15
63,GP,F,16,U,LE3,T,4,3,other,services,home,father,1,3,0,yes,yes,no,no,yes,yes,no,no,5,3,3,1,2,2,0,6,7,0
64,GP,F,16,U,LE3,T,3,4,other,services,home,mother,2,2,1,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,1,3,0,6,11,11
65,GP,M,16,R,GT3,A,2,4,at_home,other,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,4,2,2,1,1,1,0,15,15,17
66,GP,M,19,U,GT3,T,4,2,other,other,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,4,17,11,14,14
67,GP,M,15,R,GT3,T,1,2,other,other,course,father,2,3,0,no,yes,no,no,no,yes,yes,yes,5,3,2,1,3,4,0,8,11,10
68,GP,F,19,U,GT3,T,1,2,services,services,reputation,father,1,3,0,no,no,no,yes,yes,yes,yes,no,3,2,1,1,1,5,9,11,10,11
69,GP,F,17,U,GT3,T,3,2,other,services,course,mother,3,2,1,no,yes,yes,yes,no,yes,yes,yes,3,2,2,1,2,3,9,13,14,12
70,GP,M,16,U,LE3,T,3,3,services,services,home,mother,1,1,1,no,no,no,yes,yes,yes,yes,yes,3,4,3,2,1,3,3,8,11,9
71,GP,F,15,U,GT3,T,2,3,services,services,other,mother,2,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,3,0,6,10,9
72,GP,F,15,U,LE3,A,2,1,at_home,services,reputation,mother,2,2,3,no,yes,yes,no,yes,yes,yes,yes,4,3,4,2,3,5,3,8,7,9
73,GP,M,16,U,GT3,T,2,2,other,services,course,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,3,2,3,5,0,6,8,10
74,GP,F,16,U,GT3,T,3,2,teacher,services,home,mother,3,1,1,yes,yes,no,yes,no,yes,yes,no,3,4,2,3,2,1,8,11,13,15
75,GP,M,15,R,GT3,T,3,1,at_home,at_home,home,father,1,1,1,no,no,yes,no,yes,yes,yes,no,4,2,4,2,4,5,14,7,4,7
76,MS,M,16,R,LE3,A,4,3,other,other,home,father,3,1,1,no,yes,no,no,no,yes,yes,yes,2,3,4,1,4,5,7,12,8,0
77,GP,F,15,U,LE3,A,4,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,no,yes,yes,no,4,3,5,1,1,1,0,6,1,12
78,MS,M,18,U,LE3,T,1,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,3,3,2,2,3,0,9,7,18
79,GP,M,17,R,LE3,T,3,4,services,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,2,2,1,1,4,12,7,9,11
80,GP,F,16,U,GT3,T,3,2,other,services,home,father,2,2,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,2,5,15,9,8,10
81,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,3,3,5,0,12,12,9
82,GP,F,18,U,GT3,T,4,4,teacher,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,1,3,3,3,13,11,9
83,GP,F,16,R,GT3,T,4,4,teacher,other,course,mother,2,1,0,yes,yes,yes,no,yes,yes,yes,no,3,2,5,1,1,5,2,7,7,9
84,GP,F,18,U,LE3,T,2,3,health,teacher,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,3,5,2,10,9,8
85,GP,F,16,U,LE3,T,3,1,at_home,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,1,1,5,1,5,5,6
86,GP,M,18,R,GT3,T,1,1,at_home,services,course,father,2,2,0,no,no,no,yes,no,yes,yes,yes,5,3,4,2,1,5,0,8,1,11
87,GP,F,17,U,LE3,T,1,1,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,3,4,1,3,5,6,7,7,9
88,GP,F,16,U,GT3,T,3,3,at_home,services,reputation,mother,2,3,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,4,0,9,11,12
89,GP,F,18,U,LE3,T,4,4,teacher,teacher,other,mother,1,3,0,no,no,yes,no,yes,yes,yes,no,4,3,3,1,2,4,0,15,15,15
90,GP,M,16,U,GT3,T,4,3,services,other,course,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,4,3,3,1,1,4,0,12,14,16
91,GP,M,19,R,GT3,T,2,2,services,services,reputation,father,1,3,2,yes,yes,no,no,no,yes,yes,yes,4,2,3,1,2,3,8,7,7,8
92,GP,M,16,U,GT3,T,4,3,services,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,4,0,14,16,18
93,GP,M,16,U,GT3,T,4,0,other,other,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,1,1,4,1,14,15,14
94,GP,F,18,U,GT3,T,1,4,health,health,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,2,2,2,1,0,9,14,11
95,GP,M,17,U,GT3,T,2,2,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,4,2,1,5,5,1,13,11,17
96,GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,1,1,3,1,7,7,12
97,GP,F,15,U,LE3,T,3,4,other,other,home,other,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,5,3,1,1,5,4,7,11,10
98,GP,F,15,U,GT3,T,4,3,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,3,1,1,1,3,0,7,9,10
99,GP,M,17,U,GT3,T,4,3,services,services,course,father,2,2,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,1,3,1,15,13,11
100,GP,F,16,U,GT3,T,2,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,5,5,2,1,1,5,0,9,12,13
101,GP,F,20,U,LE3,T,1,3,other,other,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,no,4,3,4,1,4,1,0,5,6,9
102,GP,F,18,U,LE3,A,4,4,health,at_home,reputation,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,5,5,3,1,2,1,0,14,16,17
103,MS,M,16,U,LE3,T,2,1,services,other,reputation,father,2,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,3,5,0,9,11,12
104,GP,M,19,U,LE3,T,4,2,at_home,services,course,mother,2,1,3,yes,yes,no,yes,no,yes,yes,no,5,4,3,1,1,5,9,11,16,9
105,GP,F,16,U,GT3,T,3,3,services,services,home,father,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,2,1,5,0,7,9,8
106,GP,F,18,U,LE3,T,1,1,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,yes,no,5,3,4,5,3,2,1,8,10,10
107,GP,F,18,U,LE3,T,2,1,at_home,other,other,mother,1,2,0,yes,no,no,yes,no,yes,yes,yes,3,3,3,2,2,3,0,8,8,1
108,GP,F,18,U,LE3,T,1,1,at_home,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,1,3,5,4,9,12,11
109,GP,F,17,U,GT3,T,3,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,2,2,3,5,9,14,13,16
110,GP,F,16,U,LE3,T,3,2,services,health,home,mother,1,2,1,yes,no,yes,no,yes,yes,no,no,1,2,5,2,4,5,7,16,16,12
111,MS,M,16,R,GT3,T,1,3,at_home,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,2,4,3,1,1,3,0,7,8,9
112,MS,M,18,U,GT3,T,2,3,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,5,3,4,1,2,5,1,6,8,10
113,GP,F,16,U,GT3,T,4,1,services,services,reputation,mother,3,3,0,no,yes,yes,no,yes,yes,yes,yes,4,3,5,2,3,4,0,7,7,0
114,GP,F,16,U,GT3,T,4,2,services,other,reputation,mother,2,3,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,2,3,4,0,3,11,6
115,GP,F,16,R,GT3,T,4,3,health,services,course,mother,4,4,0,no,yes,yes,yes,yes,yes,yes,no,3,4,2,1,1,4,0,16,16,17
116,GP,M,18,R,GT3,T,4,4,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,3,4,4,5,7,6,5
117,GP,M,18,U,LE3,T,2,2,services,services,other,other,1,2,2,no,yes,no,no,yes,yes,yes,yes,5,2,4,1,1,3,10,7,7,8
118,GP,M,16,U,GT3,T,1,1,at_home,other,home,mother,3,4,0,no,no,no,no,no,yes,no,yes,3,5,1,1,1,5,0,9,12,2
119,GP,M,16,U,GT3,T,4,3,other,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,3,1,3,3,4,5,8,0
120,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,1,no,yes,yes,no,yes,yes,yes,no,5,4,3,2,1,4,1,14,14,11
121,GP,F,15,U,LE3,T,4,4,services,services,reputation,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,5,2,2,1,1,5,0,7,9,10
122,GP,M,15,R,GT3,T,3,1,other,other,reputation,father,3,1,0,no,yes,yes,no,no,yes,yes,yes,4,3,2,1,2,1,3,8,13,10
123,GP,F,17,U,GT3,T,2,3,at_home,services,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,2,5,3,2,2,1,13,8,2
124,MS,M,16,U,GT3,T,3,2,other,health,home,father,2,2,0,no,no,no,no,yes,yes,no,no,5,3,2,1,2,5,0,13,3,12
125,GP,M,15,U,LE3,A,2,2,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,4,1,0,15,17,18
126,GP,F,16,R,GT3,T,4,3,teacher,other,home,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,8,6,10,9
127,MS,M,19,U,GT3,T,3,2,other,services,home,other,2,2,2,no,no,yes,yes,yes,yes,yes,yes,3,2,5,3,1,5,12,12,9,11
128,MS,M,15,U,LE3,A,3,2,other,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,yes,4,3,4,1,1,5,13,10,9,11
129,GP,F,17,U,GT3,T,3,2,at_home,teacher,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,3,2,3,2,0,6,5,7
130,GP,M,18,U,GT3,T,4,4,teacher,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,3,3,0,14,16,15
131,GP,M,16,U,LE3,T,4,2,at_home,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,2,4,3,1,3,4,6,12,10,13
132,GP,F,18,U,LE3,T,3,3,at_home,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,6,7,10
133,MS,F,18,R,GT3,T,3,3,other,services,reputation,father,2,2,3,no,yes,no,yes,no,yes,yes,no,3,4,4,2,1,2,0,5,7,0
134,GP,M,15,U,GT3,T,4,3,other,services,home,father,2,1,0,yes,yes,no,yes,yes,yes,yes,no,5,1,3,1,1,2,0,8,9,11
135,GP,F,16,U,GT3,T,2,1,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,3,5,0,8,8,8
136,MS,F,19,R,GT3,T,2,2,services,services,reputation,father,2,2,1,no,no,no,no,no,yes,yes,yes,4,3,2,1,2,5,7,8,6,9
137,GP,F,15,R,GT3,T,4,3,teacher,services,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,4,4,3,7,14,9
138,GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,2,0,no,no,yes,no,yes,yes,no,yes,4,5,4,2,4,5,7,10,8,9
139,GP,M,16,U,LE3,T,3,0,at_home,services,home,mother,1,1,0,no,no,no,yes,no,yes,yes,yes,3,4,3,2,1,5,0,5,6,10
140,GP,F,15,U,LE3,T,2,2,at_home,other,course,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,4,4,4,2,2,2,12,6,4,4
141,GP,M,17,U,GT3,T,2,3,other,services,home,father,1,2,0,no,no,no,yes,no,yes,no,no,4,3,4,1,1,3,0,5,6,8
142,GP,M,15,U,GT3,T,2,3,at_home,services,reputation,mother,2,2,1,no,yes,yes,yes,yes,yes,no,no,3,4,3,1,1,4,11,5,7,8
143,GP,M,18,U,LE3,T,4,4,other,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,2,5,7,9,8,0
144,GP,M,18,U,GT3,T,3,4,teacher,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,2,2,2,0,13,12,0
145,GP,F,15,U,GT3,T,2,2,other,other,reputation,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,4,2,1,5,11,7,6,9
146,GP,M,16,U,GT3,T,2,1,other,other,home,father,1,1,2,no,yes,no,yes,no,yes,yes,no,2,2,1,1,1,2,0,7,8,10
147,GP,F,15,U,GT3,T,2,0,services,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,4,1,3,1,0,7,9,11
148,GP,F,17,U,GT3,T,1,3,other,other,home,mother,1,2,2,no,yes,yes,no,no,yes,yes,yes,2,4,4,1,3,3,16,7,10,0
149,MS,F,19,U,GT3,T,2,2,other,other,reputation,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,1,2,1,2,2,0,7,7,10
150,GP,M,18,U,GT3,T,2,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,4,0,13,14,18
151,GP,F,16,R,GT3,T,1,1,at_home,teacher,course,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,4,4,4,3,2,2,11,8,7,0
152,GP,F,16,U,GT3,T,2,2,other,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,13,12,16
153,GP,M,15,U,GT3,T,4,2,services,services,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,2,1,2,3,1,0,15,15,17
154,GP,F,18,U,GT3,T,4,3,other,other,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,4,11,11,12,15
155,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,2,2,1,0,6,8,1
156,GP,M,18,U,LE3,T,4,4,services,services,home,mother,1,2,1,no,no,no,no,yes,no,yes,no,4,4,4,1,3,4,14,12,11,11
157,GP,F,16,U,GT3,T,4,2,health,other,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,3,1,4,7,17,17
158,GP,F,19,U,GT3,T,4,4,teacher,health,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,3,4,3,3,1,5,4,13,13,10
159,GP,F,16,U,GT3,T,4,2,other,services,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,4,3,5,2,1,8,11,9
160,GP,M,16,U,GT3,T,3,1,at_home,other,course,mother,3,2,2,no,no,yes,no,yes,yes,yes,no,4,4,4,3,3,5,10,7,8,7
161,GP,F,18,U,LE3,T,1,1,at_home,services,reputation,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,4,5,11,8,7,0
162,GP,F,18,U,GT3,T,3,3,services,at_home,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,9,12,14
163,GP,M,15,U,LE3,T,2,3,services,at_home,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,5,3,4,1,1,1,0,5,8,9
164,GP,F,17,R,GT3,T,2,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,7,12,13,12
165,GP,M,16,U,GT3,T,1,3,at_home,services,reputation,mother,1,3,1,no,no,no,no,yes,yes,yes,no,5,4,1,1,1,3,0,6,9,12
166,MS,M,18,R,LE3,T,2,2,other,other,reputation,father,1,3,0,no,yes,no,no,no,yes,no,no,4,4,4,1,1,3,1,15,14,15
167,GP,F,16,U,GT3,T,2,4,services,services,other,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,5,5,1,2,5,0,11,12,10
168,GP,M,16,U,LE3,T,3,4,services,other,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,5,2,4,5,1,7,5,8
169,GP,F,15,U,GT3,T,4,3,services,at_home,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,3,3,3,1,1,3,2,8,10,12
170,GP,M,18,U,GT3,T,3,3,other,other,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,3,3,1,2,3,1,14,14,16
171,MS,M,18,R,LE3,T,3,1,teacher,services,home,father,2,2,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,4,3,9,8,8,10
172,GP,M,16,U,GT3,T,4,3,services,other,reputation,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,5,3,3,1,1,2,0,15,16,15
173,GP,F,16,U,GT3,T,3,3,other,health,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,3,2,2,1,2,3,0,8,11,11
174,GP,F,17,R,GT3,T,3,2,teacher,services,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,1,2,5,0,13,12,11
175,GP,M,16,U,GT3,T,4,4,other,services,home,father,1,1,0,no,yes,no,no,no,yes,yes,no,1,3,3,1,4,5,2,15,17,19
