,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
53,GP,M,16,U,LE3,T,3,1,services,services,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,8,9,0
54,GP,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,3,14,11,11,10
55,GP,F,15,U,GT3,T,4,4,services,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,1,5,4,14,14,14
56,GP,F,17,U,LE3,T,4,4,teacher,services,home,other,2,1,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,6,13,11,11
57,GP,M,16,R,LE3,T,2,2,other,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,5,38,11,10,11
58,GP,F,16,U,GT3,T,2,3,other,services,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,4,4,1,1,3,11,10,10,10
59,MS,M,15,U,GT3,T,3,2,services,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,2,5,0,16,15,16
60,GP,F,17,U,GT3,T,3,3,services,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,2,1,0,9,0,0
61,GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,1,3,3,2,13,13,14
62,GP,M,18,U,GT3,T,2,1,health,other,other,father,1,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,4,10,8,8
63,GP,M,15,U,GT3,T,4,2,services,services,reputation,father,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,1,5,0,9,9,9
64,GP,M,15,U,GT3,A,4,4,at_home,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,5,0,6,6,7
65,GP,M,16,U,LE3,T,1,1,other,services,course,mother,2,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,1,5,17,7,0,0
66,GP,F,15,U,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,3,5,4,8,9,8
67,GP,F,16,U,GT3,T,1,1,other,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,3,0,6,0,0
68,GP,F,17,U,GT3,T,4,3,services,services,reputation,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,14,13,13
69,GP,M,15,U,GT3,T,3,3,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,1,1,5,8,7,10,8
70,GP,M,15,R,GT3,T,4,4,services,services,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,5,2,4,5,0,14,14,0
71,GP,M,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,4,3,3,1,1,5,2,16,17,18
72,GP,F,18,U,GT3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,4,14,14,14
73,GP,M,17,U,GT3,T,2,2,services,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,1,1,1,5,2,6,8,5
74,GP,F,17,U,GT3,T,4,4,other,other,other,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,1,1,1,1,4,3,12,12,12
75,GP,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,1,5,2,9,9,10
76,GP,M,19,U,GT3,T,4,4,other,other,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,5,3,3,1,2,5,2,8,9,9
77,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,4,4,3,5,0,6,6,7
78,GP,F,15,U,GT3,T,3,3,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,3,5,2,1,1,5,6,13,12,13
79,GP,M,16,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,1,3,3,3,4,4,12,13,13
80,GP,F,16,U,GT3,T,4,4,at_home,other,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,5,2,1,1,3,12,17,17,17
81,GP,F,17,U,GT3,T,2,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,3,1,1,1,6,8,8,8
82,GP,M,15,U,GT3,T,3,3,other,other,course,mother,2,2,0,yes,no,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,16,19,20
83,GP,M,15,U,GT3,T,2,2,other,other,course,father,1,2,0,yes,no,yes,yes,yes,yes,yes,yes,4,2,2,2,3,5,7,15,15,15
84,GP,M,15,U,LE3,T,3,3,other,services,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,5,5,4,1,2,5,0,14,15,14
85,GP,F,18,R,LE3,T,1,2,other,other,course,father,1,2,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,4,1,0,5,5,6
86,GP,M,17,U,GT3,T,1,1,health,services,reputation,mother,3,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,5,16,15,15,15
87,GP,F,15,R,GT3,T,1,3,services,other,course,mother,2,1,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,1,2,3,3,0,14,15,14
88,GP,M,17,U,GT3,T,2,2,teacher,other,home,father,1,3,1,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,9
89,GP,F,17,U,GT3,T,3,2,other,other,home,other,1,2,0,no,yes,no,no,yes,yes,yes,no,3,4,4,1,3,4,0,13,14,14
90,GP,F,15,U,GT3,T,3,3,teacher,teacher,home,mother,1,2,0,no,no,yes,yes,yes,no,yes,no,4,3,2,1,2,3,12,6,7,8
91,GP,F,17,U,GT3,T,3,4,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,0,11,9,10
92,GP,F,16,R,LE3,T,4,3,teacher,other,course,father,2,2,0,no,no,yes,no,yes,yes,yes,yes,5,3,3,1,1,3,0,14,13,14
93,GP,F,16,U,LE3,T,2,2,other,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,5,2,9,9,9
94,GP,F,16,U,LE3,T,3,3,health,services,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,3,2,1,3,2,0,16,15,15
95,GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,yes,4,3,2,1,2,5,2,6,5,5
96,GP,F,15,U,GT3,T,3,3,at_home,other,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,8,9
97,GP,M,18,U,LE3,T,1,2,health,other,reputation,mother,3,2,0,no,no,yes,yes,yes,yes,yes,yes,3,4,4,3,4,5,2,7,11,6
98,GP,F,16,R,GT3,T,3,3,other,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,2,4,5,0,6,7,0
99,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,1,1,1,2,0,13,12,0
100,GP,F,15,U,LE3,T,4,4,other,services,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,1,3,8,10,10,10
101,GP,F,15,U,GT3,T,3,3,services,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,3,0,14,14,14
102,GP,M,17,R,GT3,T,2,2,other,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,2,4,5,0,5,4,4
103,GP,F,15,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,3,1,5,3,15,16,16
104,GP,F,16,U,LE3,T,1,1,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,12,11,10,11
105,GP,F,18,U,GT3,T,4,2,services,services,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,3,3,0,11,9,0
106,GP,F,17,R,GT3,T,3,3,services,other,reputation,mother,1,3,0,no,no,no,yes,no,yes,yes,no,5,4,3,1,1,4,2,8,8,9
107,GP,F,15,U,LE3,T,2,3,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,3,3,2,1,3,5,4,7,0,6
108,GP,F,16,U,GT3,A,3,4,health,services,home,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,5,3,2,1,1,2,0,15,14,14
109,GP,F,18,U,GT3,T,4,2,at_home,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,2,2,1,1,1,0,9,8,8
110,GP,F,17,R,LE3,T,1,2,at_home,other,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,5,1,3,1,3,5,4,15,13,13
111,GP,F,15,R,GT3,A,2,2,other,other,course,mother,3,1,0,no,no,yes,no,yes,yes,yes,no,4,5,4,2,3,5,0,10,10,10
112,GP,M,17,R,GT3,T,2,2,services,services,other,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,1,0,13,13,13
113,MS,F,16,U,GT3,T,3,3,other,other,other,mother,2,2,0,yes,yes,no,yes,yes,yes,no,yes,4,3,5,1,1,5,8,5,5,6
114,GP,F,18,U,GT3,T,4,3,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,3,3,1,2,1,0,13,11,12
115,GP,M,15,U,GT3,A,4,4,other,other,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,3,1,1,3,0,18,17,17
116,GP,F,16,R,LE3,T,1,3,other,services,course,father,1,1,0,no,yes,no,no,no,yes,yes,yes,4,2,2,1,3,2,14,8,8,8
117,GP,M,17,U,GT3,T,4,4,teacher,other,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,3,3,3,3,3,0,15,14,15
118,GP,F,17,U,GT3,T,3,2,at_home,other,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,3,4,4,1,2,5,2,12,12,12
119,GP,F,16,U,LE3,T,4,2,teacher,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,5,8,10,8,8
120,GP,F,15,R,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,5,1,1,3,0,8,0,0
121,GP,F,18,U,GT3,T,3,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,1,14,10,9,10
122,GP,M,18,U,GT3,T,3,3,health,other,reputation,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,5,2,15,14,14
123,GP,F,15,U,GT3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,5,3,1,1,5,0,10,0,0
124,GP,F,15,U,GT3,T,3,3,services,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,2,3,2,1,1,1,10,16,15,15
125,GP,F,17,U,GT3,T,4,4,teacher,health,course,mother,3,4,0,no,yes,no,yes,yes,yes,yes,yes,3,3,2,1,1,5,10,9,10,0
126,MS,F,18,R,GT3,T,2,1,services,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,no,yes,4,3,3,1,1,5,0,11,11,11
127,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,6,5,6
128,GP,M,16,R,LE3,T,1,1,health,other,course,father,3,2,1,no,yes,yes,yes,no,yes,yes,yes,3,4,3,2,1,5,15,16,16,15
129,GP,M,15,U,GT3,T,1,1,services,services,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,3,3,2,3,4,6,8,9,0
130,GP,F,15,U,LE3,T,1,1,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,yes,4,3,2,1,3,5,10,14,13,13
131,MS,M,15,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,5,5,1,1,5,10,14,15,15
132,GP,M,16,U,GT3,A,2,1,at_home,services,home,mother,3,3,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,3,10,10,10,10
133,GP,F,16,U,GT3,T,2,1,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,2,3,3,7,5,6
134,GP,M,18,R,LE3,T,3,2,other,services,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,2,4,4,5,4,14,14,12
135,GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,6,11,11,11
136,GP,F,16,U,LE3,T,4,4,teacher,health,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,4,2,0,5,5,5
137,GP,F,17,R,GT3,T,1,2,teacher,services,home,mother,1,1,0,no,yes,yes,yes,no,yes,yes,yes,4,3,3,1,1,5,1,17,16,16
138,GP,M,18,U,GT3,T,4,4,teacher,services,course,father,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,5,5,1,1,3,0,14,14,14
139,GP,M,16,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,4,2,1,1,5,0,12,12,12
140,GP,M,15,U,GT3,T,3,1,other,other,other,mother,3,3,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,1,1,3,0,10,9,5
141,GP,F,18,U,GT3,T,4,4,other,services,other,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,3,2,1,1,5,8,11,11,11
142,GP,F,17,U,GT3,T,3,3,services,other,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,3,3,0,7,9,0
143,GP,F,15,U,GT3,T,2,2,other,services,course,mother,1,1,0,yes,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,1,0,7,6,6
144,GP,M,18,U,GT3,T,3,2,services,other,reputation,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,4,3,2,1,1,1,0,15,15,15
145,GP,F,18,U,GT3,T,3,1,other,services,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,2,3,5,0,13,14,13
146,GP,F,18,U,GT3,T,4,4,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,14,13
147,GP,M,16,U,LE3,T,4,4,services,teacher,other,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,2,0,14,14,14
148,GP,F,15,U,GT3,T,1,3,other,services,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,2,1,2,3,14,10,7,6
149,GP,F,16,U,GT3,T,3,1,other,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,1,1,1,3,0,8,10,10
150,GP,M,16,U,GT3,T,4,4,at_home,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,4,0,15,15,15
151,GP,M,15,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,yes,yes,no,yes,yes,yes,no,4,4,1,1,1,5,2,14,13,12
152,MS,F,18,U,GT3,T,4,4,services,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,no,no,5,3,3,1,2,5,4,14,14,14
153,GP,M,19,R,GT3,T,3,3,other,services,home,other,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,5,0,14,13,14
154,MS,F,15,U,GT3,T,1,2,at_home,other,other,mother,1,3,0,yes,yes,no,yes,yes,yes,no,no,5,3,4,2,2,2,0,6,7,5
155,GP,F,18,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,1,3,0,6,15,15
156,GP,F,18,U,GT3,T,3,3,at_home,other,other,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,5,3,3,1,1,2,2,10,9,9
157,GP,F,18,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,4,1,2,3,5,2,10,9,9
158,GP,F,15,U,LE3,T,4,4,services,services,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,0,7,6,6
159,MS,F,16,R,GT3,T,3,3,at_home,other,reputation,mother,1,2,1,no,yes,no,yes,yes,yes,yes,yes,5,5,3,1,3,1,0,5,5,5
160,GP,M,17,R,GT3,T,2,2,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,2,4,22,10,9,9
161,GP,M,15,U,GT3,T,2,2,other,other,course,father,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,3,0,5,4,4
162,GP,M,17,U,GT3,A,3,2,health,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,1,5,3,9,8,10
163,GP,F,16,U,GT3,T,2,4,at_home,other,course,mother,2,4,1,no,yes,yes,yes,no,yes,yes,no,4,3,3,1,1,5,6,11,10,11
164,GP,F,18,U,GT3,T,4,3,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,3,5,0,9,10,10
165,MS,M,18,U,GT3,T,4,1,services,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,3,1,1,1,4,8,8,8
166,GP,F,16,U,GT3,T,2,2,other,health,reputation,mother,1,1,2,no,yes,no,no,yes,yes,yes,no,5,3,5,2,5,4,6,8,11,0
167,GP,M,15,U,GT3,T,4,4,teacher,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,1,1,2,3,2,7,7,7
168,GP,M,16,U,GT3,T,3,2,other,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,4,1,3,5,0,10,5,8
169,GP,F,16,U,GT3,T,4,4,health,other,home,mother,2,4,1,no,yes,no,no,yes,no,yes,no,5,4,4,3,4,5,0,13,12,11
170,GP,M,16,U,GT3,T,2,3,other,other,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,3,3,8,8,8
171,GP,M,15,U,LE3,T,4,4,other,teacher,reputation,father,1,3,0,no,no,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,2,8,6,7
172,GP,M,17,R,GT3,T,4,4,other,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,3,0,14,13,13
173,MS,F,16,U,GT3,T,3,3,health,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,2,4,0,7,7,6
174,GP,F,19,U,GT3,T,4,4,teacher,services,reputation,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,3,0,13,13,13
175,GP,M,16,U,GT3,T,4,2,other,services,reputation,father,1,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,4,13,14,15
