,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.syn_id,0.6252988362490828,0.6252988362490828,0.6252988362490828,0.0,0.6252988362490828,0.0,2,0,0.81,maximize
performance.xgb.syn_ood,0.6074432336887905,0.6074432336887905,0.6074432336887905,0.0,0.6074432336887905,0.0,2,0,0.81,maximize
performance.feat_rank_distance.corr,0.12369915198575454,0.12369915198575454,0.12369915198575454,0.0,0.12369915198575454,0.0,2,0,0.36,minimize
performance.feat_rank_distance.pvalue,2.3032458020196445e-05,2.3032458020196445e-05,2.3032458020196445e-05,0.0,2.3032458020196445e-05,0.0,2,0,0.36,minimize
detection.detection_xgb.mean,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.04,minimize
detection.detection_mlp.mean,0.49847442246619605,0.49847442246619605,0.49847442246619605,0.0,0.49847442246619605,0.0,2,0,1.78,minimize
detection.detection_gmm.mean,0.48749982384193685,0.48749982384193685,0.48749982384193685,0.0,0.48749982384193685,0.0,2,0,0.34,minimize
detection.detection_linear.mean,0.9995278963908736,0.9995278963908736,0.9995278963908736,0.0,0.9995278963908736,0.0,2,0,0.82,minimize
privacy.delta-presence.score,14.999999850000002,14.999999850000002,14.999999850000002,0.0,14.999999850000002,0.0,2,0,0.14,maximize
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.12,maximize
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0,1.00000001,0.0,2,0,0.12,maximize
privacy.k-map.score,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.06,maximize
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.14,maximize
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0,1.00000001,0.0,2,0,0.14,maximize
privacy.identifiability_score.score,0.3220858895705521,0.3220858895705521,0.3220858895705521,0.0,0.3220858895705521,0.0,2,0,0.02,minimize
privacy.identifiability_score.score_OC,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.0,0.006134969325153374,0.0,2,0,0.02,minimize
privacy.DomiasMIA_BNAF.accuracy,0.5013374092472297,0.5013374092472297,0.5013374092472297,0.0,0.5013374092472297,0.0,2,0,104.12,minimize
privacy.DomiasMIA_BNAF.aucroc,0.6650939777522056,0.6650939777522056,0.6650939777522056,0.0,0.6650939777522056,0.0,2,0,104.12,minimize
