,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
21,GGG,2014J,647784,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass
22,GGG,2013J,609748,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
23,DDD,2014J,632673,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
24,BBB,2013J,592538,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
25,BBB,2013B,599783,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
26,EEE,2014J,648888,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
27,FFF,2013J,567325,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
28,DDD,2013J,591733,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
29,FFF,2013J,574695,M,Ireland,Lower Than A Level,,0-35,0,180,N,Fail
30,FFF,2014B,407838,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
31,BBB,2013J,564115,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
32,EEE,2013J,579046,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction
33,BBB,2013B,528161,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
34,FFF,2013B,547784,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
35,BBB,2014B,627581,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
36,DDD,2014J,679801,F,South East Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
37,BBB,2014J,619929,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
38,DDD,2013J,2326597,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
39,BBB,2014B,627173,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
40,DDD,2014J,680176,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail
41,FFF,2014J,604213,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
42,BBB,2014B,624782,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
43,BBB,2014B,426610,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
44,BBB,2014J,627173,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass
45,BBB,2014B,622597,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
46,FFF,2013J,58640,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
47,FFF,2013J,577950,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,Distinction
48,AAA,2014J,594677,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
49,FFF,2014B,528152,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
50,DDD,2014B,689107,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
51,BBB,2013B,557792,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
52,GGG,2014B,629748,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Fail
53,BBB,2014B,629772,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
54,BBB,2014J,577999,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
55,CCC,2014J,287040,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
56,FFF,2013B,540909,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
57,BBB,2013J,582608,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail
58,EEE,2014J,648597,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
59,FFF,2014B,603325,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
60,DDD,2013J,689389,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
61,FFF,2014J,627581,M,Scotland,HE Qualification,40-50%,0-35,0,120,N,Pass
62,FFF,2013J,584512,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
63,EEE,2013J,574212,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail
64,FFF,2013J,442199,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
65,CCC,2014J,575999,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
66,DDD,2013B,471580,F,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
67,DDD,2014J,609537,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Fail
68,FFF,2013J,574212,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
69,FFF,2013J,595655,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
70,FFF,2014J,642066,M,Ireland,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
71,BBB,2014B,622333,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
72,FFF,2014J,381646,M,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass
73,FFF,2013B,556509,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
74,DDD,2013B,395700,M,Scotland,Lower Than A Level,20-30%,0-35,0,150,N,Fail
75,FFF,2014J,605130,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
76,CCC,2014B,599153,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
77,FFF,2013J,592538,M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
78,EEE,2013J,585397,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
79,DDD,2014J,622466,F,East Anglian Region,A Level or Equivalent,,0-35,1,60,N,Withdrawn
80,BBB,2013B,588207,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass
81,FFF,2013B,566135,M,South Region,A Level or Equivalent,90-100%,0-35,0,240,N,Fail
82,DDD,2013B,579604,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass
83,DDD,2014J,696234,F,Ireland,Lower Than A Level,80-90%,35-55,1,180,N,Withdrawn
84,DDD,2013J,598113,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
85,CCC,2014B,609450,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
86,CCC,2014J,607883,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
87,BBB,2013J,608000,F,South East Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
88,EEE,2013J,572658,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
89,CCC,2014B,624499,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
90,FFF,2014J,2067377,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
91,BBB,2014J,535662,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
92,EEE,2014J,584281,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
93,FFF,2013J,588473,M,London Region,HE Qualification,0-10%,35-55,0,60,N,Pass
94,FFF,2014J,643267,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
95,CCC,2014B,503400,M,London Region,HE Qualification,10-20,0-35,1,60,N,Distinction
96,BBB,2014J,613191,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
97,DDD,2014B,569277,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
98,FFF,2014B,564119,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail
99,FFF,2014B,2349926,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
100,DDD,2013B,539408,M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn
101,GGG,2013J,577347,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
102,BBB,2013J,593546,F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
103,BBB,2013B,584712,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
104,DDD,2013B,585449,M,London Region,HE Qualification,80-90%,35-55,0,60,N,Pass
105,FFF,2014J,676181,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
106,FFF,2014B,634562,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
107,GGG,2014B,648888,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
108,AAA,2013J,383602,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
109,BBB,2014J,619014,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
110,DDD,2013J,590668,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
111,BBB,2014B,627190,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
112,FFF,2014J,623609,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
113,DDD,2013J,590593,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail
114,FFF,2014J,613152,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
115,FFF,2014J,678953,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
116,GGG,2013J,572125,F,North Western Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass
117,GGG,2013J,575336,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
118,BBB,2013J,600535,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
119,BBB,2013B,537138,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
120,CCC,2014B,588493,M,North Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
121,DDD,2013B,2639641,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
122,DDD,2014J,675159,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass
123,FFF,2013B,491693,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
124,BBB,2014B,634157,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
125,BBB,2014J,478346,F,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
126,BBB,2014B,627295,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
127,CCC,2014B,614245,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction
128,BBB,2013J,599199,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
129,FFF,2014J,648353,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
130,FFF,2013B,599114,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
131,BBB,2013B,256867,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
132,DDD,2013J,485544,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
133,EEE,2014B,610385,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
134,FFF,2013J,557170,M,London Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass
135,BBB,2014B,623495,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
136,BBB,2013B,558040,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
137,BBB,2013J,557445,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
138,BBB,2014B,572213,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
139,EEE,2014J,675253,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
140,DDD,2013J,581365,F,South Region,A Level or Equivalent,80-90%,0-35,1,60,N,Fail
141,FFF,2014J,589555,M,Scotland,Lower Than A Level,30-40%,35-55,1,60,N,Pass
142,FFF,2013B,53300,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
143,FFF,2013J,604482,M,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn
144,DDD,2014B,629342,F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
145,GGG,2014B,619013,M,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Fail
146,CCC,2014B,559808,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
147,FFF,2013J,599114,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
148,EEE,2014J,645405,M,South Region,A Level or Equivalent,50-60%,35-55,0,180,N,Withdrawn
149,BBB,2013J,588276,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
150,CCC,2014J,607473,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction
151,FFF,2013J,554888,M,North Region,Lower Than A Level,,0-35,0,120,N,Withdrawn
152,BBB,2014J,685052,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail
153,FFF,2013B,556121,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
154,DDD,2014B,623002,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
155,FFF,2014J,577751,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
156,FFF,2013B,503469,M,South West Region,A Level or Equivalent,80-90%,35-55,0,90,N,Withdrawn
157,DDD,2014B,622368,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail
158,BBB,2014B,615016,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,1,60,N,Pass
159,DDD,2014J,2602235,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
160,FFF,2014J,675758,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
161,DDD,2013B,598757,M,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
162,CCC,2014B,623648,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
163,FFF,2013J,572584,M,South Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail
164,FFF,2014B,676373,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Fail
165,EEE,2013J,571359,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
166,BBB,2014J,485980,F,London Region,HE Qualification,30-40%,0-35,0,60,N,Fail
167,DDD,2014J,629088,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail
168,BBB,2014J,693145,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
169,FFF,2013J,573554,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
170,FFF,2014J,646402,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
171,FFF,2014B,623169,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
172,BBB,2013B,608578,F,South West Region,HE Qualification,60-70%,0-35,0,60,Y,Pass
173,CCC,2014J,599783,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
174,FFF,2013J,466377,M,North Region,No Formal quals,80-90%,35-55,0,60,N,Fail
175,CCC,2014J,609031,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
176,CCC,2014J,609422,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
177,FFF,2013J,2322813,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
178,EEE,2014B,58640,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
179,FFF,2013J,585709,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
180,DDD,2014J,684967,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,90,Y,Pass
181,CCC,2014B,604161,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Fail
182,BBB,2013B,592805,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
183,DDD,2014B,627581,M,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
184,BBB,2014B,624127,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
185,CCC,2014J,689309,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail
186,DDD,2014B,648455,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
187,EEE,2013J,588391,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn
188,DDD,2014J,630531,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
189,BBB,2014J,588391,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
190,BBB,2013B,590502,F,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass
191,FFF,2014B,254313,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass
192,DDD,2014J,649221,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
193,FFF,2013B,554558,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass
194,BBB,2013J,558806,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
195,FFF,2014J,622720,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction
196,CCC,2014B,515491,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Fail
197,FFF,2014J,394304,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
198,EEE,2014J,651974,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
199,BBB,2014B,635245,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
200,CCC,2014J,679663,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
201,BBB,2014B,626897,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
202,CCC,2014J,622907,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
203,GGG,2013J,608000,F,Ireland,Lower Than A Level,10-20,0-35,0,30,N,Pass
204,FFF,2014J,643434,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
205,CCC,2014J,618983,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
206,BBB,2014J,605309,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
207,BBB,2014B,607622,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
208,FFF,2013J,595509,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
209,DDD,2014J,648348,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
210,BBB,2013J,599398,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
211,DDD,2014J,686705,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
212,FFF,2014J,689436,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
213,FFF,2013B,2367155,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail
214,BBB,2013J,602827,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
215,CCC,2014B,234740,F,North Western Region,Lower Than A Level,70-80%,0-35,0,30,N,Withdrawn
216,BBB,2014J,642066,F,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
217,DDD,2014J,650263,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail
218,BBB,2014J,593819,F,Ireland,Lower Than A Level,,0-35,0,60,N,Withdrawn
219,DDD,2013J,588367,F,Ireland,Lower Than A Level,20-30%,0-35,0,150,N,Pass
220,BBB,2013J,597880,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
221,DDD,2014B,626763,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
222,FFF,2013J,604281,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
223,BBB,2013J,594854,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
224,GGG,2013J,605930,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
225,CCC,2014B,553255,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
226,BBB,2014J,67863,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
227,FFF,2014B,613051,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction
228,AAA,2014J,174512,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
229,BBB,2014J,515497,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Fail
230,DDD,2014J,681089,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Pass
231,CCC,2014J,518771,M,Scotland,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
232,AAA,2013J,2388492,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
233,DDD,2013B,397219,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
234,FFF,2013J,568196,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
235,FFF,2014J,466987,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass
236,FFF,2014J,636364,M,North Region,A Level or Equivalent,,0-35,0,120,N,Withdrawn
237,DDD,2014B,629976,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
238,CCC,2014B,636554,M,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
239,FFF,2013B,554235,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
240,EEE,2014J,584281,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
241,CCC,2014J,622387,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,Y,Pass
242,CCC,2014J,638040,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,30,N,Withdrawn
243,BBB,2014J,653452,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
244,BBB,2014J,585342,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
245,BBB,2014B,648596,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
246,BBB,2014J,124728,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
247,FFF,2013B,559977,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction
248,EEE,2014J,686753,M,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn
249,CCC,2014J,686028,M,Scotland,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn
250,DDD,2013J,579300,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
251,CCC,2014J,646202,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
252,FFF,2014J,656549,M,Scotland,A Level or Equivalent,80-90%,35-55,0,90,N,Fail
253,DDD,2013J,595106,F,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass
254,EEE,2014J,644508,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
255,DDD,2014B,623002,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
256,DDD,2014J,51576,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
257,DDD,2013B,548386,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Fail
258,BBB,2014J,648127,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
259,EEE,2013J,607143,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
260,BBB,2013J,536805,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
261,BBB,2013J,577454,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
262,FFF,2014J,679886,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
263,FFF,2014J,605930,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
264,BBB,2014J,656027,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail
265,DDD,2014B,487314,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
266,BBB,2014J,556126,F,East Midlands Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail
267,DDD,2013J,594697,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
268,CCC,2014J,653206,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass
269,DDD,2013J,546408,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
270,BBB,2014B,596406,F,South Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
271,FFF,2014J,547986,M,North Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
272,GGG,2013J,588672,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
273,CCC,2014J,628387,M,South Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
274,FFF,2014J,675165,M,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail
275,BBB,2014J,654341,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Pass
