,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.syn_id,0.5943469226214279,0.5943469226214279,0.5943469226214279,0.0,0.5943469226214279,0.0,2,0,0.78,maximize
performance.xgb.syn_ood,0.6026455334770701,0.6026455334770701,0.6026455334770701,0.0,0.6026455334770701,0.0,2,0,0.78,maximize
performance.feat_rank_distance.corr,0.059579933735203545,0.059579933735203545,0.059579933735203545,0.0,0.059579933735203545,0.0,2,0,0.35,minimize
performance.feat_rank_distance.pvalue,0.04145408117854549,0.04145408117854549,0.04145408117854549,0.0,0.04145408117854549,0.0,2,0,0.35,minimize
detection.detection_xgb.mean,0.7240766930835573,0.7240766930835573,0.7240766930835573,0.0,0.7240766930835573,0.0,2,0,0.1,minimize
detection.detection_mlp.mean,0.49618084448454464,0.49618084448454464,0.49618084448454464,0.0,0.49618084448454464,0.0,2,0,1.7,minimize
detection.detection_gmm.mean,0.503012270407595,0.503012270407595,0.503012270407595,0.0,0.503012270407595,0.0,2,0,0.28,minimize
detection.detection_linear.mean,0.45827076880833956,0.45827076880833956,0.45827076880833956,0.0,0.45827076880833956,0.0,2,0,0.76,minimize
privacy.delta-presence.score,14.999999850000002,14.999999850000002,14.999999850000002,0.0,14.999999850000002,0.0,2,0,0.13,maximize
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.12,maximize
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0,1.00000001,0.0,2,0,0.12,maximize
privacy.k-map.score,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.06,maximize
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.14,maximize
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0,1.00000001,0.0,2,0,0.14,maximize
privacy.identifiability_score.score,0.3450920245398773,0.3450920245398773,0.3450920245398773,0.0,0.3450920245398773,0.0,2,0,0.02,minimize
privacy.identifiability_score.score_OC,0.4125766871165644,0.4125766871165644,0.4125766871165644,0.0,0.4125766871165644,0.0,2,0,0.02,minimize
privacy.DomiasMIA_BNAF.accuracy,0.49980894153611005,0.49980894153611005,0.49980894153611005,0.0,0.49980894153611005,0.0,2,0,102.91,minimize
privacy.DomiasMIA_BNAF.aucroc,0.5607594936708862,0.5607594936708862,0.5607594936708862,0.0,0.5607594936708862,0.0,2,0,102.91,minimize
