,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
25,FFF,2013J,561482,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass
26,CCC,2014J,439995,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
27,FFF,2013B,547892,M,Scotland,HE Qualification,70-80%,0-35,0,45,N,Distinction
28,BBB,2013B,533347,F,South East Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
29,GGG,2014J,689107,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail
30,BBB,2014B,622672,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
31,BBB,2014J,631225,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
32,BBB,2014B,675165,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction
33,EEE,2014J,629161,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
34,FFF,2013J,599588,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
35,FFF,2013B,576191,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
36,BBB,2013J,561455,F,North Region,A Level or Equivalent,,0-35,0,60,N,Withdrawn
37,BBB,2013J,575214,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
38,BBB,2014J,627812,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
39,DDD,2014B,602719,M,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
40,CCC,2014B,687016,M,North Region,HE Qualification,,0-35,0,60,N,Fail
41,BBB,2014J,683978,F,North Western Region,HE Qualification,40-50%,0-35,0,60,N,Pass
42,BBB,2013J,588493,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
43,FFF,2013J,577455,F,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
44,GGG,2014J,611004,F,North Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
45,CCC,2014J,622387,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
46,FFF,2014J,681551,M,Scotland,Lower Than A Level,80-90%,0-35,0,150,N,Pass
47,FFF,2014J,648990,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
48,BBB,2014B,635173,F,Scotland,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
49,BBB,2014J,634320,F,London Region,Lower Than A Level,70-80%,0-35,2,120,N,Withdrawn
50,BBB,2013J,588672,M,London Region,A Level or Equivalent,70-80%,0-35,1,60,N,Distinction
51,BBB,2013B,418035,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
52,BBB,2014B,630935,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
53,BBB,2013J,537652,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
54,EEE,2014J,627895,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn
55,FFF,2013B,589017,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
56,BBB,2013J,604375,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
57,BBB,2013B,599398,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
58,DDD,2013J,599162,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
59,FFF,2013J,598700,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
60,CCC,2014B,2690077,F,South West Region,A Level or Equivalent,10-20,35-55,1,60,N,Pass
61,DDD,2014B,564445,M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass
62,BBB,2014J,548578,F,South West Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
63,CCC,2014J,494278,F,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail
64,FFF,2014J,141595,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
65,DDD,2013B,491822,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
66,FFF,2014J,251350,M,North Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail
67,CCC,2014J,585342,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail
68,BBB,2014B,628262,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
69,DDD,2013J,598757,M,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
70,FFF,2013J,442471,M,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
71,BBB,2014B,618119,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
72,DDD,2013J,48503,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
73,DDD,2013J,547685,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
74,CCC,2014J,558040,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
75,FFF,2014B,414633,M,East Anglian Region,Lower Than A Level,10-20,0-35,1,60,N,Pass
76,FFF,2013J,593037,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
77,FFF,2013J,546943,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass
78,FFF,2013J,584611,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
79,AAA,2013J,2348961,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
80,FFF,2014B,613983,M,Wales,A Level or Equivalent,80-90%,35-55,0,120,N,Pass
81,BBB,2014J,626097,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
82,BBB,2014J,609704,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
83,BBB,2014B,467144,F,South Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn
84,CCC,2014J,633605,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass
85,AAA,2013J,585668,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
86,FFF,2014B,622486,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
87,BBB,2013B,491771,F,Scotland,Lower Than A Level,50-60%,35-55,0,180,N,Withdrawn
88,FFF,2014J,576482,M,South West Region,HE Qualification,50-60%,0-35,0,60,N,Pass
89,FFF,2014B,466372,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
90,BBB,2013J,561476,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
91,BBB,2014J,635271,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
92,CCC,2014B,649221,F,London Region,A Level or Equivalent,70-80%,0-35,0,90,Y,Pass
93,BBB,2013B,557894,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
94,BBB,2013J,611255,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,60,N,Fail
95,BBB,2013J,619976,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
96,BBB,2014B,696456,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
97,DDD,2013B,544467,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
98,BBB,2013B,546215,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
99,BBB,2014B,628279,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
100,BBB,2013J,2688379,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
101,GGG,2014J,657045,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
102,BBB,2014B,602663,F,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
103,EEE,2014J,609605,M,South East Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
104,FFF,2014B,331354,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,Pass
105,BBB,2014J,642096,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
106,DDD,2013B,503316,M,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
107,FFF,2013J,612396,M,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Fail
108,BBB,2013B,1747824,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
109,BBB,2014J,611402,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
110,DDD,2014B,629159,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
111,BBB,2014B,622007,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
112,GGG,2014J,653595,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
113,BBB,2014J,643199,F,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Fail
114,BBB,2014B,249634,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
115,BBB,2014B,601576,F,South West Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
116,FFF,2013J,522534,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
117,BBB,2014J,628914,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
118,BBB,2014B,605130,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
119,BBB,2013B,553936,F,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
120,DDD,2014J,645359,M,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
121,BBB,2013J,583812,F,North Region,HE Qualification,,0-35,0,60,N,Pass
122,EEE,2014J,628502,M,Scotland,HE Qualification,70-80%,35-55,0,60,Y,Pass
123,CCC,2014B,2612102,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
124,BBB,2014J,694684,F,Wales,HE Qualification,80-90%,0-35,0,60,N,Pass
125,BBB,2013J,515294,F,East Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
126,FFF,2014B,609537,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
127,BBB,2014J,681789,F,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
128,DDD,2014J,627119,F,East Anglian Region,HE Qualification,10-20,0-35,0,60,N,Pass
129,CCC,2014J,696007,F,Ireland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
130,EEE,2013J,599202,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass
131,GGG,2013J,593004,F,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn
132,BBB,2014J,676333,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
133,CCC,2014B,548386,F,Wales,Post Graduate Qualification,40-50%,0-35,0,60,N,Pass
134,EEE,2014J,605890,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
135,DDD,2014J,686110,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
136,EEE,2014J,619502,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
137,CCC,2014B,630858,M,North Region,HE Qualification,,0-35,0,60,N,Withdrawn
138,FFF,2014B,684233,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass
139,FFF,2014J,630937,M,London Region,A Level or Equivalent,20-30%,0-35,2,60,N,Fail
140,CCC,2014J,596095,M,London Region,HE Qualification,10-20,0-35,0,60,N,Fail
141,FFF,2013J,539695,M,London Region,A Level or Equivalent,90-100%,35-55,0,90,N,Pass
142,GGG,2014J,681089,F,South East Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn
143,GGG,2014B,696203,M,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn
144,EEE,2013J,588493,M,Wales,A Level or Equivalent,40-50%,0-35,1,30,N,Pass
145,BBB,2013B,549586,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
146,FFF,2014B,607975,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
147,EEE,2014J,642694,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
148,FFF,2013J,489443,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
149,BBB,2014J,615342,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
150,BBB,2013B,599739,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction
151,FFF,2013J,585788,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
152,BBB,2013J,595673,F,West Midlands Region,HE Qualification,10-20,0-35,1,60,N,Fail
153,BBB,2013B,536243,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Pass
154,FFF,2014J,676852,M,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
155,BBB,2014J,628214,F,North Region,A Level or Equivalent,,0-35,0,60,N,Fail
156,CCC,2014B,585119,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
157,FFF,2014J,618119,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
158,BBB,2014J,614405,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
159,BBB,2013B,537676,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Pass
160,BBB,2014J,695471,F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass
161,DDD,2013J,569108,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
162,FFF,2013J,503469,M,London Region,HE Qualification,40-50%,35-55,0,60,N,Pass
163,CCC,2014J,613983,M,South Region,HE Qualification,50-60%,0-35,0,30,N,Fail
164,EEE,2014J,654968,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail
165,EEE,2014J,645034,M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
166,EEE,2013J,523830,M,South Region,Lower Than A Level,80-90%,35-55,0,120,N,Fail
167,DDD,2013J,54477,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
168,FFF,2013B,598089,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
169,FFF,2014J,605571,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail
170,DDD,2013B,548588,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
171,FFF,2014J,646202,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
172,EEE,2014J,618333,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
173,GGG,2014J,689389,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,30,N,Withdrawn
174,CCC,2014J,648119,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail
175,FFF,2013J,595655,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
176,FFF,2013J,548578,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
177,FFF,2013J,544491,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
178,DDD,2014J,634435,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
179,BBB,2013B,523833,F,Wales,HE Qualification,50-60%,35-55,0,60,N,Withdrawn
180,BBB,2014J,610533,F,South East Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
181,GGG,2014J,689555,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail
182,GGG,2014J,696716,F,North Region,HE Qualification,,35-55,0,30,N,Pass
183,BBB,2014B,579017,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
184,CCC,2014J,618998,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
185,BBB,2014J,686028,F,North Region,Lower Than A Level,10-20,0-35,0,120,Y,Fail
186,DDD,2013B,488680,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
187,BBB,2014B,623562,F,South East Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
188,FFF,2013J,595640,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
189,DDD,2014B,624127,M,North Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
190,CCC,2014J,600814,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
191,GGG,2013J,489889,F,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
192,FFF,2013J,599863,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
193,BBB,2014J,618129,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
194,BBB,2013J,554256,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
195,FFF,2014J,617556,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Distinction
196,DDD,2014J,648127,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
197,DDD,2013B,579343,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
198,DDD,2013J,594482,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
199,BBB,2014B,635584,F,Wales,A Level or Equivalent,50-60%,35-55,0,90,N,Fail
200,BBB,2013J,564437,F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,120,N,Withdrawn
201,BBB,2014B,629772,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
202,FFF,2013J,598493,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
203,CCC,2014J,587536,M,London Region,HE Qualification,20-30%,0-35,0,150,N,Pass
204,BBB,2013J,599598,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
205,BBB,2013J,585157,F,South Region,Lower Than A Level,60-70%,0-35,0,70,N,Pass
206,FFF,2013J,572804,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail
207,BBB,2013J,2444632,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
208,FFF,2013J,536671,M,South Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
209,CCC,2014B,565393,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
210,FFF,2014B,577460,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
211,FFF,2014B,627772,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
212,BBB,2013B,547667,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
213,DDD,2014J,627172,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
214,BBB,2014B,621582,F,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
215,DDD,2013J,536805,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
216,EEE,2013J,56637,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
217,CCC,2014B,485562,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
218,DDD,2013J,345568,F,South Region,HE Qualification,30-40%,35-55,0,120,N,Pass
219,EEE,2014J,615016,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
220,BBB,2014J,635245,F,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
221,CCC,2014B,633467,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
222,CCC,2014B,647479,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
223,CCC,2014J,611649,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn
224,DDD,2014B,622192,F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
225,BBB,2013J,599791,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction
226,FFF,2013J,579604,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
227,DDD,2013J,675178,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
228,DDD,2013J,594886,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
229,FFF,2014B,695000,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
230,BBB,2013J,477165,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction
231,DDD,2014B,647479,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
232,FFF,2014J,687515,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
233,FFF,2013B,588460,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
234,FFF,2013B,595509,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
235,BBB,2013B,535662,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
236,CCC,2014B,628245,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
237,DDD,2014J,694360,F,East Midlands Region,HE Qualification,30-40%,35-55,0,120,N,Fail
238,BBB,2014J,624562,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
239,BBB,2013J,585709,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass
240,BBB,2013J,590869,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
241,FFF,2013J,595954,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
242,CCC,2014J,628214,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass
243,CCC,2014B,679232,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
244,BBB,2014J,415818,F,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
245,GGG,2013J,594677,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
246,EEE,2014B,628250,M,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
247,CCC,2014J,626597,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
248,DDD,2014J,617691,M,North Western Region,Lower Than A Level,40-50%,0-35,1,60,N,Distinction
249,DDD,2014J,598472,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
250,BBB,2014J,652318,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
251,FFF,2013J,604671,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
252,FFF,2013J,536992,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
253,FFF,2013B,491772,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
254,BBB,2013J,599289,F,London Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
255,GGG,2013J,585235,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
256,FFF,2014B,646402,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
257,BBB,2014J,627787,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
258,DDD,2014J,579161,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass
259,FFF,2014B,599169,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass
260,BBB,2013J,554691,F,Scotland,A Level or Equivalent,30-40%,35-55,0,180,N,Pass
261,BBB,2013B,543419,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
262,BBB,2014B,588560,F,Scotland,Lower Than A Level,70-80%,0-35,0,90,N,Fail
263,BBB,2014J,636243,F,Scotland,Lower Than A Level,70-80%,0-35,1,120,N,Withdrawn
264,GGG,2013J,680427,M,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
265,CCC,2014J,2339789,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
266,DDD,2014J,609450,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
267,BBB,2014J,632536,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
268,CCC,2014B,574831,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
269,FFF,2013B,589799,M,North Region,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn
270,DDD,2013J,573631,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
271,BBB,2013B,525512,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
272,EEE,2014B,648119,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
273,GGG,2014J,605589,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
274,FFF,2014J,624585,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
275,FFF,2013J,596789,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
276,CCC,2014J,579161,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,Pass
277,FFF,2014B,557253,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
278,GGG,2014B,589126,F,Wales,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
