,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
26,FFF,2014J,587367,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
27,FFF,2014J,648477,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
28,CCC,2013J,607632,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
29,DDD,2013J,551876,M,Scotland,A Level or Equivalent,90-100%,35-55,0,150,N,Fail
30,GGG,2014J,586317,F,Scotland,A Level or Equivalent,10-20,0-35,0,30,N,Fail
31,GGG,2013B,604498,M,Ireland,Lower Than A Level,0-10%,35-55,0,30,N,Pass
32,FFF,2014B,569775,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
33,BBB,2014B,622773,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
34,BBB,2014J,622761,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass
35,DDD,2013B,585658,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
36,FFF,2013B,487245,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
37,BBB,2014J,633441,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
38,BBB,2013B,551722,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
39,EEE,2014B,648241,M,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail
40,BBB,2014J,539113,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
41,DDD,2014J,476506,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass
42,AAA,2014B,685663,M,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Fail
43,EEE,2014J,629891,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
44,FFF,2014J,564006,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
45,EEE,2013B,597010,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
46,CCC,2013J,504056,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
47,DDD,2013B,607813,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Pass
48,DDD,2014J,628500,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Distinction
49,FFF,2014B,588315,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
50,EEE,2014J,605819,M,North Region,Lower Than A Level,,35-55,0,60,N,Withdrawn
51,GGG,2013J,243686,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail
52,BBB,2014J,624928,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass
53,FFF,2014J,651563,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
54,FFF,2013J,595010,F,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Fail
55,CCC,2013J,647194,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
56,DDD,2013J,598981,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
57,DDD,2014B,545678,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,150,N,Distinction
58,BBB,2014J,624283,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction
59,CCC,2014J,634342,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
60,DDD,2014J,581164,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
61,CCC,2014J,484596,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction
62,BBB,2013J,643473,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
63,CCC,2014B,504888,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
64,FFF,2014J,613001,M,South West Region,Lower Than A Level,10-20,35-55,2,120,N,Distinction
65,FFF,2014B,2249284,M,London Region,Lower Than A Level,60-70%,0-35,0,120,Y,Withdrawn
66,BBB,2014B,554999,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
67,DDD,2014B,683441,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
68,BBB,2013B,516382,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail
69,EEE,2013J,536347,M,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail
70,BBB,2014J,231496,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction
71,FFF,2014J,599152,F,South Region,A Level or Equivalent,0-10%,0-35,0,180,N,Pass
72,BBB,2013J,595010,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
73,BBB,2013J,581906,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
74,FFF,2014J,689120,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
75,FFF,2014J,523690,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
76,BBB,2013B,559672,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
77,BBB,2013J,572636,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,N,Pass
78,DDD,2014B,634504,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
79,FFF,2013B,617365,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
80,DDD,2014J,582636,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass
81,DDD,2013J,2340697,M,London Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
82,FFF,2014J,2536962,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
83,BBB,2014J,643998,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
84,CCC,2014B,557210,F,North Region,A Level or Equivalent,,0-35,0,60,N,Fail
85,FFF,2013B,565961,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
86,DDD,2013B,527963,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
87,FFF,2014B,647247,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
88,BBB,2013J,515585,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
89,BBB,2013J,678243,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
90,FFF,2014J,483127,M,London Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass
91,FFF,2014B,586751,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
92,BBB,2013B,242488,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
93,BBB,2014J,633407,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass
94,BBB,2013J,548993,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
95,BBB,2014J,588182,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
96,BBB,2013J,590833,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn
97,BBB,2013J,651214,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
98,DDD,2014B,623683,F,South West Region,HE Qualification,30-40%,0-35,0,60,N,Pass
99,CCC,2014J,579921,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
100,DDD,2013J,625083,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
101,FFF,2013B,539451,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
102,DDD,2014J,648473,M,Wales,Lower Than A Level,90-100%,0-35,0,90,N,Pass
103,FFF,2014B,598161,M,South East Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
104,FFF,2014J,689199,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
105,FFF,2014J,627078,M,North Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
106,BBB,2014B,649397,F,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
107,BBB,2013J,1799178,F,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
108,DDD,2014J,613265,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
109,FFF,2013J,599113,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass
110,BBB,2013J,629887,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Pass
111,FFF,2013J,590256,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,210,N,Pass
112,BBB,2013B,596457,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
113,BBB,2013B,508814,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
114,FFF,2013J,578488,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
115,BBB,2013J,605853,F,South East Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
116,FFF,2014J,648506,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
117,DDD,2013J,595297,M,Yorkshire Region,HE Qualification,50-60%,0-35,2,60,N,Withdrawn
118,FFF,2014J,584536,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
119,FFF,2014J,582038,M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,90,N,Withdrawn
120,CCC,2013J,572427,M,North Region,Lower Than A Level,,0-35,0,60,N,Fail
121,BBB,2014J,656752,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
122,BBB,2014J,675774,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
123,CCC,2014J,684283,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,210,N,Withdrawn
124,FFF,2013J,592964,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
125,FFF,2014J,596599,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
126,BBB,2014J,655034,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
127,CCC,2014B,575297,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass
128,BBB,2014B,569059,F,Wales,Lower Than A Level,90-100%,0-35,0,120,N,Pass
129,FFF,2013J,654246,M,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Fail
130,CCC,2014B,532741,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail
131,GGG,2014J,649078,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
132,BBB,2013B,674509,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
133,DDD,2013B,689445,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
134,FFF,2014B,537758,M,Ireland,HE Qualification,60-70%,0-35,0,120,N,Pass
135,FFF,2014B,559194,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
136,BBB,2013J,553783,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
137,BBB,2014J,588208,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
138,CCC,2014J,589460,F,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail
139,CCC,2014J,589565,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
140,GGG,2013J,466383,F,Ireland,Lower Than A Level,0-10%,35-55,0,30,N,Withdrawn
141,DDD,2014J,631813,M,Wales,HE Qualification,0-10%,0-35,0,30,N,Pass
142,DDD,2014J,652686,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Fail
143,FFF,2014J,609853,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
144,FFF,2014B,577460,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
145,BBB,2014B,562433,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
146,BBB,2014J,679224,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,90,N,Fail
147,FFF,2014B,1854002,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
148,BBB,2013J,257898,M,South East Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction
149,DDD,2013J,586869,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction
150,FFF,2014J,559500,M,North Western Region,Lower Than A Level,20-30%,35-55,1,60,N,Withdrawn
151,DDD,2013J,495760,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
152,CCC,2014J,589887,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
153,CCC,2014J,577324,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
154,FFF,2014J,573505,F,South West Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
155,FFF,2013J,581709,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
156,BBB,2014J,654998,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
157,EEE,2014J,488283,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
158,BBB,2014J,619190,F,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
159,BBB,2014J,2668578,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
160,CCC,2013J,534362,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
161,BBB,2014B,593182,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
162,BBB,2014J,142410,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
163,BBB,2013J,633229,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction
164,BBB,2014J,629750,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
165,BBB,2014J,120909,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
166,BBB,2014J,585702,F,Scotland,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn
167,FFF,2014J,605427,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
168,EEE,2014J,537488,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
169,BBB,2014J,654019,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
170,FFF,2014B,645861,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
171,EEE,2014J,539093,M,East Anglian Region,A Level or Equivalent,,35-55,0,60,N,Fail
172,BBB,2013J,605526,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
173,FFF,2014J,477267,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
174,BBB,2014B,556514,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
175,DDD,2013J,596347,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
176,BBB,2013J,597662,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
177,FFF,2014J,678571,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
178,BBB,2014J,697402,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
179,DDD,2013B,605301,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
180,CCC,2014J,599984,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
181,DDD,2014J,588215,M,North Western Region,Lower Than A Level,60-70%,0-35,0,120,Y,Fail
182,DDD,2013B,466814,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
183,BBB,2013J,594632,F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn
184,FFF,2014J,633257,M,South Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
185,BBB,2014J,683783,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn
186,BBB,2013J,572154,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
187,BBB,2014J,589284,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
188,CCC,2013J,609764,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Pass
189,DDD,2013J,617059,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
190,GGG,2013J,653259,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction
191,FFF,2014B,526887,M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
192,DDD,2013B,559435,M,South East Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
193,DDD,2013J,559758,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
194,BBB,2014J,545440,F,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
195,CCC,2014J,588208,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail
196,BBB,2014J,648369,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
197,CCC,2014J,689279,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,1,90,N,Pass
198,FFF,2013J,688071,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
199,BBB,2014J,626553,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
200,EEE,2014J,548509,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Pass
201,DDD,2013J,590999,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
202,DDD,2014J,557213,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
203,CCC,2014B,586371,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
204,FFF,2013J,494599,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,90,N,Fail
205,BBB,2013B,623383,F,East Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
206,BBB,2013J,557438,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
207,EEE,2014B,622892,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
208,FFF,2013J,588255,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
209,FFF,2013J,651788,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
210,FFF,2014J,689178,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
211,BBB,2014J,589178,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Fail
212,FFF,2014J,628993,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
213,DDD,2013J,605814,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
214,GGG,2014B,647194,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
215,BBB,2013J,598208,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
216,BBB,2013J,604501,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
217,BBB,2014J,647246,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,3,60,N,Withdrawn
218,BBB,2013J,696589,F,North Region,A Level or Equivalent,,35-55,0,120,N,Fail
219,BBB,2013B,582250,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
220,DDD,2014J,586256,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
221,BBB,2014J,592664,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
222,CCC,2014J,612333,F,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn
223,BBB,2014J,614078,F,Scotland,A Level or Equivalent,40-50%,0-35,0,180,N,Pass
224,DDD,2014J,2678337,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass
225,BBB,2013J,586753,F,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
226,BBB,2014J,607609,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
227,DDD,2013J,574359,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
228,BBB,2014J,536602,F,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction
229,FFF,2013J,654304,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
230,FFF,2013J,691497,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
231,BBB,2013J,691285,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Distinction
232,CCC,2013J,643506,M,North Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
233,FFF,2014B,617094,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
234,FFF,2014J,629097,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
235,DDD,2014B,604438,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
236,EEE,2014J,634242,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
237,BBB,2014B,584595,F,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Pass
238,FFF,2014B,548022,M,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
239,BBB,2014B,633784,F,East Midlands Region,HE Qualification,30-40%,0-35,0,150,N,Withdrawn
240,BBB,2014J,628984,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
241,EEE,2014J,467160,M,North Western Region,HE Qualification,40-50%,0-35,0,60,N,Fail
242,FFF,2013J,383334,M,North Region,HE Qualification,40-50%,0-35,0,60,N,Fail
243,DDD,2014J,581742,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
244,BBB,2013J,605109,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
245,DDD,2013B,575441,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
246,CCC,2014B,618857,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
247,BBB,2013J,652621,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
248,FFF,2014J,689283,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
249,FFF,2013J,566213,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
250,FFF,2013J,592156,M,South West Region,A Level or Equivalent,80-90%,0-35,1,120,N,Fail
251,BBB,2013B,586100,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
252,EEE,2013J,466857,M,North Western Region,A Level or Equivalent,90-100%,35-55,0,90,N,Withdrawn
253,BBB,2014J,623784,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
254,FFF,2013J,585920,F,London Region,Lower Than A Level,10-20,35-55,0,120,N,Distinction
255,EEE,2014B,605321,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
256,BBB,2013J,548256,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
257,BBB,2013J,559682,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
258,CCC,2014J,648034,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
259,FFF,2014B,645242,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
260,GGG,2014B,646759,F,North Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction
261,EEE,2014B,579076,M,London Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
262,BBB,2014B,534251,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
263,BBB,2014J,633267,F,South West Region,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn
264,EEE,2013J,599161,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail
265,DDD,2013J,613141,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
266,FFF,2013B,619503,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
267,FFF,2013J,527504,M,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
268,EEE,2014J,679321,M,South Region,Lower Than A Level,80-90%,55<=,0,60,N,Pass
269,BBB,2014B,557915,F,East Anglian Region,HE Qualification,10-20,35-55,0,60,N,Fail
270,BBB,2014J,576224,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
271,FFF,2014B,623673,M,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
272,BBB,2014J,595676,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
273,DDD,2014B,609265,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
274,FFF,2013J,594199,F,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
275,BBB,2013J,629097,F,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
276,BBB,2014B,636407,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass
