,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.mlp.gt,0.5362268748330036,0.5362268748330036,0.5362268748330036,0.0,0.5362268748330036,0.0,2,0,16.06,maximize
performance.mlp.syn_id,0.47826044324819894,0.586104758099375,0.532182600673787,0.053922157425588035,0.532182600673787,0.053922157425587924,2,0,16.06,maximize
performance.mlp.syn_ood,0.477891156462585,0.5867346938775511,0.532312925170068,0.054421768707483026,0.532312925170068,0.054421768707483054,2,0,16.06,maximize
performance.xgb.gt,0.6487316753619715,0.6487316753619715,0.6487316753619715,0.0,0.6487316753619715,0.0,2,0,3.72,maximize
performance.xgb.syn_id,0.6283762387679809,0.6431367889785632,0.635756513873272,0.007380275105291156,0.635756513873272,0.007380275105291156,2,0,3.72,maximize
performance.xgb.syn_ood,0.6131581459114258,0.6211604539775093,0.6171592999444675,0.004001154033041743,0.6171592999444675,0.004001154033041687,2,0,3.72,maximize
performance.feat_rank_distance.corr,0.34011272026359995,0.3503200578252998,0.34521638904444985,0.005103668780849918,0.34521638904444985,0.005103668780849946,2,0,1.95,minimize
performance.feat_rank_distance.pvalue,5.947229287288196e-96,1.4931616812794865e-90,7.465838142543869e-91,7.465778670250996e-91,7.465838142543869e-91,7.465778670250998e-91,2,0,1.95,minimize
detection.detection_xgb.mean,0.8341413708959062,0.8352450223945199,0.8346931966452131,0.0005518257493068446,0.8346931966452131,0.0005518257493067891,2,0,0.5,minimize
detection.detection_mlp.mean,0.5,0.5,0.5,0.0,0.5,0.0,2,0,7.88,minimize
detection.detection_gmm.mean,0.5055782428143074,0.5514658373794021,0.5285220400968548,0.022943797282547362,0.5285220400968548,0.022943797282547473,2,0,0.97,minimize
detection.detection_linear.mean,0.48736701293487394,0.5361111633859009,0.5117390881603874,0.02437207522551349,0.5117390881603874,0.024372075225513545,2,0,1.52,minimize
privacy.delta-presence.score,4.999999950000001,13.999999860000003,9.499999905000003,4.499999955000001,9.499999905000003,4.499999955000002,2,0,3.48,maximize
privacy.k-anonymization.gt,5.0,5.0,5.0,0.0,5.0,0.0,2,0,8.1,maximize
privacy.k-anonymization.syn,3.00000001,9.00000001,6.000000010000001,3.0000000000000004,6.000000010000001,3.000000000000001,2,0,8.1,maximize
privacy.k-map.score,1.0,1.0,1.0,0.0,1.0,0.0,2,0,3.68,maximize
privacy.distinct l-diversity.gt,5.0,5.0,5.0,0.0,5.0,0.0,2,0,7.88,maximize
privacy.distinct l-diversity.syn,3.00000001,9.00000001,6.000000010000001,3.0000000000000004,6.000000010000001,3.000000000000001,2,0,7.88,maximize
privacy.identifiability_score.score,0.42535787321063395,0.4550102249488753,0.4401840490797546,0.014826175869120661,0.4401840490797546,0.014826175869120606,2,0,0.06,minimize
privacy.identifiability_score.score_OC,0.4268916155419223,0.434560327198364,0.4307259713701431,0.0038343558282208645,0.4307259713701431,0.0038343558282208368,2,0,0.06,minimize
privacy.DomiasMIA_BNAF.accuracy,0.49974463738508684,0.5,0.49987231869254345,0.00012768130745657857,0.49987231869254345,0.00012768130745660633,2,0,461.65,minimize
privacy.DomiasMIA_BNAF.aucroc,0.407593965737663,0.42021222193812324,0.41390309383789314,0.006309128100230127,0.41390309383789314,0.006309128100230155,2,0,461.65,minimize
