,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
166,CCC,2014J,631457,M,South East Region,HE Qualification,90-100%,0-35,0,60,N,Distinction
167,DDD,2014B,552327,M,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
168,DDD,2014J,581666,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,119,N,Withdrawn
169,DDD,2014B,510742,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
170,GGG,2014B,71549,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
171,FFF,2014J,581586,F,Scotland,Lower Than A Level,20-30%,0-35,0,89,Y,Fail
172,BBB,2013B,475279,F,South West Region,Lower Than A Level,0-10%,0-35,0,59,N,Withdrawn
173,BBB,2013J,539723,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn
174,DDD,2013J,77206,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,59,Y,Pass
175,FFF,2014J,600572,M,South West Region,Lower Than A Level,10-20,0-35,0,90,Y,Withdrawn
176,CCC,2014B,545480,F,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass
177,FFF,2013J,473987,M,South East Region,Lower Than A Level,50-60%,0-35,1,178,N,Withdrawn
178,FFF,2013J,6516,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
179,FFF,2013J,523705,M,Scotland,HE Qualification,70-80%,0-35,0,148,N,Fail
180,DDD,2014B,572083,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
181,GGG,2014J,6516,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn
182,CCC,2014J,525550,F,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
183,EEE,2013J,489499,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,179,N,Fail
184,CCC,2014J,615367,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
185,EEE,2013J,493019,M,North Region,A Level or Equivalent,80-90%,0-35,0,59,N,Pass
186,CCC,2014J,530800,M,London Region,Lower Than A Level,40-50%,0-35,0,89,N,Distinction
187,DDD,2014J,622920,F,North Region,Lower Than A Level,20-30%,0-35,0,59,N,Fail
188,DDD,2013J,601943,M,South Region,A Level or Equivalent,0-10%,0-35,0,59,N,Withdrawn
189,FFF,2014J,594969,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,59,N,Withdrawn
190,CCC,2013J,339910,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,75,N,Distinction
191,FFF,2013B,361830,M,London Region,Lower Than A Level,10-20,0-35,1,59,N,Fail
192,BBB,2013J,1818761,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,119,N,Withdrawn
193,DDD,2013B,504118,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
194,EEE,2014J,608393,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
195,FFF,2013J,457998,M,Scotland,Lower Than A Level,40-50%,35-55,0,89,N,Withdrawn
196,CCC,2014J,578539,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,59,N,Withdrawn
197,DDD,2013B,472644,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,59,N,Fail
198,FFF,2014J,645545,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
199,FFF,2014B,613269,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,89,N,Fail
200,GGG,2014B,503872,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
201,GGG,2014J,638166,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail
202,DDD,2013B,486523,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail
203,CCC,2014J,547116,M,Scotland,A Level or Equivalent,40-50%,0-35,0,59,N,Pass
204,FFF,2014J,2364607,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,120,Y,Pass
205,BBB,2014J,663279,F,South Region,A Level or Equivalent,20-30%,0-35,0,59,N,Withdrawn
206,CCC,2013J,599255,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Withdrawn
207,BBB,2014B,491083,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
208,BBB,2013J,556906,F,Scotland,Lower Than A Level,70-80%,35-55,0,59,N,Fail
209,BBB,2014J,642957,F,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
210,DDD,2013J,475913,M,South Region,Lower Than A Level,80-90%,0-35,0,59,N,Withdrawn
211,DDD,2014B,2276410,M,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Pass
212,FFF,2013J,244695,M,West Midlands Region,Lower Than A Level,10-20,35-55,2,120,N,Withdrawn
213,FFF,2013J,2351322,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
214,EEE,2014J,641536,M,Scotland,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn
215,CCC,2014J,32347,M,South West Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn
216,FFF,2014B,620919,M,South East Region,Lower Than A Level,50-60%,35-55,0,119,N,Withdrawn
217,FFF,2013J,480642,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
218,EEE,2013J,567465,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass
219,CCC,2014J,449357,M,London Region,A Level or Equivalent,50-60%,0-35,0,223,N,Withdrawn
220,BBB,2014J,679468,F,Ireland,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
221,FFF,2013J,295012,M,South West Region,HE Qualification,30-40%,35-55,0,59,N,Withdrawn
222,FFF,2013J,520780,F,South West Region,Lower Than A Level,20-30%,0-35,0,119,N,Pass
223,CCC,2014J,605135,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
224,FFF,2013J,547603,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
225,DDD,2013J,2415262,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,89,N,Withdrawn
226,DDD,2013J,525609,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
227,FFF,2013J,589673,M,Wales,Lower Than A Level,40-50%,35-55,0,59,N,Withdrawn
228,BBB,2013B,473264,M,South East Region,A Level or Equivalent,0-10%,0-35,0,59,N,Withdrawn
229,CCC,2014J,576898,M,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn
230,GGG,2014J,602561,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction
231,BBB,2013B,523452,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
232,DDD,2013J,463063,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
233,BBB,2013B,509880,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
234,BBB,2014J,598984,F,Scotland,A Level or Equivalent,30-40%,0-35,0,179,N,Withdrawn
235,BBB,2013J,604438,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
236,BBB,2014J,610885,F,South West Region,A Level or Equivalent,30-40%,0-35,0,59,N,Withdrawn
237,FFF,2013J,291499,F,North Western Region,HE Qualification,50-60%,0-35,2,90,N,Fail
238,BBB,2014J,586019,F,Wales,A Level or Equivalent,10-20,35-55,2,120,N,Distinction
239,BBB,2014B,577997,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
240,DDD,2014B,600900,F,South Region,A Level or Equivalent,40-50%,0-35,0,59,N,Pass
241,DDD,2014B,2173685,F,North Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
242,FFF,2013B,313735,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
243,BBB,2014B,605295,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,119,N,Distinction
244,FFF,2014J,681786,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,59,N,Pass
245,FFF,2013J,2373606,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,30,N,Withdrawn
246,FFF,2014B,331142,M,West Midlands Region,Lower Than A Level,10-20,35-55,0,148,N,Pass
247,CCC,2014B,31666,M,London Region,HE Qualification,0-10%,35-55,0,75,N,Pass
248,DDD,2014J,650692,M,London Region,No Formal quals,10-20,0-35,0,30,N,Pass
249,FFF,2014J,86006,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass
250,EEE,2014J,583379,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,59,N,Withdrawn
251,CCC,2014B,597686,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,59,N,Withdrawn
252,CCC,2014J,1314154,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail
253,DDD,2013B,481691,F,South West Region,Lower Than A Level,50-60%,0-35,0,119,N,Fail
254,BBB,2014J,1763379,M,London Region,A Level or Equivalent,10-20,0-35,0,59,N,Withdrawn
255,DDD,2014J,616257,M,London Region,Lower Than A Level,20-30%,0-35,0,59,N,Pass
256,BBB,2013J,1658090,M,North Western Region,HE Qualification,30-40%,0-35,0,90,N,Pass
257,DDD,2013B,479444,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,59,N,Pass
258,BBB,2014J,651121,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
259,FFF,2013B,452797,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
260,BBB,2013B,583680,F,South East Region,Lower Than A Level,90-100%,0-35,0,59,N,Fail
261,CCC,2014J,621302,M,South East Region,A Level or Equivalent,40-50%,0-35,0,119,N,Distinction
262,BBB,2014J,620914,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
263,BBB,2013B,457207,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
264,GGG,2013J,602451,F,South West Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
265,CCC,2014J,667852,M,Ireland,Lower Than A Level,40-50%,0-35,0,119,N,Withdrawn
266,BBB,2013J,2327609,F,South East Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn
267,EEE,2013B,238860,F,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
268,CCC,2014J,639214,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
269,FFF,2014J,620258,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
270,BBB,2013B,1578256,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
271,GGG,2014B,620893,M,South Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
272,GGG,2014J,523058,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,59,N,Withdrawn
273,CCC,2014B,595085,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn
274,DDD,2014B,528068,M,South Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
275,DDD,2013J,555080,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
