,truth,action_click_about,action_click_courseware,action_click_forum,action_click_info,action_click_progress,action_close_courseware,action_close_forum,action_create_comment,action_create_thread,action_delete_comment,action_delete_thread,action_load_video,action_pause_video,action_play_video,action_problem_check,action_problem_check_correct,action_problem_check_incorrect,action_problem_get,action_problem_save,action_reset_problem,action_seek_video,action_stop_video,timestamp,time_difference,username,course_id
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499772280,-1748982.0,1558,122
24,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3400471370,-221857.0,818,140
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701395876,-186508.0,1810,174
26,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2968583697,1601144.0,1857,113
27,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,3,1,11,1,0,0,1,3,6870693044,-1020578.0,581,94
28,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4338754860,-226958.0,1291,81
29,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,101849881897,-1958270.0,927,56
30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2735552816,-1912558.0,1673,68
31,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1467673694,-145523.0,907,85
32,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,81633143323,-25963.0,976,10
33,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,58991879897,-211613.0,742,200
34,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,7,1,3,1,1,0,1,5,78730591817,-1137122.0,1267,80
35,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,79022172380,679803.0,1750,94
36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8836575088,-1205246.0,651,126
37,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,9,28823685860,-933873.0,1067,34
38,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,8,1487142545,-149907.0,1887,233
39,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1537873786,-106089.0,1034,85
40,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,76489761288,-162558.0,690,41
41,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10101171579,-2677374.0,9,79
42,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,145735138942,-818650.0,1235,122
43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2917005568,-133363.0,938,119
44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11831584723,-520073.0,1434,232
45,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,115764179970,-646038.0,1786,94
46,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,11,1,33,1,0,0,1,9,2914758968,-1201170.0,1436,220
47,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,83944690119,-291663.0,838,94
48,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10101308464,-232213.0,1858,169
49,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,141844682957,-218035.0,947,174
50,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,89916486575,-1040449.0,956,221
51,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2,1,2,1,0,0,1,22,2726702905719,-104096.0,1646,132
52,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,4,0,4,1,1,0,1,5,351655231556,-146586.0,481,167
53,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,14429011055,-71586.0,949,85
54,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,171559231613,-1855181.0,1660,10
55,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,147546602511,-262549.0,1033,200
56,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,54969384979,-116050.0,562,207
57,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2835228049,607823.0,826,71
58,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,16242533991,-1279041.0,469,99
59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026854534,-147869.0,1846,228
60,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,89835131557,262982.0,1082,60
61,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5820852833,-254790.0,1410,144
62,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,0,88859490113,-1926552.0,1787,24
63,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,11,1,5,1,1,0,1,11,55700933057,-853863.0,735,68
64,0,1,1,1,1,1,1,0,2,0,0,0,1,1,1,23,1,5,1,1,0,1,34,127926132407,-443093.0,845,10
65,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,58977891827,-132962.0,1637,179
66,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,14,1,1,1,0,0,1,3,121555372818,-231438.0,655,14
67,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43739353722,-123517.0,876,232
68,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1469775048,-739441.0,783,14
69,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,12,1,0,1,1,0,0,0,246945773788,-61943.0,1710,4
70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529168048,-86417.0,532,54
71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84559357900,-240101.0,1543,94
72,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,10,1,0,1,1,0,1,2,43765145970,-149972.0,975,123
73,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,306935245776,-1209418.0,1346,81
74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7230888816,-1857320.0,1785,35
75,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,7,1,0,0,0,0,20201754929,-134623.0,696,6
76,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,71913171557,988110.0,1207,110
77,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,7,8697689986,-1104624.0,1373,220
78,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7216684935,-1758310.0,531,52
79,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,58929543712,-244979.0,872,41
80,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,46468795730,-1359173.0,1811,1
81,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83738586780,-1947693.0,1794,82
82,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2669658913,-1207457.0,726,94
83,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,597565861679,-146063.0,1268,85
84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81527354566,-5869.0,1842,41
85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769783575,-1103862.0,1162,79
86,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5947132349,-259880.0,1670,132
87,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,231924652575,-702614.0,764,130
88,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,12,87718296926,-2527492.0,1047,99
89,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,8,0,1,1,0,0,0,0,3908882219,-193929.0,736,232
90,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,5894161195,1318999.0,1409,220
91,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,52895274832,-1258650.0,836,14
92,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,244916204450,-225022.0,1541,122
93,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115907158601,-143868.0,879,140
94,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,9,1,2,1,0,0,1,4,152624554628,-1201576.0,936,67
95,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,72527151565,-111096.0,1586,113
96,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4925376539,-12607824.0,1601,94
97,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,0,1,0,61636166039,-181437.0,1798,61
98,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1440182488,-148514.0,477,123
99,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,12163660897,168896.0,624,81
100,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7349736991,-97932.0,670,56
101,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2345896967,-1278662.0,733,64
102,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,57701751181,-1555834.0,1867,82
103,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,64585706577,51495.0,1730,167
104,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,8,1,1,1,1,0,1,0,3880475065,-232831.0,1577,220
105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736857520,-1559901.0,715,65
106,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,141620652452,-187904.0,745,81
107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5842656695,-520035.0,1161,21
108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3437842340,-253538.0,1459,200
109,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2947232701,-1857315.0,1061,80
110,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,71590241134,-952560.0,871,94
111,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5769689464,-11280.0,1066,78
112,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,132377351713,-1058674.0,624,104
113,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,43737705555,-154942.0,1474,56
114,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2809462681,-1438.0,1280,123
115,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,132535709912,174586.0,1234,124
116,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,271716931340,-706491.0,1045,126
117,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,87030506972,-1425261.0,16,60
118,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,59445382724,-1212209.0,594,233
119,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2877234488,-1429265.0,628,24
120,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,2498263788,-153480.0,738,224
121,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7881179765,-275082.0,893,41
122,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,5,0,2,1,0,0,0,0,2912804946,-189979.0,1246,207
123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3298743798,-243929.0,1734,132
124,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1467471555,-88814.0,593,119
125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,46864338640,-1035594.0,1205,99
126,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43768336812,-1873609.0,751,14
127,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,5858556536,1349150.0,1747,94
128,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,29088187963,-1060556.0,844,67
129,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16856710161,-1347492.0,799,174
130,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,11,4646337938,-823855.0,919,181
131,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,4,1,4,1,0,0,0,4,43397494588,-221057.0,1769,56
132,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,152734011493,-189902.0,17,82
133,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,170775806068,-1745122.0,1785,123
134,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11588686977,-1429771.0,1852,68
135,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2977331374,-1104563.0,1045,167
136,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,62335157616,-2447342.0,1556,55
137,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,5975670053,-1177002.0,782,41
138,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,202700209972,-253580.0,887,21
139,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,52727004934,-193386.0,869,200
140,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,29696589737,-116475.0,1776,207
141,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2976361720,-246421.0,1359,80
142,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2838149937,-123879.0,1346,52
143,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2947395845,-255088.0,1222,130
144,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,18,1,0,1,1,0,1,0,5823692393,707308.0,1595,41
145,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,85727982762,-159978.0,1553,123
146,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2760761345,-172881.0,972,124
147,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,6,1,0,1,0,0,1,0,4911762038,-2254426.0,595,118
148,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445871834,-819558.0,7,34
149,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,122859452093,-129618.0,597,60
150,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1485270124,-1552395.0,1574,151
151,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2828273760,-891958.0,1616,146
152,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,9,1,9,1,1,0,1,34,142433202099,-108098.0,991,224
153,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,77714644434,-272395.0,1815,41
154,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1885270020,-163731.0,1869,207
155,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5871993565,-267026.0,899,68
156,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,60979253399,959382.0,1701,179
157,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,2,1,2,1,0,0,1,1,137424115957,-107718.0,559,99
158,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,1,17,1,0,0,0,0,44745351088,-307729.0,1346,202
159,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,3237174734,-1558985.0,1464,174
160,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2958370154,-1983357.0,1750,113
161,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,5897234400,-138895.0,1663,221
162,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3529491457,-8868.0,1348,54
163,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,43338374979,-1218796.0,1398,132
164,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,71765606989,-1554560.0,1761,123
165,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,3,2769708436,-1554788.0,1713,57
166,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,43713491850,-880120.0,615,6
167,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489510429,-1618232.0,1360,110
168,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82866389919,-257029.0,1679,10
169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3139493650,-1059662.0,775,21
170,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2870493943,-11210981.0,607,200
171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57516594559,-2201.0,1859,80
172,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2,1,0,1,0,0,1,0,14191359432549,-189536.0,1310,52
173,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,287769205413,-167969.0,1207,71
174,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,7,1,0,1,0,0,0,0,58414881614,-1207001.0,896,41
175,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2449272398,-142786.0,7,56
176,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11589353450,-167075.0,1414,1
177,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064754814,-936705.0,16,126
178,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,55460871728,-2075.0,872,179
179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71744449630,140899.0,968,224
180,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2977473824,-171408.0,1246,41
181,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,17,1,2,1,0,0,1,0,159914459958,7097.0,579,84
182,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,23,28977271533,-110829.0,576,179
183,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,5,73601802636,-1212138.0,1714,99
184,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,129710657794,-878139.0,1369,220
185,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,3,93934291460,-584488.0,1495,174
186,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1680571523,102617.0,1788,56
187,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10112135953,-770158.0,1288,76
188,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1689589745,-1720592.0,1621,167
189,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9791479081,-2260261.0,891,78
190,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,108764127975,-246863.0,1161,71
191,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745691453,-1571376.0,975,228
192,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1798266499,-1435370.0,524,175
193,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,8868245893,-2055394.0,1491,155
194,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10338491908,-274434.0,1435,126
195,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,47314140794,-153313.0,1884,24
196,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1439384859,-17897.0,1271,224
197,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5908972096,-136480.0,1395,94
198,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,393634496896,-352434.0,805,85
199,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,90924591371,-178815.0,1592,10
200,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5790342836,-121088.0,1038,144
201,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5914576097,1842113.0,1095,179
202,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,2925306958,-1445224.0,587,161
203,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,8,1,5,1,1,0,0,0,1477161253,1758220.0,1752,81
204,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,93412106520,-537866.0,1345,94
205,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72326395081,-193940.0,744,4
206,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,5,78819571461,-125818.0,1030,67
207,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1445158518,-2626122.0,1166,94
208,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,62716873959,-24982.0,619,81
209,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4464508520,-1875671.0,1735,56
210,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,281635662042,-1916398.0,1719,35
211,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,2639881312,72399.0,785,57
212,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,53739372414,-227511.0,794,12
