,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.gt,0.02299870373197514,0.02299870373197514,0.02299870373197514,0.0,0.02299870373197514,0.0,2,0,0.11,maximize
performance.xgb.syn_id,0.22026214733320457,0.22026214733320457,0.22026214733320457,0.0,0.22026214733320457,0.0,2,0,0.11,maximize
performance.xgb.syn_ood,-0.14425736993495164,-0.14425736993495164,-0.14425736993495164,0.0,-0.14425736993495164,0.0,2,0,0.11,maximize
detection.detection_xgb.mean,0.6679866850321395,0.6679866850321395,0.6679866850321395,0.0,0.6679866850321395,0.0,2,0,0.04,minimize
detection.detection_mlp.mean,0.46862565044383225,0.46862565044383225,0.46862565044383225,0.0,0.46862565044383225,0.0,2,0,0.55,minimize
detection.detection_gmm.mean,0.4872159090909091,0.4872159090909091,0.4872159090909091,0.0,0.4872159090909091,0.0,2,0,0.06,minimize
detection.detection_linear.mean,0.6484733700642791,0.6484733700642791,0.6484733700642791,0.0,0.6484733700642791,0.0,2,0,1.0,minimize
privacy.delta-presence.score,1.7999999964,1.7999999964,1.7999999964,0.0,1.7999999964,0.0,2,0,0.08,maximize
privacy.k-anonymization.gt,6.0,6.0,6.0,0.0,6.0,0.0,2,0,0.04,maximize
privacy.k-anonymization.syn,6.00000001,6.00000001,6.00000001,0.0,6.00000001,0.0,2,0,0.04,maximize
privacy.k-map.score,5.0,5.0,5.0,0.0,5.0,0.0,2,0,0.02,maximize
privacy.distinct l-diversity.gt,6.0,6.0,6.0,0.0,6.0,0.0,2,0,0.04,maximize
privacy.distinct l-diversity.syn,6.00000001,6.00000001,6.00000001,0.0,6.00000001,0.0,2,0,0.04,maximize
privacy.identifiability_score.score,0.4897959183673469,0.4897959183673469,0.4897959183673469,0.0,0.4897959183673469,0.0,2,0,0.01,minimize
privacy.identifiability_score.score_OC,0.45918367346938777,0.45918367346938777,0.45918367346938777,0.0,0.45918367346938777,0.0,2,0,0.01,minimize
privacy.DomiasMIA_BNAF.accuracy,0.02512562814070352,0.02512562814070352,0.02512562814070352,0.0,0.02512562814070352,0.0,2,0,24.31,minimize
privacy.DomiasMIA_BNAF.aucroc,0.5,0.5,0.5,0.0,0.5,0.0,2,0,24.31,minimize
