,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.syn_id,0.5755322882741377,0.5755322882741377,0.5755322882741377,0.0,0.5755322882741377,0.0,2,0,0.78,maximize
performance.xgb.syn_ood,0.565021463395684,0.565021463395684,0.565021463395684,0.0,0.565021463395684,0.0,2,0,0.78,maximize
performance.feat_rank_distance.corr,-0.0024812809247879964,-0.0024812809247879964,-0.0024812809247879964,0.0,-0.0024812809247879964,0.0,2,0,0.34,minimize
performance.feat_rank_distance.pvalue,0.9323289538165499,0.9323289538165499,0.9323289538165499,0.0,0.9323289538165499,0.0,2,0,0.34,minimize
detection.detection_xgb.mean,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.04,minimize
detection.detection_mlp.mean,0.5007891069438878,0.5007891069438878,0.5007891069438878,0.0,0.5007891069438878,0.0,2,0,1.66,minimize
detection.detection_gmm.mean,0.47018314528744226,0.47018314528744226,0.47018314528744226,0.0,0.47018314528744226,0.0,2,0,0.34,minimize
detection.detection_linear.mean,0.9999788610324272,0.9999788610324272,0.9999788610324272,0.0,0.9999788610324272,0.0,2,0,0.94,minimize
privacy.delta-presence.score,10.999999890000002,10.999999890000002,10.999999890000002,0.0,10.999999890000002,0.0,2,0,0.14,maximize
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.11,maximize
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0,1.00000001,0.0,2,0,0.11,maximize
privacy.k-map.score,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.08,maximize
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.15,maximize
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0,1.00000001,0.0,2,0,0.15,maximize
privacy.identifiability_score.score,0.31901840490797545,0.31901840490797545,0.31901840490797545,0.0,0.31901840490797545,0.0,2,0,0.02,minimize
privacy.identifiability_score.score_OC,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.0,0.006134969325153374,0.0,2,0,0.02,minimize
privacy.DomiasMIA_BNAF.accuracy,0.5013374092472297,0.5013374092472297,0.5013374092472297,0.0,0.5013374092472297,0.0,2,0,101.98,minimize
privacy.DomiasMIA_BNAF.aucroc,0.6260836210203299,0.6260836210203299,0.6260836210203299,0.0,0.6260836210203299,0.0,2,0,101.98,minimize
