,Quiz01 [10],Assignment01 [8],Midterm Exam [20],Assignment02 [12],Assignment03 [25],Final Exam [35],# Logins,# Content Reads,# Forum Reads,# Forum Posts,# Quiz Reviews before submission,Assignment 1 lateness indicator,Assignment 2 lateness indicator,Assignment 3 lateness indicator,Average time to submit assignment (in hours)
66,94,82,74,88,86,78,74,373,0,3,1,0,0,0,110.07858916030519
67,29,64,70,61,90,51,102,242,0,0,0,0,0,0,277.9679526875268
68,75,85,88,79,94,70,58,210,4,0,2,0,0,0,239.87273341801048
69,93,73,76,85,83,71,122,371,0,0,0,0,0,0,74.05088326035224
70,88,85,51,59,82,55,78,383,0,0,1,0,0,0,266.9801018204155
71,92,63,51,60,67,51,49,188,0,0,0,0,0,0,112.72121197797655
72,13,61,64,69,60,49,67,219,0,0,0,0,0,0,154.9535820198547
73,91,91,87,86,93,76,133,438,0,0,4,0,0,0,138.13774380015872
74,87,72,83,79,89,61,69,358,0,0,0,0,0,0,272.2417324314178
75,72,87,72,64,90,59,45,176,0,0,0,0,0,0,153.13417936027938
76,73,66,68,82,85,51,141,411,0,0,3,0,0,0,118.92053082177348
77,73,74,80,81,71,60,89,239,0,0,3,0,0,0,269.0493622871997
78,79,84,89,89,86,73,129,200,0,0,2,0,0,0,106.79674798954424
79,85,85,81,83,92,71,98,333,0,0,2,0,0,0,113.85234751570918
80,89,85,70,77,89,50,57,189,0,0,1,0,0,0,291.85875731908885
81,87,69,68,84,98,60,83,461,0,0,1,0,0,0,129.1736992604017
82,89,66,70,69,93,77,56,180,38,0,0,0,0,0,90.6093354197447
83,88,64,66,80,66,38,112,247,0,0,2,0,0,0,268.3462736990334
84,76,81,70,68,79,45,53,222,0,0,0,0,0,0,141.957904652877
85,86,71,73,81,93,72,65,190,0,0,1,0,0,0,264.80304117756623
86,72,87,71,78,98,73,67,322,0,0,0,0,0,0,286.33019594806245
87,73,80,70,1,90,66,41,218,0,0,0,0,0,0,285.4202631726308
88,86,84,87,65,88,75,54,203,0,0,0,0,0,0,252.52274187162823
89,92,68,64,80,80,57,82,233,0,0,0,0,0,0,157.03816660433904
90,92,19,73,87,87,57,70,164,0,0,0,0,0,0,129.75365304573648
91,70,86,69,83,94,55,71,223,3,0,2,0,0,0,228.8409180205317
92,84,84,75,87,91,79,144,472,0,0,0,0,0,0,140.31766563129798
93,93,72,69,56,78,67,42,204,0,0,2,0,0,0,130.55753415005032
94,67,83,67,85,90,57,76,238,0,2,2,0,0,0,229.98854584137595
95,81,69,70,64,87,70,60,179,0,0,0,0,0,0,110.25760814680808
96,84,63,72,75,88,54,78,375,34,0,1,0,0,0,255.64227330436134
97,79,84,72,82,89,72,49,349,0,0,2,0,0,0,144.63583264564213
98,71,65,86,68,88,68,80,421,0,0,2,0,0,0,109.93948207351664
99,84,63,87,71,66,64,66,356,0,0,2,0,0,0,139.3007826502158
100,72,85,72,82,92,62,52,187,0,0,0,0,0,0,144.67214527584318
101,71,65,74,65,86,73,64,374,0,0,0,0,0,0,108.88499012958484
102,79,69,63,84,67,50,63,197,0,0,0,0,0,0,283.51097539830965
103,71,67,87,82,90,78,62,230,0,0,1,0,0,0,236.30004179538278
104,73,73,84,74,92,74,66,192,0,0,0,0,0,0,253.63309132726985
105,70,84,89,84,85,79,63,214,0,0,0,0,0,0,133.0705543349435
106,88,74,71,67,74,76,61,180,0,1,1,0,0,0,122.44897896390303
107,73,78,87,81,87,82,69,222,4,2,1,0,0,0,100.01984636856825
108,82,69,73,78,80,57,76,205,0,0,0,0,0,0,295.8225223674492
109,90,82,52,76,32,47,46,338,0,0,2,0,0,0,266.9629436759381
110,85,65,82,83,91,45,74,218,0,0,2,0,0,0,151.86028300921205
111,55,65,67,72,84,57,55,155,0,0,0,0,0,0,172.44146086739366
112,87,79,53,83,74,52,65,358,0,0,4,0,0,0,245.26795065501366
113,92,68,77,67,89,81,63,202,0,0,2,0,0,0,276.7990649336624
114,87,61,64,61,78,52,106,240,0,0,3,0,0,0,131.0856601561756
115,87,88,87,82,89,76,136,460,0,0,4,0,0,0,115.54258745322464
116,90,81,70,85,92,55,87,381,0,0,1,0,0,0,253.26533534224623
117,96,89,73,80,91,74,99,378,0,0,2,0,0,0,287.0987191593303
118,95,75,62,83,74,54,93,362,0,0,4,0,0,0,271.5862192996131
119,73,83,84,74,92,69,73,142,0,0,1,0,0,0,117.09561268584227
120,83,85,74,83,95,72,136,413,0,0,2,0,0,0,266.0909719173673
121,79,68,79,79,91,74,94,242,0,1,2,0,0,0,77.77347923341655
122,70,59,81,61,92,51,63,370,0,0,2,0,0,0,269.31488953305023
123,82,66,77,78,92,70,91,196,0,0,2,0,0,0,235.49647041028229
124,86,82,85,84,92,74,104,335,0,0,2,0,0,0,95.4279149158527
125,87,70,68,81,93,53,144,231,0,0,1,0,0,0,142.86305882042373
126,94,67,71,81,89,63,64,206,0,0,0,0,0,0,114.14602408304418
127,70,83,81,78,89,60,50,190,0,0,0,0,0,0,124.86087414062129
128,85,83,78,67,91,76,63,354,0,0,1,0,0,0,253.744001646654
129,74,71,66,61,90,60,61,240,15,0,1,0,0,0,276.7268993211214
130,98,70,76,64,72,78,48,189,0,0,1,0,0,0,116.7690644920679
131,67,88,86,80,95,53,57,205,0,0,0,0,0,0,256.34247109422466
132,90,79,68,63,70,71,35,132,0,2,0,0,0,0,137.41474840741375
133,66,60,69,69,90,47,39,189,0,0,4,0,0,0,177.2675043805633
134,83,87,77,84,92,73,112,355,0,0,1,0,0,0,257.00568591820354
135,81,64,66,77,73,49,65,211,25,0,2,0,0,0,276.04009149736794
136,83,89,75,84,89,71,103,663,0,0,0,0,0,0,258.81154682253486
137,85,69,68,67,79,55,34,142,0,0,4,0,0,0,136.7083658132451
138,77,79,52,65,89,47,36,179,0,0,1,0,0,0,122.46487531214129
139,85,73,38,76,75,49,44,178,0,0,1,0,0,0,144.99054873964556
140,73,66,73,76,88,71,48,162,0,0,0,0,0,0,118.56598490599764
141,96,77,88,79,86,77,121,622,0,0,0,0,0,0,152.6091114569037
142,81,88,87,84,84,70,88,494,0,0,0,0,0,0,120.41991672794899
143,71,80,79,79,94,76,47,228,0,0,2,0,0,0,121.1046883889972
144,89,83,75,81,90,86,104,305,0,0,2,0,0,0,144.33344295305503
145,85,83,67,65,77,52,53,185,0,0,0,0,1,0,294.40293024098474
146,84,73,86,85,82,78,81,223,0,0,0,0,0,0,140.0644948856916
147,84,76,67,80,85,46,54,223,0,0,1,0,0,0,243.68846078815196
148,11,67,72,73,86,74,64,210,0,0,0,0,0,0,110.53458172110608
149,73,66,78,70,70,49,53,168,0,0,4,0,0,0,180.86499042605757
150,93,92,85,85,93,60,205,275,0,0,4,0,0,0,144.1855444590297
151,92,84,87,86,91,72,62,148,0,0,0,0,0,0,147.49520126108862
152,81,82,73,77,91,51,60,183,0,0,1,0,0,0,117.14321834322553
153,33,42,67,62,77,39,58,253,0,0,2,0,0,0,266.68049342934614
154,25,76,70,86,86,68,91,347,0,0,0,0,0,0,151.91003291226284
155,74,67,65,66,87,53,69,209,0,0,4,0,0,0,176.72473794151932
156,90,69,47,55,69,46,48,226,0,0,1,0,0,1,282.47545280380604
157,90,79,63,82,80,50,45,315,0,0,2,0,0,0,145.924936123126
158,67,66,90,68,92,70,43,158,0,0,1,0,0,0,164.13202559962855
159,72,57,73,85,87,48,59,163,0,0,4,0,0,0,130.17349634743482
160,74,57,64,64,62,44,56,237,46,0,4,0,0,0,134.97264999886457
161,81,63,70,55,82,51,63,219,0,0,1,0,1,0,118.65785051680993
162,91,88,87,88,94,82,158,412,0,0,0,0,0,0,241.1119511936277
163,75,65,69,79,88,53,37,159,0,0,1,0,0,0,146.15504091176618
164,70,74,82,86,85,84,56,201,0,0,0,0,0,0,108.45918931358449
165,85,81,72,84,93,69,102,371,0,0,2,0,0,0,143.27274928906462
166,77,63,66,67,81,52,57,190,0,0,0,0,0,0,161.35192600258887
167,88,82,70,74,88,62,79,446,0,0,1,0,0,0,289.94436986499585
168,87,68,71,50,84,62,49,223,0,0,1,0,0,0,275.2709965928923
169,91,68,67,75,89,55,50,179,0,0,0,0,0,0,271.0380198902699
170,86,64,74,87,83,71,70,194,0,0,1,0,0,0,111.78792054228171
171,79,61,65,66,69,58,76,254,0,0,1,0,0,0,310.96291608302903
172,88,83,78,86,93,73,109,389,0,0,3,0,0,0,134.3013853837394
173,82,83,73,86,88,74,75,209,0,0,0,0,0,0,129.70094714687266
174,86,85,83,94,100,76,156,240,0,0,0,0,0,0,113.54612711121926
175,83,82,72,90,85,74,140,236,0,0,0,0,0,0,95.99399960108529
176,71,82,71,71,90,52,39,151,0,0,1,0,0,0,151.95113095422343
177,88,68,74,80,90,53,80,171,44,0,3,0,0,0,140.08152632270782
178,74,76,68,71,89,59,56,318,0,0,4,0,0,0,131.9193462752678
179,74,82,81,66,90,54,30,157,0,0,0,0,0,0,154.6824744890614
180,75,85,75,83,93,73,70,345,0,0,6,0,0,0,120.14320352633919
181,82,74,79,84,11,68,80,217,0,0,0,0,0,0,90.93051108687436
182,85,63,68,65,89,53,62,222,0,0,1,0,0,0,135.35513237247997
183,90,88,88,85,89,59,65,190,0,0,2,0,0,0,146.02821048231527
184,94,69,87,87,96,82,115,273,0,0,2,0,0,0,92.07659167655308
185,94,83,72,84,92,68,55,221,0,0,0,0,0,0,271.4583246216689
186,83,84,86,77,87,77,106,226,0,0,1,0,0,0,95.24531495399594
187,69,68,86,81,97,74,61,185,0,0,2,0,0,0,245.1411538043863
188,87,87,89,77,90,71,95,381,0,0,7,0,0,0,288.4337006910323
189,69,63,83,73,88,55,59,172,0,0,0,0,0,0,318.6274437897632
190,75,81,78,85,93,81,66,351,0,0,3,0,0,0,129.79478512334262
191,86,82,88,86,91,75,65,181,0,0,7,0,0,0,125.28586193013936
192,79,86,84,84,90,50,66,225,0,0,1,0,0,0,276.42233233652166
193,83,78,90,89,88,78,80,258,0,0,0,0,0,0,265.76938493523505
194,99,91,90,90,91,82,136,224,0,0,0,0,0,0,118.43139945471592
195,69,83,86,62,86,75,49,188,0,0,1,0,0,0,270.87695671873166
196,95,93,86,85,91,76,148,280,0,0,3,0,0,0,152.67088615351528
197,69,65,85,70,89,53,81,404,0,0,2,0,0,0,272.4380671633378
198,81,79,87,72,83,62,64,222,0,0,1,0,0,0,90.86918055543676
199,73,83,69,86,95,59,69,212,0,0,2,0,0,0,238.36326641639667
200,87,83,83,85,94,83,89,341,0,0,2,0,0,0,108.6020990328683
201,79,66,74,76,84,52,69,343,0,0,1,0,0,0,283.1986398525359
202,93,89,78,85,92,65,133,426,0,0,2,0,0,0,257.9912467976871
203,70,67,74,67,83,57,44,190,0,0,1,0,0,0,133.55626341784443
204,73,48,61,86,90,55,68,164,0,0,0,0,0,0,292.9837261016845
205,85,81,84,80,93,79,60,203,0,0,3,0,0,0,140.25812367303226
206,90,91,73,76,91,43,65,250,0,0,2,0,0,0,260.5912957498211
207,91,45,72,79,96,55,78,268,0,0,2,0,0,0,278.56102633956573
208,76,85,79,83,94,84,52,348,0,0,2,0,0,0,154.66247854732075
209,91,83,87,82,98,79,64,225,0,0,1,0,0,0,271.73442892668885
210,76,88,71,83,92,54,66,389,0,0,0,0,0,0,146.25538139831195
211,77,84,80,87,77,57,60,408,0,0,1,0,0,0,288.0993703880638
212,73,84,89,77,91,67,65,228,0,0,1,0,0,0,239.26703254735492
213,72,85,75,81,87,65,65,375,0,0,2,0,0,0,278.49952449544674
214,88,84,66,81,92,56,65,350,0,0,6,0,0,0,281.58141235536243
215,81,84,83,75,86,73,56,226,0,0,2,0,0,0,100.19499465128484
216,86,67,88,67,82,84,76,176,0,0,1,0,0,0,125.47599015133869
217,72,65,87,71,86,78,69,375,0,0,0,0,0,0,121.88878457257256
218,83,89,86,72,90,80,81,220,0,0,0,0,0,0,247.14847888078853
219,74,70,84,69,71,53,26,187,0,0,0,0,0,0,179.67089064590257
220,82,87,87,85,92,80,92,222,0,0,2,0,0,0,140.00860495218976
221,96,87,86,85,89,75,77,233,0,0,1,0,0,0,144.06396232611738
222,90,84,87,81,89,72,91,401,0,0,0,0,0,0,257.43519762909847
223,86,63,87,75,89,78,84,220,0,0,1,0,0,0,75.90072059414801
224,83,86,56,78,87,49,61,339,0,6,0,0,0,0,277.54584763689996
225,82,83,75,85,93,74,114,367,0,0,1,0,0,0,260.52920237224157
226,86,71,84,69,85,76,65,187,0,0,4,0,0,0,119.836734661637
227,86,87,85,88,87,77,136,245,0,0,3,0,0,0,274.53465721082443
228,71,66,70,84,98,54,73,200,0,0,1,0,0,0,259.8850025934293
229,73,76,46,86,93,47,61,347,0,0,2,0,0,0,279.4418747741659
230,87,71,92,83,91,76,100,390,0,0,2,0,0,0,89.79954232380474
231,75,80,70,70,87,58,56,213,0,6,1,0,0,1,139.7243698729209
232,73,55,59,60,70,50,106,391,38,0,0,0,0,0,116.06521074636112
233,64,64,84,73,89,64,57,154,0,0,0,0,1,0,126.24209509269427
234,85,89,76,85,88,51,85,231,3,0,3,0,0,0,264.0466205204544
235,19,60,72,68,70,48,63,199,0,0,1,0,0,0,321.19385543047986
236,79,60,85,82,95,68,72,224,2,0,2,0,0,0,244.4144986701158
237,89,68,50,69,69,53,102,479,34,0,2,0,0,0,115.25055906202377
238,77,68,49,62,72,52,83,402,0,0,0,0,0,0,115.07728784515739
239,90,66,62,67,89,71,72,223,0,0,1,0,0,0,150.78725482728663
240,90,70,87,67,86,76,73,223,0,0,2,0,0,0,136.76899691216738
241,86,84,68,74,83,60,69,516,0,2,2,0,0,0,236.8800429253552
242,78,87,74,88,91,77,104,343,0,0,4,0,0,0,283.76100961126247
243,88,66,75,65,91,49,58,361,0,0,3,0,0,0,267.8269690458846
244,74,67,67,83,84,51,68,181,0,0,3,0,0,0,278.7076972448198
245,90,65,78,82,87,74,117,584,0,0,4,0,0,0,72.61172002535278
246,90,68,65,74,87,45,59,313,0,0,0,0,0,0,277.8953035606788
247,95,72,89,83,93,83,113,346,0,0,0,0,0,0,121.01246029856017
248,33,82,87,69,100,81,62,179,0,0,1,0,0,0,262.3707011468057
249,76,86,74,76,87,53,66,233,0,0,1,0,0,0,263.42163859828094
250,82,87,75,84,90,73,93,427,0,0,7,0,0,0,254.1649412661399
251,73,80,68,85,91,57,73,163,0,0,2,0,0,0,263.416639589421
252,88,89,77,86,89,76,70,209,6,0,1,0,0,0,238.032062055467
253,78,83,88,83,74,77,78,217,0,0,2,0,0,0,133.52021966924298
254,70,83,77,83,88,73,110,365,6,0,1,0,0,0,263.1853889520198
255,72,75,76,67,70,58,65,244,0,0,4,0,0,0,270.12468487890976
256,94,80,72,65,82,68,78,193,0,0,1,0,0,0,227.6322880360072
257,92,84,76,71,88,64,74,218,0,0,2,0,0,0,123.8573399397105
258,92,62,84,71,88,66,63,156,0,0,0,0,0,0,130.7596207953017
259,84,85,89,85,91,77,67,355,0,0,2,0,0,0,136.32786431419876
260,77,66,86,81,85,76,114,268,0,0,0,0,0,0,103.42012860760597
261,73,70,69,81,71,50,77,242,0,0,0,0,0,0,127.1136067264307
262,71,71,85,83,85,68,88,334,0,0,4,0,0,0,135.72246548027618
263,70,83,84,69,89,72,46,160,0,0,1,0,0,0,265.35194454846874
264,90,88,88,85,99,75,123,238,0,0,2,0,0,0,131.08384265270504
265,87,87,66,85,90,39,127,457,0,0,1,0,0,0,290.4880310002366
266,73,64,68,84,84,56,128,314,0,6,3,0,0,0,271.02776321444054
267,88,87,62,83,90,60,72,361,0,0,2,0,0,0,126.54372238682181
268,72,63,65,71,90,50,79,361,0,0,1,0,0,0,126.8890310284046
269,85,58,74,67,88,77,58,156,0,0,2,0,0,0,100.18929559516597
270,90,84,76,64,83,76,100,395,0,0,4,0,0,0,106.19174482000078
271,75,81,76,80,91,69,55,317,0,0,0,0,0,0,256.85653057241507
272,74,86,76,85,89,78,110,269,0,0,2,0,0,0,116.6051683937589
273,86,43,69,68,85,50,47,178,0,0,0,0,1,0,277.8492874012158
274,85,86,81,81,90,48,112,374,0,0,3,0,0,0,225.26438044733138
275,94,88,81,83,92,77,79,440,0,0,6,0,0,0,251.05807122134757
276,86,77,89,63,89,76,109,408,0,0,4,0,0,0,103.35915034509947
277,85,88,88,87,91,77,85,371,3,0,2,0,0,0,108.08810037230558
278,82,70,54,74,85,51,73,356,4,0,2,0,0,0,278.1861337421582
279,0,71,87,84,92,70,70,199,0,0,0,0,0,0,112.24070609438387
280,88,68,78,71,85,77,71,187,0,0,1,0,0,0,98.01345059619118
281,77,83,74,85,89,72,63,237,0,0,0,0,0,0,127.0789363161258
282,88,87,77,84,74,79,76,206,0,0,1,0,0,0,141.86874487588324
283,83,75,60,86,87,75,90,430,0,0,0,0,0,0,270.2127417990511
284,85,68,73,81,92,76,86,250,0,0,0,0,0,0,137.4141323622299
285,87,71,79,79,82,74,82,238,0,0,1,0,0,0,104.07413268327606
286,87,62,62,64,70,60,76,237,0,0,4,0,0,0,164.40741481462777
287,71,87,86,81,96,84,84,194,5,0,0,0,0,0,268.6116686765325
288,89,85,88,82,89,76,78,231,0,1,2,0,0,0,256.25316423816224
289,71,59,36,0,69,40,64,369,0,0,1,0,0,0,311.18981803096483
290,77,57,69,87,84,76,60,253,0,0,0,0,0,0,208.43303963141364
291,81,82,75,83,94,68,55,187,0,0,1,0,0,0,254.13040416252068
292,88,53,80,81,85,51,60,219,0,0,2,0,0,0,300.3091236339416
293,72,50,35,77,84,38,100,423,0,0,2,0,0,0,257.8040488695543
294,91,84,79,87,99,79,123,209,0,0,6,0,0,0,254.65786462918362
295,85,86,79,86,84,69,106,353,0,0,1,0,0,0,111.01221074176152
296,71,81,76,88,90,72,66,177,0,0,0,0,0,0,105.44856543857365
297,81,84,85,83,87,72,88,181,0,0,0,0,0,0,103.72798697753635
298,86,66,84,86,92,74,82,251,0,0,1,0,0,0,93.39057691269143
299,89,84,78,79,92,74,74,365,0,0,2,0,0,0,260.4588789639063
300,74,88,72,80,81,66,60,210,0,0,2,0,0,0,165.26068288342643
301,75,89,56,79,73,51,48,388,47,0,2,0,0,0,234.14122830643765
302,88,90,79,89,94,83,157,430,0,0,2,0,0,0,275.3195934548566
303,81,85,87,82,91,81,67,194,0,0,1,0,0,0,127.88937438754827
304,72,84,84,79,89,63,93,335,0,0,1,0,0,0,290.76500974602436
305,81,61,55,64,83,45,97,305,0,0,4,0,0,0,131.88730171501444
306,88,80,82,64,84,58,58,206,0,0,0,0,0,0,121.7222600715386
307,78,63,71,59,86,53,87,341,0,0,2,0,0,0,264.5685653968626
308,90,88,87,84,88,77,79,430,0,0,0,0,0,0,231.18927646602327
309,97,83,76,83,93,76,55,358,0,0,1,0,0,0,109.50743699290082
310,73,87,74,83,85,69,72,282,0,0,0,0,0,0,133.98088872773778
311,74,86,88,85,90,79,63,198,0,0,1,0,0,0,136.1246442819517
312,93,87,73,77,91,68,52,209,0,0,0,0,0,0,261.39219017045343
313,90,85,89,90,91,74,71,232,0,0,3,0,0,0,114.13551047214428
314,91,83,77,81,88,71,90,224,0,0,1,0,0,0,87.88938191367865
315,85,75,83,80,90,75,63,200,4,2,3,0,0,0,262.5750388488114
316,93,71,86,82,89,74,101,243,4,0,0,0,0,0,134.0680063660006
317,72,83,69,83,90,48,80,269,0,0,2,0,0,0,284.7676717017444
318,90,82,78,80,89,71,53,222,0,0,2,0,0,0,128.47331885231984
319,85,81,86,83,94,65,103,370,0,0,2,0,0,0,163.39994609309534
320,75,77,72,85,87,68,53,233,0,0,2,0,0,0,133.22487535527767
321,86,84,70,87,88,69,69,227,5,0,1,0,0,0,257.0343108733409
322,84,69,69,0,74,44,60,204,35,0,3,0,0,0,286.6972817734388
323,79,83,87,7,92,53,53,176,0,0,2,0,0,0,280.41584012817395
324,68,72,85,85,86,62,49,154,0,0,0,0,0,0,154.38841672249663
325,84,67,67,59,70,61,83,238,0,0,1,0,0,0,170.15998347716368
326,90,88,73,83,90,72,85,366,0,1,0,0,0,0,285.12802947697793
327,97,86,88,93,99,78,159,278,0,0,2,0,0,0,132.58922563962045
328,72,49,54,64,75,34,37,183,0,0,3,0,0,0,291.101814936813
329,70,67,85,70,93,74,46,285,0,0,1,0,0,0,162.69670839257242
330,76,87,77,87,79,54,52,284,0,0,0,0,0,0,284.8460774411763
331,77,89,65,86,85,62,62,235,0,5,3,0,0,0,268.9852665137443
332,86,89,89,66,87,84,97,228,1,0,1,0,0,0,69.50036850832842
333,76,81,72,90,88,73,55,190,0,0,0,0,0,0,119.2105774875142
334,28,65,64,81,89,48,66,372,0,0,2,0,0,0,296.0287081522541
335,93,72,69,49,74,42,44,467,5,0,2,0,0,0,274.68343559181136
336,82,68,85,84,90,80,80,174,0,0,1,0,0,0,117.1913923958889
337,67,66,71,83,94,67,64,383,0,0,0,0,0,0,270.28602581398593
338,71,71,10,81,87,50,83,205,4,0,4,0,0,0,243.6848601496963
339,71,89,75,82,86,87,55,201,0,0,0,0,0,0,155.87398415659263
340,66,82,84,83,89,62,43,287,0,0,1,0,0,0,145.50655635418485
341,91,85,89,85,96,77,114,253,0,0,1,0,0,0,127.465940325248
342,88,55,38,55,64,40,31,328,0,0,0,0,1,0,325.189235554129
343,91,88,77,86,86,77,62,212,0,0,0,0,0,0,75.8764310557255
344,93,86,76,82,100,80,123,218,0,0,2,0,0,0,274.00749728724895
345,97,79,83,80,96,73,93,387,0,0,2,0,0,0,115.72089084028056
346,93,82,68,82,89,52,54,284,0,0,1,0,0,0,152.36202968828013
347,84,89,66,80,95,58,118,411,0,0,7,0,0,0,278.6760086871135
348,94,90,85,82,95,81,130,353,0,0,3,0,0,0,133.19148638702646
349,68,82,86,67,94,74,60,207,0,0,1,0,0,0,113.22167125875299
350,91,72,77,72,79,57,66,206,0,0,1,0,0,0,243.300129726239
351,84,84,71,83,88,56,69,230,0,0,1,0,0,0,273.3001849297269
352,78,57,87,82,90,54,74,211,0,0,1,0,0,0,142.14912712007967
353,69,82,70,76,85,45,52,180,0,0,2,0,0,0,134.50203572475
354,74,63,62,69,71,53,73,220,0,0,0,0,0,0,389.2686509143487
355,79,82,90,83,90,83,131,184,0,0,7,0,0,0,172.06966228290574
356,88,59,70,74,68,57,63,176,0,0,0,0,0,0,294.1852635632756
357,92,69,62,56,73,48,38,289,0,0,2,0,0,0,293.44459018822585
358,26,53,85,73,90,65,62,365,0,0,0,0,0,0,116.1671543118107
359,71,86,77,92,90,61,79,205,8,1,1,0,0,0,253.5149762405596
