,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
21,GP,M,16,U,LE3,T,1,2,at_home,other,reputation,father,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,1,3,2,3,3,2,12,10,11
22,GP,M,18,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,1,1,1,3,0,10,9,9
23,MS,F,15,U,GT3,T,1,1,at_home,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,12,12,9,11
24,GP,M,15,U,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,1,1,5,0,13,15,15
25,MS,F,17,U,GT3,T,2,2,at_home,other,course,mother,3,3,2,no,yes,no,no,yes,yes,yes,no,4,2,4,1,3,3,8,8,8,8
26,GP,M,16,U,GT3,T,1,2,other,other,other,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,3,5,4,1,3,3,2,10,10,11
27,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,no,yes,no,3,2,4,1,4,5,0,6,0,0
28,GP,F,16,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,3,3,1,3,5,10,12,12,13
29,GP,F,15,U,GT3,T,1,1,other,other,course,father,2,4,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,3,2,7,9,10
30,GP,F,15,U,GT3,T,2,2,at_home,other,reputation,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,4,1,4,5,2,8,8,0
31,GP,F,16,U,LE3,T,4,4,health,services,course,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,2,14,15,15
32,GP,F,16,R,GT3,T,2,2,health,other,other,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,3,2,2,3,0,8,13,13
33,GP,F,17,U,GT3,T,3,4,teacher,other,reputation,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,3,4,2,1,1,4,12,9,9,10
34,GP,F,18,U,GT3,T,2,4,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,5,1,1,4,2,6,6,5
35,GP,F,16,U,GT3,T,0,2,at_home,services,reputation,mother,3,2,0,no,yes,no,no,yes,no,yes,no,4,3,3,1,1,3,2,7,0,0
36,GP,F,18,R,LE3,T,3,3,services,services,reputation,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,4,4,4,5,5,10,13,14,14
37,GP,M,15,R,GT3,T,3,2,at_home,services,course,mother,2,1,1,no,yes,yes,no,no,yes,yes,no,4,4,5,2,4,5,10,7,10,10
38,GP,F,17,U,LE3,T,4,4,services,services,reputation,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,5,2,10,15,14
39,GP,F,16,U,GT3,T,1,1,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,2,3,1,1,5,2,15,13,13
40,GP,F,16,U,GT3,T,2,2,at_home,services,course,mother,3,2,1,no,no,no,no,yes,yes,yes,no,4,5,5,1,1,5,8,6,7,6
41,GP,F,16,U,GT3,T,2,2,services,other,other,mother,1,2,0,no,no,no,no,yes,yes,no,yes,3,4,1,1,1,5,0,8,8,10
42,GP,F,16,U,LE3,T,4,4,teacher,services,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,4,2,4,5,0,6,5,4
43,GP,M,16,U,GT3,T,3,2,other,other,course,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,3,4,3,2,3,2,3,11,12,12
44,GP,F,17,U,GT3,A,2,2,health,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,4,6,8,8,8
45,GP,M,16,U,GT3,T,1,2,other,at_home,home,mother,1,1,0,yes,no,yes,yes,yes,yes,no,no,5,1,3,1,2,5,2,11,12,11
46,GP,M,16,U,GT3,A,4,4,teacher,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,4,4,2,4,5,6,8,8,5
47,GP,M,16,R,GT3,T,2,2,services,services,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,3,0,17,17,17
48,GP,F,16,R,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,8,8,8
49,GP,M,17,U,GT3,T,2,4,services,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,4,2,4,4,0,11,10,11
50,GP,F,15,U,LE3,T,4,4,teacher,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,3,8,16,19,20
51,GP,F,17,U,LE3,A,2,2,other,services,course,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,10,9,10
52,GP,M,15,U,GT3,T,2,2,other,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,2,2,15,15,15
53,GP,F,15,R,GT3,T,3,2,other,teacher,reputation,father,1,1,2,no,yes,no,no,yes,yes,yes,yes,3,4,3,1,1,3,0,9,9,9
54,GP,M,17,U,LE3,T,2,2,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,2,3,2,10,10,10
55,GP,M,17,R,LE3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,1,5,12,8,8,8
56,GP,M,17,U,GT3,T,4,4,other,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,4,0,16,18,18
57,GP,F,17,R,GT3,T,2,1,other,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,2,7,1,0
58,GP,M,16,U,LE3,T,2,2,services,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,4,3,6,9,11,11
59,GP,M,15,U,GT3,T,4,4,teacher,at_home,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,3,1,2,5,6,8,10,10
60,MS,F,18,U,LE3,T,4,4,teacher,services,course,father,2,2,0,no,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14
61,GP,M,18,R,GT3,T,4,4,teacher,services,home,mother,1,2,1,no,no,no,no,no,yes,yes,no,4,4,1,1,1,2,0,15,14,14
62,GP,F,15,R,GT3,T,1,1,at_home,services,course,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,4,3,4,2,3,5,2,13,13,14
63,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,4,1,1,5,0,6,5,6
64,GP,F,16,U,GT3,T,2,3,services,at_home,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,5,1,1,3,10,6,0,0
65,MS,F,17,R,GT3,A,2,2,other,other,reputation,mother,2,2,0,no,yes,yes,yes,no,yes,yes,no,5,3,2,1,3,4,0,6,5,0
66,GP,M,17,U,GT3,T,3,3,services,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,2,2,5,4,12,12,12
67,MS,M,19,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,2,3,4,2,9,9,9
68,GP,M,15,U,LE3,T,2,2,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,5,3,2,1,1,5,10,16,15,15
69,GP,F,18,R,GT3,T,3,3,services,services,home,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,4,6,9,9
70,GP,F,18,U,GT3,T,2,1,other,other,other,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,1,1,4,6,6,5,5
71,GP,F,18,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,3,4,10,12,12,12
72,GP,M,18,U,LE3,T,1,1,at_home,at_home,other,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,5,2,2,3,4,3,14,5,4,0
73,GP,F,19,U,LE3,T,3,4,services,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,3,2,4,8,9,7
74,GP,F,15,U,GT3,T,4,4,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,2,5,4,14,15,15
75,GP,F,18,U,GT3,T,2,2,other,services,home,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,4,2,1,1,5,0,10,9,10
76,GP,M,16,U,GT3,T,4,2,services,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,2,3,5,4,6,7,7
77,GP,F,15,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,4,3,1,1,5,2,10,10,9
78,GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,1,2,3,1,1,1,6,7,6,6
79,GP,M,17,U,GT3,T,2,3,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,6,12,12,11
80,GP,F,16,R,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,4,5,4,1,2,5,0,15,15,15
81,GP,F,15,U,GT3,T,3,3,services,other,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,2,2,1,0,10,9,9
82,GP,F,18,U,GT3,T,4,4,teacher,teacher,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,2,1,1,2,4,9,9,9
83,GP,F,18,U,GT3,T,4,4,teacher,services,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,2,1,1,5,0,13,13,14
84,GP,M,17,U,GT3,T,4,4,at_home,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,1,4,1,1,3,5,7,8,0
85,GP,F,17,R,GT3,T,2,1,other,other,reputation,father,2,3,0,yes,yes,no,no,no,yes,yes,no,4,2,1,1,1,5,0,6,0,0
86,GP,F,16,U,GT3,A,3,2,services,services,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,3,0,10,9,9
87,GP,M,16,U,GT3,T,4,4,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,1,1,1,0,8,8,8
88,GP,F,15,U,LE3,T,4,4,other,other,course,father,2,1,2,no,yes,no,yes,no,yes,yes,no,5,2,2,1,3,5,4,8,0,0
89,GP,F,18,U,LE3,T,3,4,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,2,9,10,9
90,GP,M,16,U,GT3,T,2,1,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,2,4,2,6,10,10
91,GP,M,18,U,GT3,T,3,2,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,1,5,0,11,12,14
92,GP,F,18,U,GT3,T,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,2,1,3,1,0,13,13,13
93,GP,F,15,R,GT3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,4,6,12,13,13
94,GP,M,15,U,GT3,T,2,2,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,11,11
95,GP,M,16,U,GT3,T,4,2,services,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,3,3,3,3,4,8,9,9
96,GP,F,17,U,LE3,T,4,4,other,other,reputation,father,1,3,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,3,5,15,10,10,11
97,GP,M,18,U,GT3,T,2,1,other,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,15,15
98,GP,M,17,U,GT3,T,4,4,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,3,4,1,2,5,0,15,15,15
99,GP,F,15,U,GT3,T,2,4,other,services,reputation,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,3,10,6,7,8
100,GP,F,17,U,GT3,T,2,1,at_home,other,reputation,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,3,2,9,8,8
101,GP,F,16,U,GT3,T,1,1,at_home,other,other,mother,2,3,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,5,4,12,11,11
102,GP,F,17,U,GT3,T,1,2,health,other,home,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,4,5,1,2,5,2,7,0,0
103,GP,F,15,U,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,4,4,3,1,1,2,0,11,11,11
104,GP,M,15,R,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,4,5,1,3,4,10,9,10,10
105,GP,F,16,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,1,2,3,4,8,7,7
106,GP,M,17,R,GT3,T,1,2,health,other,course,mother,2,4,0,no,yes,yes,no,yes,yes,yes,no,3,4,3,1,1,5,0,13,13,13
107,GP,M,18,U,LE3,T,3,3,other,other,home,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,1,3,1,2,11,10,0
108,GP,F,15,U,GT3,T,4,3,services,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,3,4,2,1,1,4,2,14,15,15
109,GP,F,16,U,GT3,T,3,2,services,services,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,4,3,1,1,4,0,10,12,11
110,GP,F,17,U,LE3,T,4,3,teacher,services,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,4,2,4,5,6,7,7,6
111,GP,F,16,U,GT3,T,2,2,health,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,2,4,2,13,13,13
112,GP,F,17,U,GT3,T,4,4,teacher,health,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,0,8,7,5
113,GP,M,17,U,GT3,T,3,3,other,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,5,0,10,8,0
114,GP,F,16,U,GT3,T,3,3,services,other,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,3,3,1,2,3,7,13,14,14
115,GP,F,17,R,GT3,T,3,3,other,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,5,1,1,4,0,6,9,10
116,GP,F,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,4,4,4,4,5,4,14,12,14
117,GP,M,17,R,GT3,T,4,2,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,3,3,2,4,1,4,13,13,13
118,GP,F,18,U,GT3,T,3,4,services,services,other,mother,2,3,0,no,no,yes,yes,yes,yes,yes,no,2,3,2,2,3,3,8,10,10,10
119,GP,M,17,U,GT3,T,4,4,services,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,3,3,2,5,5,5,2,6,5,4
120,GP,F,17,U,GT3,T,2,2,other,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,4,2,3,1,1,3,12,15,13,12
121,GP,F,15,U,GT3,T,3,2,services,services,course,mother,1,2,0,no,yes,yes,no,no,no,yes,no,5,4,4,1,1,5,4,7,8,8
122,GP,F,16,U,GT3,T,4,4,other,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,2,3,4,6,6,5,5
123,GP,F,17,R,LE3,T,1,1,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,4,16,16,17,17
124,GP,M,17,U,GT3,T,3,3,other,services,other,mother,3,2,0,yes,yes,no,no,no,yes,yes,yes,4,4,2,1,4,5,0,7,0,8
125,GP,F,17,R,GT3,T,2,2,other,other,home,mother,1,1,0,no,no,no,no,no,yes,yes,no,2,3,2,1,1,2,0,11,11,11
126,MS,M,16,U,GT3,T,3,2,services,other,home,mother,3,2,0,no,yes,yes,no,yes,yes,yes,yes,1,5,3,1,1,3,0,10,0,0
127,GP,F,16,U,LE3,T,2,2,other,other,other,mother,1,1,1,no,yes,no,yes,no,yes,yes,yes,4,4,4,3,4,1,0,8,10,10
128,GP,M,16,U,GT3,T,3,2,other,other,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,3,2,10,10,10
129,GP,M,18,U,LE3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,2,4,16,15,15
130,GP,F,18,U,GT3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,4,8,9,9,9
131,GP,F,16,U,GT3,T,4,2,teacher,services,reputation,other,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,8,8,10,10
132,GP,F,15,U,LE3,T,2,2,other,other,course,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,4,1,1,2,6,7,8,8
133,MS,M,19,U,GT3,T,1,2,services,services,course,mother,1,2,0,yes,yes,no,no,yes,no,yes,yes,4,4,3,2,3,4,0,8,8,8
134,GP,F,15,U,GT3,T,3,3,other,other,other,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,2,1,1,1,1,0,18,18,18
135,GP,M,16,U,GT3,T,2,2,services,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,3,1,1,3,2,6,0,0
136,GP,F,16,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,2,3,0,14,12,11
137,GP,F,16,R,GT3,T,2,1,teacher,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,4,2,1,1,5,8,9,10,10
138,GP,M,18,U,GT3,T,3,2,other,services,reputation,mother,4,1,1,no,yes,no,no,no,yes,yes,no,5,3,3,1,2,5,2,14,13,14
139,GP,F,19,R,GT3,T,2,2,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,2,5,0,14,14,14
140,GP,M,17,U,LE3,T,3,3,at_home,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,4,3,4,8,6,6
141,GP,F,18,U,GT3,T,2,2,at_home,services,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,5,0,11,10,8
142,GP,M,18,R,GT3,T,3,3,services,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,1,2,8,0,0
143,GP,F,16,U,LE3,T,4,4,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,2,3,3,0,5,5,0
144,GP,F,15,R,LE3,T,3,3,services,other,course,mother,1,3,0,no,no,no,no,no,yes,no,no,4,3,2,1,2,4,4,12,11,12
145,GP,F,15,R,LE3,T,4,4,other,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,2,4,1,14,9,10,9
146,GP,F,16,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,2,4,1,2,4,0,15,15,15
147,GP,M,17,U,GT3,T,3,4,health,services,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,5,1,4,16,15,15
148,GP,F,18,U,LE3,T,3,4,services,other,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,4,3,1,1,3,4,14,8,8,9
149,GP,F,18,R,GT3,T,4,4,teacher,health,course,father,1,2,2,no,yes,no,yes,no,yes,yes,yes,5,5,5,1,3,5,4,6,5,5
150,GP,M,18,U,GT3,T,4,4,teacher,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,2,0,13,13,12
151,GP,M,18,U,GT3,T,2,1,other,other,home,mother,3,3,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,4,4,12,12,12
152,GP,F,19,R,GT3,T,2,3,other,services,course,father,2,2,0,no,yes,no,yes,yes,no,no,no,4,3,3,1,1,5,0,6,0,0
153,GP,M,16,U,GT3,T,4,4,teacher,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,1,5,2,8,7,7
154,GP,M,15,U,GT3,T,2,1,at_home,at_home,home,mother,3,1,0,no,no,yes,no,no,yes,yes,no,2,3,3,1,2,5,0,16,15,15
155,GP,F,16,U,GT3,A,2,2,other,other,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,1,1,1,1,5,0,10,10,10
156,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,4,4,1,1,5,4,9,9,11
157,GP,M,16,R,GT3,T,2,2,other,other,reputation,father,1,3,0,no,no,no,yes,yes,yes,no,no,5,2,2,2,2,5,0,8,8,7
158,GP,M,15,U,GT3,T,4,3,services,teacher,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,2,0,9,9,9
159,GP,F,16,U,GT3,T,4,4,teacher,other,reputation,mother,2,1,3,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,3,5,4,10,9,9
160,GP,F,18,U,LE3,A,3,1,other,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,2,1,1,1,0,6,5,6
161,GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,1,0,6,5,4
162,GP,F,17,R,GT3,A,2,2,other,other,course,other,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,5,1,1,4,0,7,7,6
163,GP,F,15,U,GT3,T,3,3,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,3,0,10,11,11
164,GP,M,17,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,2,3,3,4,14,13,15
165,GP,F,17,U,GT3,T,3,3,other,services,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,4,2,2,4,5,4,10,9,9
166,GP,M,17,R,GT3,T,3,3,at_home,other,home,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,4,3,1,2,5,0,12,14,14
167,GP,M,16,U,GT3,T,4,3,other,other,course,father,1,2,0,yes,no,yes,no,yes,yes,yes,yes,5,4,5,1,4,5,2,14,14,14
168,GP,M,18,U,GT3,T,0,3,at_home,at_home,course,father,2,1,0,no,no,yes,no,yes,yes,yes,no,3,2,3,1,1,4,0,6,0,0
169,GP,F,18,R,GT3,T,3,3,other,other,reputation,father,1,1,1,no,yes,no,no,yes,yes,no,yes,5,4,4,1,2,1,2,10,10,9
170,GP,F,16,U,GT3,T,2,2,services,services,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,4,3,3,2,2,3,6,11,4,0
171,GP,F,17,U,GT3,T,1,3,services,services,reputation,father,1,2,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,5,40,7,8,8
172,GP,F,15,U,GT3,T,1,2,at_home,other,home,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,1,5,4,6,0,0
173,GP,M,18,U,LE3,T,4,3,teacher,teacher,home,father,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,5,5,1,1,5,2,9,9,9
174,GP,M,18,U,GT3,T,2,2,other,at_home,course,mother,4,3,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,1,3,12,10,10,10
175,GP,M,19,R,LE3,T,4,1,services,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,2,2,5,6,10,9,9
176,GP,F,16,U,GT3,T,3,2,services,other,reputation,other,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,2,15,14,13
