,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.syn_id,0.1429881057857678,0.1429881057857678,0.1429881057857678,0.0,0.1429881057857678,0.0,2,0,0.12,maximize
performance.xgb.syn_ood,0.080267025426348,0.080267025426348,0.080267025426348,0.0,0.080267025426348,0.0,2,0,0.12,maximize
detection.detection_xgb.mean,0.7468147382920111,0.7468147382920111,0.7468147382920111,0.0,0.7468147382920111,0.0,2,0,0.04,minimize
detection.detection_mlp.mean,0.4369069482705847,0.4369069482705847,0.4369069482705847,0.0,0.4369069482705847,0.0,2,0,0.56,minimize
detection.detection_gmm.mean,0.5271368992959902,0.5271368992959902,0.5271368992959902,0.0,0.5271368992959902,0.0,2,0,0.08,minimize
detection.detection_linear.mean,0.5926978114478115,0.5926978114478115,0.5926978114478115,0.0,0.5926978114478115,0.0,2,0,0.94,minimize
privacy.delta-presence.score,2.99999999,2.99999999,2.99999999,0.0,2.99999999,0.0,2,0,0.08,maximize
privacy.k-anonymization.gt,6.0,6.0,6.0,0.0,6.0,0.0,2,0,0.03,maximize
privacy.k-anonymization.syn,11.00000001,11.00000001,11.00000001,0.0,11.00000001,0.0,2,0,0.03,maximize
privacy.k-map.score,3.0,3.0,3.0,0.0,3.0,0.0,2,0,0.02,maximize
privacy.distinct l-diversity.gt,6.0,6.0,6.0,0.0,6.0,0.0,2,0,0.04,maximize
privacy.distinct l-diversity.syn,11.00000001,11.00000001,11.00000001,0.0,11.00000001,0.0,2,0,0.04,maximize
privacy.identifiability_score.score,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.0,0.5408163265306123,0.0,2,0,0.01,minimize
privacy.identifiability_score.score_OC,0.4489795918367347,0.4489795918367347,0.4489795918367347,0.0,0.4489795918367347,0.0,2,0,0.01,minimize
privacy.DomiasMIA_BNAF.accuracy,0.02512562814070352,0.02512562814070352,0.02512562814070352,0.0,0.02512562814070352,0.0,2,0,24.94,minimize
privacy.DomiasMIA_BNAF.aucroc,0.5,0.5,0.5,0.0,0.5,0.0,2,0,24.94,minimize
