,Quiz01 [10],Assignment01 [8],Midterm Exam [20],Assignment02 [12],Assignment03 [25],Final Exam [35],# Logins,# Content Reads,# Forum Reads,# Forum Posts,# Quiz Reviews before submission,Assignment 1 lateness indicator,Assignment 2 lateness indicator,Assignment 3 lateness indicator,Average time to submit assignment (in hours)
75,70,86,90,84,83,89,95,385,0,0,2,0,0,0,69.90556
76,70,91,93,88,93,79,105,258,0,0,2,0,0,0,280.84444
77,80,63,80,72,91,78,66,339,0,0,1,0,0,0,126.78333
78,80,89,78,89,93,51,60,232,0,0,3,0,0,0,96.38333
79,80,64,75,74,85,39,55,279,0,0,2,0,0,0,89.41667
80,70,87,78,89,74,54,75,228,0,0,4,0,0,0,96.38333
81,60,86,83,95,93,57,68,330,0,0,3,0,0,0,231.86111
82,75,0,0,0,0,74,49,177,0,0,0,0,0,0,250.21667
83,90,73,93,76,81,57,58,281,0,0,0,0,0,0,251.36667
84,80,82,83,91,82,47,129,469,0,0,5,0,0,0,106.7
85,75,91,83,90,89,66,75,421,0,0,0,0,0,0,344.5
86,70,84,78,85,74,60,55,399,0,0,1,0,0,0,104.14444
87,70,79,80,68,81,66,82,223,0,0,1,0,0,0,253.99444
88,70,65,80,77,78,60,90,495,0,0,3,0,0,0,261.49444
89,80,69,83,73,78,76,36,515,0,0,3,0,0,0,65.06667
90,80,73,83,88,83,79,66,515,0,0,3,0,0,0,100.72222
91,85,63,70,76,82,54,59,192,0,0,0,0,0,0,64.22222
92,85,78,68,76,86,69,66,342,0,0,3,0,0,0,132.92222
93,70,81,73,83,86,83,76,206,0,0,2,0,0,0,272.51111
94,85,73,90,91,85,66,50,347,0,0,1,0,0,0,77.56667
95,90,79,75,89,82,59,58,216,0,0,3,0,0,0,221.99444
96,65,93,78,87,86,76,76,396,0,0,1,0,0,1,97.61667
97,85,74,93,84,80,64,79,226,0,0,1,0,0,0,259.49444
98,90,90,73,84,89,59,88,177,0,0,2,0,0,0,241.95556
99,95,86,83,61,91,74,70,230,0,0,2,0,0,0,83.74444
100,90,0,0,81,67,0,58,160,0,0,1,0,0,0,54.84444
101,80,87,70,74,74,66,51,547,0,0,1,0,0,0,231.31111
102,70,83,65,88,85,64,72,192,0,0,3,0,0,0,116.29444
103,75,69,67,74,71,66,80,359,0,0,3,0,0,0,218.57778
104,75,86,70,92,93,59,74,344,0,0,1,0,0,0,283.16667
105,75,72,65,76,80,51,59,319,0,0,1,0,0,0,116.76111
106,75,91,73,86,86,53,56,184,0,0,2,0,0,0,334.01111
107,80,92,80,91,91,66,80,399,0,0,1,0,0,0,277.49444
108,85,82,68,69,77,47,56,216,0,0,1,0,0,0,275.45556
109,85,79,85,84,86,73,78,192,0,0,1,0,0,0,134.72222
110,80,68,78,82,73,66,55,173,0,0,0,0,0,0,99.52778
111,75,73,78,81,82,60,55,180,0,0,0,0,0,0,86.24444
112,75,85,80,84,92,69,65,297,0,0,3,0,0,0,250.57778
113,80,82,83,84,84,59,90,249,0,0,0,0,0,0,146.13889
114,85,56,65,69,62,36,53,519,0,0,2,0,0,0,276.76111
115,95,61,88,82,82,70,83,239,0,0,1,0,0,0,69.90556
116,75,76,70,72,73,59,78,492,0,0,2,0,0,0,96.38333
117,75,77,75,88,84,66,62,253,0,0,2,0,0,0,92.65556
118,80,82,63,93,86,79,62,216,0,0,1,0,0,0,131.00556
119,80,97,78,93,90,67,105,247,0,0,0,0,0,0,282.67778
120,80,88,88,92,94,69,97,238,0,0,4,0,0,0,83.56667
121,70,89,88,86,86,71,83,255,2,0,2,0,0,0,359.92778
122,90,83,83,84,83,60,87,456,0,0,2,0,0,0,47.69444
123,80,93,73,86,87,79,98,544,0,0,0,0,0,0,246.82222
124,70,83,75,73,83,60,96,255,0,0,2,0,0,0,86.52778
125,70,74,80,82,90,73,45,489,0,0,1,0,0,0,280.45556
126,85,81,88,88,87,83,60,226,0,0,3,0,0,0,222.48333
127,80,76,75,60,90,60,62,197,0,0,2,0,0,0,106.7
128,35,47,62,44,55,54,62,219,0,0,0,0,0,0,282.94444
129,85,75,83,79,91,67,72,249,0,0,3,0,0,0,253.64444
130,85,79,70,79,83,40,33,219,0,0,2,0,0,0,246.72222
131,75,80,85,69,78,54,61,542,0,0,1,0,0,0,104.14444
132,85,87,88,89,90,79,70,339,0,0,2,0,0,0,253.99444
133,70,69,85,91,95,64,66,317,0,0,1,0,0,0,65.06667
134,70,87,85,92,94,73,80,206,0,0,2,0,0,0,100.72222
135,90,78,83,86,90,82,102,226,0,0,0,0,0,0,64.22222
136,90,81,93,73,91,44,76,495,0,0,1,0,0,0,277.61111
137,85,88,90,88,93,64,129,180,0,0,2,0,0,0,272.51111
138,75,77,83,81,83,68,113,291,0,0,2,0,0,0,100.31667
139,75,81,93,81,89,73,78,219,0,0,2,0,0,0,77.56667
140,75,84,88,93,91,69,71,216,0,0,4,0,0,0,241.83333
141,85,85,70,84,86,73,68,339,0,0,1,0,0,0,97.61667
142,80,79,70,87,88,71,46,399,0,0,0,0,0,0,259.49444
143,90,70,80,74,69,34,62,305,0,0,2,0,0,0,54.84444
144,70,87,88,93,83,71,85,250,0,0,1,0,0,0,116.29444
145,80,74,88,68,87,74,31,305,0,0,3,0,0,0,283.16667
146,85,86,88,83,88,59,62,219,0,0,0,0,0,0,378.60556
147,0,76,53,74,74,59,80,289,0,0,2,0,0,0,344.13333
148,75,85,78,74,74,40,76,230,0,0,1,0,0,0,277.27222
149,80,83,90,89,91,73,66,298,0,0,5,0,0,0,334.01111
150,80,76,70,90,84,76,56,250,0,0,0,0,0,0,275.45556
151,75,75,75,85,90,73,78,228,0,0,0,0,0,0,99.52778
152,85,93,88,96,89,71,67,230,0,0,2,0,0,0,86.24444
153,80,69,75,76,80,57,68,169,0,0,0,0,0,0,250.57778
154,80,76,78,87,88,64,58,177,0,0,1,0,0,0,58.22778
155,80,73,80,77,78,49,65,249,0,0,1,0,0,0,146.13889
156,70,88,80,85,82,71,81,399,0,0,2,0,0,0,69.64444
157,70,64,63,62,69,54,45,342,0,0,0,0,0,0,89.41667
158,85,81,88,82,83,71,58,230,0,0,2,0,0,0,96.38333
159,85,70,83,86,84,67,100,467,0,0,0,0,0,0,86.52778
160,85,74,88,81,79,73,96,169,0,0,8,0,0,0,250.21667
161,90,85,95,89,90,68,58,399,0,0,3,0,0,0,280.45556
162,70,88,88,89,88,81,59,342,0,0,2,0,0,0,81.61111
163,75,70,75,72,69,58,63,180,0,0,4,0,0,0,222.48333
164,80,70,78,72,87,53,75,305,0,1,9,0,0,0,282.94444
165,65,68,58,70,80,56,76,360,0,0,2,0,0,0,104.14444
166,75,76,83,78,77,71,74,292,0,0,3,0,0,0,246.24444
167,85,86,85,83,76,57,72,301,0,0,1,0,0,0,253.99444
168,75,93,88,82,85,59,76,192,0,0,4,0,0,0,100.72222
169,80,82,90,89,86,67,90,486,0,0,1,0,0,0,64.22222
170,70,86,78,73,86,75,75,228,0,0,3,0,0,0,100.31667
171,90,87,68,83,80,60,94,223,5,0,3,0,0,0,77.56667
172,70,73,70,64,73,49,61,251,0,0,2,0,0,0,221.99444
173,75,68,70,79,88,51,46,249,0,0,4,0,0,0,83.70556
174,85,76,85,76,82,53,62,239,0,0,1,0,0,0,177.46111
175,70,72,83,70,82,59,61,399,0,0,1,0,0,0,241.83333
176,80,77,83,83,70,75,77,192,0,0,0,0,0,0,238.35
177,85,70,88,89,91,64,62,180,0,0,4,0,0,0,97.61667
178,70,79,90,79,78,79,62,358,0,0,2,0,0,0,240.12778
179,85,86,88,78,80,73,55,192,1,1,3,0,0,0,279.46667
180,80,82,90,80,85,71,86,251,0,0,1,0,0,0,259.49444
181,80,73,70,81,86,47,62,230,0,0,1,0,0,0,241.95556
182,70,64,70,91,94,67,97,342,0,0,5,0,0,0,54.84444
183,70,88,80,91,90,80,70,250,0,0,2,0,0,0,116.29444
184,70,70,90,78,85,69,96,359,0,0,1,0,0,0,218.57778
185,85,73,40,67,80,40,51,192,0,0,2,0,0,0,378.60556
186,85,80,70,59,79,60,47,196,0,0,2,0,0,0,116.76111
187,70,78,77,77,84,55,31,399,0,0,2,0,0,0,277.49444
188,75,68,88,77,83,74,61,432,0,1,3,0,0,0,275.45556
189,80,91,88,88,91,71,60,194,0,0,3,0,0,0,246.24444
190,95,92,75,77,83,71,65,177,0,0,0,0,0,0,134.72222
191,75,84,78,73,83,71,60,478,0,0,2,0,0,0,129.96667
192,70,82,90,81,90,67,70,279,0,0,2,0,0,0,250.57778
193,85,88,93,94,93,83,89,249,0,0,1,0,0,0,124.78333
194,75,81,73,83,73,76,70,206,0,0,0,0,0,0,246.66667
195,85,69,55,70,73,59,62,234,0,0,0,0,0,0,96.38333
196,80,87,70,85,87,60,88,281,0,0,3,0,0,0,89.41667
197,80,72,68,79,69,54,71,197,0,0,2,0,0,0,96.38333
198,75,75,85,91,87,63,51,358,0,0,2,0,0,0,131.00556
199,70,87,80,68,68,76,74,230,0,0,4,0,0,0,83.56667
200,80,82,83,88,82,80,65,339,0,2,3,0,0,0,359.92778
201,95,53,33,86,87,56,100,454,0,0,0,1,0,0,82.54444
202,75,90,78,90,88,69,0,232,0,0,1,0,0,0,283.16667
203,85,86,88,84,82,74,60,358,0,0,1,0,0,0,280.45556
204,70,91,78,78,74,81,51,297,0,0,1,0,0,0,139.85
205,95,78,90,76,85,69,62,255,0,0,0,0,0,0,222.48333
206,85,81,78,81,94,73,65,232,0,0,2,0,0,0,106.7
207,60,70,75,65,68,56,60,339,0,0,0,0,0,0,133.31111
208,70,81,73,77,85,71,84,399,0,0,0,0,0,0,246.72222
209,90,80,80,89,91,57,50,396,0,0,3,0,0,0,270.77222
210,70,84,78,90,83,56,60,288,0,0,4,0,0,0,261.49444
211,95,83,70,85,86,46,72,279,0,0,0,0,0,0,85.64444
212,85,46,68,60,51,57,61,249,0,0,0,0,0,0,100.72222
213,80,82,93,73,82,71,81,192,0,0,2,0,0,0,132.92222
214,70,66,83,73,78,56,71,279,8,0,0,0,0,0,277.61111
215,85,93,85,82,77,74,73,226,0,0,0,0,0,0,64.87778
216,75,62,78,58,80,69,61,396,0,0,1,0,0,0,100.31667
217,80,87,85,87,84,80,82,399,0,0,3,0,0,0,248.11111
218,70,70,90,73,84,73,78,305,0,0,2,0,0,0,77.56667
219,85,31,40,54,65,70,59,249,0,0,2,0,0,0,221.99444
220,85,75,80,91,88,60,76,190,0,0,0,0,0,0,238.35
221,80,84,63,87,79,63,99,396,0,0,2,0,0,0,82.54444
222,65,0,80,46,0,33,46,279,0,0,1,0,0,0,240.12778
223,90,81,68,74,88,48,87,486,0,0,1,0,0,0,60.61111
224,80,74,83,68,81,67,70,263,0,0,2,0,0,0,241.95556
225,70,79,78,77,82,76,59,240,0,0,2,0,0,0,116.29444
226,80,80,40,69,69,49,58,166,0,0,1,0,0,0,241.73889
227,85,80,75,76,80,71,78,578,0,0,2,0,0,0,344.13333
228,85,53,75,72,70,33,78,442,0,0,2,0,0,0,277.27222
229,85,83,78,85,86,41,90,288,0,0,1,0,0,0,277.49444
230,80,74,78,81,91,74,92,342,0,0,0,0,0,0,134.72222
231,75,66,78,71,80,0,67,228,0,0,0,0,0,0,101.1
232,70,72,75,74,80,53,69,255,0,0,2,0,0,0,129.96667
233,80,74,88,73,84,0,55,217,0,0,0,0,0,0,260.72778
234,70,88,85,93,96,64,65,319,0,0,1,0,0,0,64.87778
235,85,78,80,84,87,71,67,467,0,0,0,0,0,0,146.13889
236,75,86,78,88,85,73,87,229,0,0,1,0,0,0,69.64444
237,100,86,79,87,81,41,55,631,0,0,0,0,0,0,276.76111
238,85,73,80,86,88,66,76,223,0,0,1,0,0,0,246.66667
239,80,56,60,61,79,50,36,232,0,0,3,0,0,0,96.38333
240,80,84,85,91,83,77,83,247,0,0,1,0,0,0,89.41667
241,80,89,70,86,86,73,100,150,0,0,2,0,0,0,83.56667
242,80,69,65,72,78,61,36,192,0,0,1,0,0,0,86.52778
243,80,74,72,70,80,47,87,477,0,0,1,0,0,0,308.47778
244,80,83,85,89,96,63,75,317,0,0,3,0,0,0,250.21667
245,85,92,83,83,93,64,76,262,0,0,1,0,0,0,242.23889
246,80,83,60,71,78,71,61,251,0,0,1,0,0,0,119.83333
247,70,83,60,73,79,40,54,243,0,0,1,0,0,0,81.61111
248,70,61,68,71,73,71,78,229,0,0,1,0,0,0,222.48333
249,85,83,84,73,85,60,76,195,0,0,2,0,0,0,106.7
250,85,82,93,87,87,68,90,396,0,0,1,0,0,0,246.72222
251,85,87,85,87,86,80,53,218,0,0,1,0,0,0,270.77222
252,80,80,90,91,90,59,62,342,0,0,2,0,0,0,246.24444
253,70,92,78,84,76,66,56,177,0,0,1,0,0,0,65.06667
254,90,76,88,83,88,60,107,177,0,0,0,0,0,0,132.92222
255,75,58,75,75,68,66,64,301,0,0,1,0,0,0,277.61111
256,75,68,68,83,79,70,64,339,0,0,2,0,0,0,272.51111
257,85,90,88,89,91,67,88,166,0,0,2,0,0,0,64.87778
258,85,89,88,89,89,75,89,231,0,0,1,0,0,0,77.56667
259,70,83,88,84,84,75,124,358,0,0,2,0,0,0,83.70556
260,70,78,85,69,91,44,75,359,0,0,1,0,0,0,177.46111
261,70,86,80,78,77,74,65,298,0,0,1,0,0,0,82.54444
262,80,88,90,73,79,70,68,342,0,0,3,0,0,0,97.61667
263,85,77,85,84,91,56,58,342,0,0,1,0,0,0,240.12778
264,70,80,83,78,84,66,87,344,1,0,2,0,0,0,83.74444
265,70,73,78,82,82,61,60,223,0,0,1,0,0,0,54.84444
266,80,0,55,0,63,54,46,192,0,0,4,0,0,0,238.50556
267,75,92,78,90,90,74,96,249,0,0,1,0,0,0,378.60556
268,85,88,88,83,73,89,94,216,0,0,0,0,0,0,241.73889
269,75,74,85,87,90,74,74,166,0,0,2,0,0,0,344.13333
270,75,92,95,81,96,80,97,301,0,0,1,0,0,0,116.76111
271,90,86,70,82,91,66,58,288,0,0,2,0,0,0,334.01111
272,75,79,80,74,70,72,58,141,0,0,3,0,0,0,279.47778
273,85,87,88,84,88,76,93,461,0,0,3,0,0,0,134.72222
274,75,78,85,82,76,59,66,315,0,0,1,0,0,0,101.1
275,85,68,68,79,80,57,55,177,0,0,1,0,0,0,129.96667
276,65,79,85,74,64,60,89,426,0,0,0,0,0,0,99.52778
277,70,81,85,93,89,60,70,644,0,0,1,0,0,0,86.24444
278,85,82,75,80,78,51,67,228,0,0,2,1,0,0,108.85556
279,70,0,80,0,0,57,67,547,0,0,2,0,0,0,64.87778
280,75,72,68,79,78,60,76,202,0,0,3,0,0,0,250.57778
281,70,88,68,91,73,60,55,358,0,0,0,0,0,0,146.13889
282,80,79,93,94,90,0,85,258,0,0,2,0,0,0,124.78333
283,70,92,78,92,73,43,88,166,0,0,1,0,0,0,276.76111
284,85,76,78,78,77,69,62,279,0,0,2,0,0,0,69.90556
285,75,76,85,71,76,61,117,231,0,0,0,0,0,0,246.66667
286,90,91,78,89,87,61,96,217,0,0,2,0,0,0,96.38333
287,85,83,80,82,91,81,84,361,1,1,3,0,0,0,83.56667
288,75,69,73,78,75,64,69,202,0,0,0,0,0,0,47.69444
289,80,87,88,84,86,70,113,304,0,0,1,0,0,0,246.82222
290,80,83,85,87,93,74,78,358,0,0,2,0,0,0,86.52778
291,70,91,85,91,69,41,90,247,0,0,4,0,0,0,308.47778
292,75,76,80,79,79,55,33,196,0,0,0,0,0,0,283.16667
293,70,66,78,79,95,74,83,228,0,0,0,0,0,0,250.21667
294,85,80,68,74,74,46,57,196,0,0,2,0,0,0,251.36667
295,80,83,85,67,76,71,61,396,0,0,1,0,0,0,280.45556
296,70,68,88,87,88,70,71,344,0,0,0,0,0,0,119.83333
297,75,84,83,93,93,66,71,169,1,0,2,0,0,0,81.61111
298,80,73,88,87,85,58,88,374,0,0,1,0,0,0,133.31111
299,80,72,73,65,79,50,57,359,0,0,2,0,0,0,344.5
300,90,91,90,93,95,66,76,447,0,0,0,0,0,0,253.64444
301,80,60,80,65,73,64,53,434,0,0,1,0,0,0,270.77222
302,70,85,73,79,87,64,92,166,0,0,3,0,0,0,104.14444
303,95,84,90,84,90,69,73,249,0,0,5,0,0,0,253.99444
304,85,87,83,88,75,77,79,282,0,0,0,0,0,0,261.49444
305,80,86,80,88,90,84,56,611,0,0,3,0,0,0,85.64444
306,70,88,85,88,91,70,91,177,0,0,0,0,0,0,64.22222
307,75,68,75,91,83,89,58,177,0,0,0,1,0,0,132.92222
308,85,78,85,87,84,73,85,231,0,0,2,0,0,0,64.87778
309,70,67,90,72,76,78,66,252,0,0,0,0,0,0,100.31667
310,80,68,80,75,79,62,90,396,0,0,2,0,0,0,288.03333
311,85,86,93,83,87,80,58,298,0,0,0,0,0,0,77.56667
312,75,88,88,84,87,53,51,279,33,0,1,0,0,0,83.70556
313,75,84,83,84,90,68,59,191,0,0,2,0,0,0,177.46111
314,80,78,78,79,93,60,88,258,0,0,1,0,0,0,241.83333
315,85,87,88,90,89,74,92,166,0,0,0,0,0,0,240.12778
316,80,72,60,80,90,76,73,230,0,0,3,0,0,0,259.49444
317,75,69,80,70,82,56,84,342,0,0,2,0,0,0,238.50556
318,70,88,73,88,90,69,70,495,0,0,1,0,0,0,116.29444
319,75,72,73,74,76,63,60,298,0,0,3,0,0,0,283.16667
320,90,71,70,69,66,54,70,347,0,0,1,0,0,0,344.13333
321,90,88,80,83,83,61,113,197,0,0,2,0,0,0,116.76111
322,95,86,88,89,88,73,76,216,0,0,2,0,0,0,334.01111
323,75,83,73,86,87,69,91,219,0,0,2,0,0,0,277.49444
324,80,91,83,79,93,62,75,196,0,0,1,0,0,0,275.45556
325,80,88,83,69,85,39,49,611,0,0,1,0,0,0,246.24444
326,70,91,90,91,89,74,56,227,0,0,4,0,0,0,101.1
327,90,92,68,91,90,71,63,342,0,0,1,0,0,0,86.24444
328,85,83,80,87,86,80,92,259,0,0,0,0,0,0,64.87778
329,85,84,80,84,82,57,96,281,0,0,3,0,0,0,146.13889
330,85,81,83,84,86,66,67,192,0,0,6,0,0,0,124.78333
331,70,78,85,78,79,79,97,344,0,0,1,0,0,0,276.76111
332,75,90,90,91,91,79,92,396,0,0,1,0,0,0,126.78333
333,75,98,68,87,89,50,78,405,0,0,1,0,0,0,96.38333
334,80,49,60,66,72,39,55,194,0,0,1,0,0,0,131.00556
335,70,77,83,86,80,59,85,192,0,0,1,0,0,0,47.69444
336,100,0,0,0,0,0,63,228,0,0,1,0,0,0,86.52778
337,70,72,88,73,80,59,78,196,0,0,1,0,0,0,231.86111
338,80,91,88,80,75,53,56,301,0,0,1,0,0,0,242.23889
339,80,72,65,69,72,61,59,344,0,0,0,0,0,0,251.36667
340,75,92,85,91,89,67,113,239,0,0,2,0,0,0,280.45556
341,80,87,78,97,87,69,88,298,0,0,1,0,0,0,222.48333
342,65,80,68,70,87,56,75,219,0,0,2,0,0,0,253.64444
343,70,86,88,87,89,79,65,320,2,0,1,0,0,0,246.72222
344,80,72,68,78,79,63,57,228,0,0,1,0,0,0,253.99444
345,85,89,85,86,94,89,87,291,0,0,2,0,0,0,85.64444
346,75,80,63,78,78,47,57,595,0,0,3,0,0,0,64.22222
347,80,81,80,62,79,73,71,228,0,0,2,0,0,0,132.92222
348,80,87,88,83,90,65,62,229,0,0,4,0,0,0,241.73889
349,85,92,93,92,94,80,95,216,0,0,2,0,0,0,272.51111
350,75,0,70,0,60,44,59,169,0,0,0,0,0,0,288.03333
351,70,78,80,81,72,69,46,305,0,0,3,0,0,0,248.11111
352,95,95,85,94,94,60,98,255,0,0,1,0,0,0,83.8
353,80,78,75,81,77,71,67,228,0,0,1,0,0,0,83.70556
354,75,74,75,84,77,61,76,344,0,0,1,0,0,0,238.35
355,70,90,90,94,90,68,58,243,0,0,2,0,0,0,82.54444
356,85,61,95,71,88,59,54,298,0,0,4,0,0,0,240.12778
357,70,91,98,83,96,59,45,339,0,0,0,0,0,0,259.49444
358,80,91,78,88,93,60,77,129,0,0,1,0,0,0,60.61111
359,95,89,70,89,89,59,70,359,0,0,2,0,0,0,54.84444
360,75,86,80,81,75,77,58,495,0,0,2,0,0,0,238.50556
361,70,80,70,79,88,39,68,166,0,0,3,0,0,0,283.16667
362,80,94,75,85,86,70,83,298,0,0,3,0,0,0,378.60556
363,65,97,83,79,78,50,81,202,0,0,3,0,0,0,241.73889
364,80,73,73,71,69,56,62,305,0,0,1,0,0,0,344.13333
365,80,71,40,73,65,33,72,184,0,0,2,0,0,0,334.01111
366,70,79,78,65,82,60,74,253,0,0,2,0,0,0,279.47778
367,90,68,80,78,75,60,66,464,0,0,1,0,0,0,277.49444
368,85,82,70,80,81,47,74,192,0,0,1,0,0,0,246.24444
369,80,87,78,94,93,66,68,218,0,0,3,0,0,0,134.72222
370,70,80,85,83,83,53,74,342,0,0,5,0,0,0,129.96667
371,80,87,68,79,78,51,71,239,0,0,4,0,0,0,86.24444
372,75,78,70,66,78,53,62,442,0,0,3,0,0,0,58.22778
373,80,0,0,0,0,0,36,180,0,0,3,0,0,0,146.13889
374,70,71,83,76,82,53,55,216,0,0,0,0,0,0,124.78333
375,85,71,83,89,88,79,105,230,0,0,1,0,0,0,69.64444
376,75,79,73,74,81,50,54,469,0,0,0,0,0,0,69.90556
377,70,96,83,87,94,51,93,191,0,0,0,0,0,0,246.66667
378,70,59,45,73,75,53,65,253,0,0,1,0,0,0,92.65556
379,75,90,83,88,88,67,64,461,0,0,1,0,0,0,96.38333
380,70,68,63,87,85,79,85,162,0,0,2,0,0,0,131.00556
381,70,87,83,78,86,86,77,477,0,0,3,0,0,0,83.56667
382,70,71,73,91,92,75,49,216,0,0,1,0,0,0,359.92778
383,75,90,78,73,84,74,72,249,0,0,1,0,0,0,47.69444
384,75,66,80,75,90,73,113,166,0,0,3,0,0,0,231.86111
385,70,68,70,74,66,56,62,342,0,0,2,0,0,0,82.54444
386,80,73,45,68,70,36,85,387,0,0,1,0,0,0,250.21667
387,70,79,73,83,83,53,72,160,0,0,1,0,0,0,242.23889
388,75,94,83,83,88,51,78,426,0,0,2,0,0,0,251.36667
389,65,77,53,76,73,66,60,442,0,0,0,0,0,0,139.85
390,80,83,83,83,80,83,88,230,0,0,2,0,0,0,106.7
