,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.syn_id,0.6219802595592366,0.6219802595592366,0.6219802595592366,0.0,0.6219802595592366,0.0,2,0,1.82,maximize
performance.xgb.syn_ood,0.5941209391920034,0.5941209391920034,0.5941209391920034,0.0,0.5941209391920034,0.0,2,0,1.82,maximize
performance.feat_rank_distance.corr,0.2592745138897933,0.2592745138897933,0.2592745138897933,0.0,0.2592745138897933,0.0,2,0,0.86,minimize
performance.feat_rank_distance.pvalue,2.130149906799107e-53,2.130149906799107e-53,2.130149906799107e-53,0.0,2.130149906799107e-53,0.0,2,0,0.86,minimize
detection.detection_xgb.mean,0.7429150670581003,0.7429150670581003,0.7429150670581003,0.0,0.7429150670581003,0.0,2,0,0.24,minimize
detection.detection_mlp.mean,0.5,0.5,0.5,0.0,0.5,0.0,2,0,3.87,minimize
detection.detection_gmm.mean,0.5016568494611514,0.5016568494611514,0.5016568494611514,0.0,0.5016568494611514,0.0,2,0,0.49,minimize
detection.detection_linear.mean,0.43203388660970804,0.43203388660970804,0.43203388660970804,0.0,0.43203388660970804,0.0,2,0,0.8,minimize
privacy.delta-presence.score,17.666666607777778,17.666666607777778,17.666666607777778,0.0,17.666666607777778,0.0,2,0,2.33,maximize
privacy.k-anonymization.gt,5.0,5.0,5.0,0.0,5.0,0.0,2,0,4.16,maximize
privacy.k-anonymization.syn,6.00000001,6.00000001,6.00000001,0.0,6.00000001,0.0,2,0,4.16,maximize
privacy.k-map.score,2.0,2.0,2.0,0.0,2.0,0.0,2,0,1.87,maximize
privacy.distinct l-diversity.gt,5.0,5.0,5.0,0.0,5.0,0.0,2,0,4.28,maximize
privacy.distinct l-diversity.syn,6.00000001,6.00000001,6.00000001,0.0,6.00000001,0.0,2,0,4.28,maximize
privacy.identifiability_score.score,0.3609406952965235,0.3609406952965235,0.3609406952965235,0.0,0.3609406952965235,0.0,2,0,0.03,minimize
privacy.identifiability_score.score_OC,0.3987730061349693,0.3987730061349693,0.3987730061349693,0.0,0.3987730061349693,0.0,2,0,0.03,minimize
privacy.DomiasMIA_BNAF.accuracy,0.5002553626149132,0.5002553626149132,0.5002553626149132,0.0,0.5002553626149132,0.0,2,0,232.9,minimize
privacy.DomiasMIA_BNAF.aucroc,0.5320250575300436,0.5320250575300436,0.5320250575300436,0.0,0.5320250575300436,0.0,2,0,232.9,minimize
