,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.mlp.syn_id,0.4804848699606523,0.4804848699606523,0.4804848699606523,0.0,0.4804848699606523,0.0,2,0,6.99,maximize
performance.mlp.syn_ood,0.48091603053435117,0.48091603053435117,0.48091603053435117,0.0,0.48091603053435117,0.0,2,0,6.99,maximize
performance.xgb.gt,0.605234900972745,0.605234900972745,0.605234900972745,0.0,0.605234900972745,0.0,2,0,1.6,maximize
performance.xgb.syn_id,0.6252605927960403,0.626379383199193,0.6258199879976166,0.0005593952015763293,0.6258199879976166,0.0005593952015763293,2,0,1.6,maximize
performance.xgb.syn_ood,0.6119107278130644,0.6259347745857855,0.618922751199425,0.007012023386360533,0.618922751199425,0.007012023386360644,2,0,1.6,maximize
performance.feat_rank_distance.corr,0.09932421584224893,0.18084954990249977,0.14008688287237436,0.04076266703012542,0.14008688287237436,0.040762667030125405,2,0,0.88,minimize
performance.feat_rank_distance.pvalue,6.05255364357807e-10,0.0006760845134232921,0.00033804255933932826,0.0003380419540839639,0.00033804255933932826,0.00033804195408396393,2,0,0.88,minimize
detection.detection_xgb.mean,0.9201945525367637,0.925900287847146,0.9230474201919548,0.0028528676551911047,0.9230474201919548,0.0028528676551911047,2,0,0.21,minimize
detection.detection_mlp.mean,0.4969876808851064,0.5223051339505912,0.5096464074178488,0.012658726532742387,0.5096464074178488,0.01265872653274236,2,0,3.1,minimize
detection.detection_gmm.mean,0.38438429720855877,0.4894711218648167,0.43692770953668775,0.05254341232812898,0.43692770953668775,0.05254341232812898,2,0,0.6,minimize
detection.detection_linear.mean,0.5036751605051609,0.6799037842518653,0.5917894723785131,0.08811431187335217,0.5917894723785131,0.08811431187335206,2,0,1.57,minimize
privacy.delta-presence.score,2.749999993125,14.999999850000002,8.874999921562502,6.124999928437501,8.874999921562502,6.124999928437502,2,0,0.29,maximize
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.26,maximize
privacy.k-anonymization.syn,2.00000001,4.00000001,3.00000001,1.0,3.00000001,1.0,2,0,0.26,maximize
privacy.k-map.score,1.0,4.0,2.5,1.5,2.5,1.5,2,0,0.14,maximize
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0,2.0,0.0,2,0,0.31,maximize
privacy.distinct l-diversity.syn,2.00000001,4.00000001,3.00000001,1.0,3.00000001,1.0,2,0,0.31,maximize
privacy.identifiability_score.score,0.3604294478527607,0.450920245398773,0.40567484662576686,0.04524539877300615,0.40567484662576686,0.04524539877300615,2,0,0.03,minimize
privacy.identifiability_score.score_OC,0.3328220858895706,0.4432515337423313,0.3880368098159509,0.055214723926380355,0.3880368098159509,0.05521472392638033,2,0,0.03,minimize
privacy.DomiasMIA_BNAF.accuracy,0.49980894153611005,0.49980894153611005,0.49980894153611005,0.0,0.49980894153611005,0.0,2,0,204.94,minimize
privacy.DomiasMIA_BNAF.aucroc,0.5362485615650173,0.5544303797468355,0.5453394706559265,0.009090909090909094,0.5453394706559265,0.00909090909090915,2,0,204.94,minimize
