,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
53,CCC,2014J,587089,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn
54,FFF,2013B,602560,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass
55,CCC,2014B,565298,F,North Western Region,HE Qualification,20-30%,0-35,0,59,Y,Withdrawn
56,CCC,2014B,598088,M,South Region,A Level or Equivalent,90-100%,0-35,0,59,N,Withdrawn
57,FFF,2013J,397399,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
58,BBB,2013J,325227,M,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass
59,EEE,2014J,653162,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
60,GGG,2014B,588043,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction
61,BBB,2014B,593193,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
62,BBB,2014B,576990,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass
63,DDD,2014J,611829,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,89,N,Withdrawn
64,EEE,2014B,581878,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
65,GGG,2014J,540759,F,Wales,HE Qualification,20-30%,35-55,0,30,N,Pass
66,DDD,2014B,658972,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
67,GGG,2014B,617489,F,South East Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
68,BBB,2014J,610173,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
69,CCC,2014B,617684,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction
70,BBB,2014J,612766,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Distinction
71,FFF,2013B,532751,M,Ireland,Post Graduate Qualification,90-100%,35-55,0,60,N,Withdrawn
72,GGG,2014B,622311,F,South East Region,HE Qualification,90-100%,35-55,0,31,N,Pass
73,DDD,2013J,24734,M,North Region,A Level or Equivalent,10-20,35-55,0,59,N,Distinction
74,CCC,2014B,370337,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
75,BBB,2013J,610756,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
76,DDD,2013B,325227,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
77,DDD,2014B,594633,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
78,FFF,2013J,660166,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
79,FFF,2014J,502906,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass
80,FFF,2013B,598617,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,59,N,Withdrawn
81,BBB,2013J,644707,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
82,DDD,2013B,73776,M,Wales,Lower Than A Level,60-70%,35-55,2,60,N,Fail
83,BBB,2013B,521983,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
84,FFF,2013J,538613,M,Scotland,Lower Than A Level,50-60%,0-35,1,89,N,Fail
85,CCC,2014J,483414,M,Scotland,A Level or Equivalent,10-20,0-35,0,216,N,Pass
86,FFF,2013J,596917,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
87,FFF,2014J,595070,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
88,FFF,2013J,570968,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
89,BBB,2013J,490187,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
90,CCC,2014B,2129278,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
91,BBB,2014B,659662,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,59,N,Pass
92,EEE,2014B,574470,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass
93,DDD,2013J,2367348,M,South Region,Lower Than A Level,90-100%,35-55,1,60,N,Pass
94,AAA,2014J,654341,F,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
95,FFF,2013J,1793822,M,North Western Region,A Level or Equivalent,10-20,0-35,0,59,N,Pass
96,FFF,2014J,643273,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
97,DDD,2013J,556734,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail
98,FFF,2013J,542253,M,South Region,A Level or Equivalent,80-90%,0-35,0,59,N,Withdrawn
99,DDD,2014B,2114647,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
100,DDD,2014B,616262,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,119,N,Withdrawn
101,BBB,2014J,637586,F,Scotland,A Level or Equivalent,60-70%,0-35,0,59,Y,Pass
102,CCC,2014B,591522,M,Scotland,HE Qualification,20-30%,0-35,0,119,N,Withdrawn
103,BBB,2013B,170282,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,119,N,Withdrawn
104,GGG,2014J,577454,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn
105,BBB,2013J,2166902,F,Scotland,A Level or Equivalent,40-50%,35-55,2,167,N,Withdrawn
106,FFF,2014J,620933,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,3,60,N,Pass
107,EEE,2013J,554345,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Pass
108,FFF,2013J,551402,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
109,DDD,2014B,149033,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,166,Y,Distinction
110,DDD,2013J,630267,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
111,DDD,2014J,400371,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Fail
112,DDD,2014B,545979,M,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
113,BBB,2014J,591350,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
114,BBB,2013B,585440,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail
115,GGG,2014B,594391,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
116,BBB,2013B,867630,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass
117,BBB,2014J,461565,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
118,GGG,2013J,607455,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
119,EEE,2014J,622259,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn
120,CCC,2013J,567200,M,South Region,A Level or Equivalent,90-100%,0-35,1,30,N,Distinction
121,BBB,2014J,588400,F,London Region,HE Qualification,10-20,35-55,1,120,N,Withdrawn
122,DDD,2014J,406965,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,N,Pass
123,GGG,2013J,206039,F,Wales,A Level or Equivalent,10-20,0-35,0,90,N,Distinction
124,BBB,2014B,557710,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
125,BBB,2014B,638592,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass
126,BBB,2014B,561993,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
127,DDD,2014J,613680,M,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn
128,CCC,2014B,591136,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,30,N,Withdrawn
129,GGG,2014B,637981,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
130,GGG,2014B,600305,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
131,BBB,2013J,600669,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
132,FFF,2014J,390514,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,59,N,Pass
133,DDD,2014J,580199,F,North Region,Post Graduate Qualification,10-20,0-35,0,60,N,Withdrawn
134,FFF,2014B,2331541,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
135,BBB,2013J,548059,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass
136,CCC,2014J,577187,F,South East Region,A Level or Equivalent,60-70%,0-35,0,59,N,Withdrawn
137,AAA,2013J,2353595,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass
138,FFF,2014B,644083,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
139,DDD,2014J,1223888,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail
140,FFF,2013B,554157,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,59,N,Fail
141,FFF,2013B,611912,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
142,CCC,2014B,601888,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
143,CCC,2014B,565662,F,Wales,HE Qualification,60-70%,0-35,0,31,N,Distinction
144,DDD,2014J,2520935,M,South Region,A Level or Equivalent,80-90%,0-35,0,59,N,Pass
145,EEE,2013J,501186,F,Wales,A Level or Equivalent,60-70%,0-35,0,59,N,Withdrawn
146,FFF,2014B,516758,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
147,CCC,2014J,600886,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
148,DDD,2014J,644705,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
149,FFF,2013J,555647,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
150,EEE,2013J,546101,M,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
151,DDD,2014J,641448,F,London Region,Lower Than A Level,60-70%,35-55,0,31,N,Withdrawn
152,FFF,2013B,2151217,F,North Western Region,Lower Than A Level,50-60%,0-35,1,230,N,Pass
153,GGG,2014B,646411,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
154,BBB,2014J,640214,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
155,DDD,2014J,588648,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Pass
156,FFF,2013J,139209,M,North Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction
157,GGG,2014J,644177,F,Wales,HE Qualification,70-80%,0-35,0,31,N,Fail
158,FFF,2013J,459650,F,Wales,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
159,FFF,2013B,293507,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
160,DDD,2013J,1222276,M,South East Region,Lower Than A Level,40-50%,35-55,0,59,Y,Pass
161,BBB,2014B,585677,F,South East Region,Lower Than A Level,10-20,35-55,2,60,N,Withdrawn
162,BBB,2013B,547890,F,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass
163,GGG,2014J,364136,F,London Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction
164,BBB,2013B,2081734,M,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
165,DDD,2014J,264559,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass
166,BBB,2013J,455832,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
167,CCC,2014J,672182,M,Scotland,A Level or Equivalent,90-100%,0-35,0,59,N,Fail
168,BBB,2014J,617202,F,North Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
169,BBB,2013J,592954,F,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Pass
170,DDD,2013J,2070961,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Distinction
171,DDD,2014B,583160,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
172,DDD,2014J,548091,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Fail
173,FFF,2013J,594399,M,Scotland,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
174,BBB,2013J,580747,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
175,BBB,2013J,577999,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction
176,BBB,2014J,585901,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
177,EEE,2013J,574385,M,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
178,BBB,2014B,2057967,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass
179,GGG,2014J,672790,F,Yorkshire Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass
180,CCC,2014J,365012,F,South West Region,A Level or Equivalent,30-40%,0-35,1,119,Y,Distinction
181,FFF,2014J,639378,M,Yorkshire Region,HE Qualification,10-20,0-35,0,90,N,Withdrawn
182,BBB,2013B,577136,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,59,N,Withdrawn
183,FFF,2013B,551941,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
184,BBB,2013J,625534,F,Wales,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
185,GGG,2014B,556766,F,South East Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
186,FFF,2014B,566306,M,Scotland,HE Qualification,10-20,35-55,0,59,N,Fail
187,DDD,2014B,624598,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
188,FFF,2013J,566570,M,North Region,Lower Than A Level,30-40%,35-55,0,59,N,Fail
189,FFF,2014B,152345,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn
190,FFF,2013B,151083,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
191,FFF,2013J,119405,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
192,GGG,2014J,649465,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,121,N,Fail
193,CCC,2014J,600678,M,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn
194,FFF,2014B,310489,M,Scotland,HE Qualification,90-100%,0-35,0,59,N,Distinction
195,BBB,2013J,407667,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
196,BBB,2014J,641577,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
197,CCC,2014J,319765,F,Wales,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
198,BBB,2014B,165321,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,3,60,N,Withdrawn
199,CCC,2014J,611077,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,89,N,Withdrawn
200,AAA,2013J,546951,F,Wales,A Level or Equivalent,60-70%,0-35,0,81,N,Pass
201,FFF,2013J,548905,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
202,DDD,2014B,601852,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
203,FFF,2014B,638390,M,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Distinction
204,FFF,2013J,655593,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
205,BBB,2013J,586554,F,Wales,HE Qualification,60-70%,0-35,0,120,N,Fail
206,DDD,2014J,2530044,M,East Midlands Region,Post Graduate Qualification,90-100%,0-35,2,59,N,Withdrawn
207,FFF,2014B,551944,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
208,BBB,2014J,446144,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
209,BBB,2014B,505478,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
210,BBB,2014J,601752,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
211,FFF,2014B,551720,F,East Midlands Region,A Level or Equivalent,10-20,35-55,0,59,N,Pass
212,BBB,2014J,566904,M,North Region,Lower Than A Level,60-70%,35-55,1,59,N,Fail
213,FFF,2013J,459333,M,North Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass
214,FFF,2014J,608592,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
215,BBB,2014B,567479,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
216,DDD,2014J,619224,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
217,BBB,2014B,592023,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
218,GGG,2014B,2070143,F,East Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Pass
219,DDD,2014J,621433,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,59,N,Pass
220,FFF,2014J,495306,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
221,DDD,2013J,126072,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
222,FFF,2013J,24734,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,59,N,Pass
223,GGG,2014J,621660,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Withdrawn
224,BBB,2013J,551170,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
225,CCC,2014J,563499,F,Wales,A Level or Equivalent,30-40%,0-35,0,59,N,Withdrawn
226,GGG,2014J,621918,F,Scotland,Lower Than A Level,40-50%,0-35,0,30,N,Fail
227,FFF,2013J,286310,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,166,N,Pass
228,BBB,2013B,632380,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail
229,EEE,2014J,638905,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
230,DDD,2013J,557110,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn
231,BBB,2013J,604675,F,South Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
232,FFF,2013B,300719,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
233,BBB,2014B,639266,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn
234,FFF,2014B,598590,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,1,119,Y,Pass
235,CCC,2014J,623039,F,Scotland,A Level or Equivalent,20-30%,35-55,0,89,N,Distinction
236,DDD,2013J,115352,M,North Region,A Level or Equivalent,50-60%,0-35,0,170,N,Pass
237,BBB,2013J,623246,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
238,CCC,2014B,625861,M,South Region,A Level or Equivalent,70-80%,0-35,0,59,N,Withdrawn
239,BBB,2013J,605566,M,North Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
240,GGG,2013J,599272,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass
241,FFF,2014J,546364,F,South East Region,A Level or Equivalent,70-80%,0-35,0,59,N,Withdrawn
242,BBB,2013B,545531,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
243,GGG,2014B,677487,F,North Western Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass
244,DDD,2013J,200885,M,East Midlands Region,HE Qualification,90-100%,0-35,0,89,N,Pass
245,FFF,2014B,561599,M,North Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
246,BBB,2013B,417664,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
247,CCC,2014J,588008,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
248,EEE,2014J,574794,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,31,N,Fail
249,DDD,2014J,677007,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Pass
250,FFF,2014J,2544214,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
251,EEE,2014J,2248844,M,South West Region,HE Qualification,70-80%,0-35,0,60,N,Distinction
252,DDD,2014J,608877,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn
253,DDD,2014J,535327,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
254,BBB,2014J,513307,F,North Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
255,DDD,2013B,615232,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
256,FFF,2013J,571678,M,South Region,Lower Than A Level,60-70%,0-35,1,60,N,Distinction
257,CCC,2014J,441867,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,77,N,Withdrawn
258,BBB,2013J,630640,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
259,BBB,2014J,618423,M,Wales,A Level or Equivalent,80-90%,0-35,0,31,N,Withdrawn
260,BBB,2013J,1393381,F,Scotland,A Level or Equivalent,40-50%,0-35,0,230,N,Pass
261,DDD,2014J,589044,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
262,BBB,2013J,469359,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,59,N,Pass
263,CCC,2014B,595110,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
264,FFF,2013J,587283,M,Scotland,A Level or Equivalent,60-70%,0-35,0,89,N,Pass
265,FFF,2013B,568031,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass
266,BBB,2014B,626642,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
267,FFF,2014B,330027,M,North Region,Lower Than A Level,10-20,0-35,1,167,N,Withdrawn
268,FFF,2013J,564794,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,120,N,Distinction
269,CCC,2014B,605586,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,203,N,Pass
270,BBB,2013J,592030,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
271,BBB,2014B,457979,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn
272,BBB,2013J,2426803,F,North Region,Lower Than A Level,20-30%,35-55,1,229,N,Withdrawn
273,DDD,2013J,2060764,F,East Midlands Region,Lower Than A Level,70-80%,0-35,2,119,N,Withdrawn
274,EEE,2013J,582345,M,East Anglian Region,HE Qualification,70-80%,0-35,0,120,N,Fail
