,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
performance.xgb.gt,0.02299870373197514,0.02299870373197514,0.02299870373197514,0.0,0.02299870373197514,0.0,2,0,0.11,maximize
performance.xgb.syn_id,-0.5847839203542674,-0.5847839203542674,-0.5847839203542674,0.0,-0.5847839203542674,0.0,2,0,0.11,maximize
performance.xgb.syn_ood,-0.34650213240015826,-0.34650213240015826,-0.34650213240015826,0.0,-0.34650213240015826,0.0,2,0,0.11,maximize
detection.detection_xgb.mean,0.7195821854912764,0.7195821854912764,0.7195821854912764,0.0,0.7195821854912764,0.0,2,0,0.04,minimize
detection.detection_mlp.mean,0.465564738292011,0.465564738292011,0.465564738292011,0.0,0.465564738292011,0.0,2,0,0.55,minimize
detection.detection_gmm.mean,0.5710227272727273,0.5710227272727273,0.5710227272727273,0.0,0.5710227272727273,0.0,2,0,0.07,minimize
detection.detection_linear.mean,0.6077441077441077,0.6077441077441077,0.6077441077441077,0.0,0.6077441077441077,0.0,2,0,0.92,minimize
privacy.delta-presence.score,8.999999910000001,8.999999910000001,8.999999910000001,0.0,8.999999910000001,0.0,2,0,0.08,maximize
privacy.k-anonymization.gt,6.0,6.0,6.0,0.0,6.0,0.0,2,0,0.03,maximize
privacy.k-anonymization.syn,7.00000001,7.00000001,7.00000001,0.0,7.00000001,0.0,2,0,0.03,maximize
privacy.k-map.score,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.02,maximize
privacy.distinct l-diversity.gt,6.0,6.0,6.0,0.0,6.0,0.0,2,0,0.04,maximize
privacy.distinct l-diversity.syn,7.00000001,7.00000001,7.00000001,0.0,7.00000001,0.0,2,0,0.04,maximize
privacy.identifiability_score.score,0.46938775510204084,0.46938775510204084,0.46938775510204084,0.0,0.46938775510204084,0.0,2,0,0.01,minimize
privacy.identifiability_score.score_OC,0.40816326530612246,0.40816326530612246,0.40816326530612246,0.0,0.40816326530612246,0.0,2,0,0.01,minimize
privacy.DomiasMIA_BNAF.accuracy,0.02512562814070352,0.02512562814070352,0.02512562814070352,0.0,0.02512562814070352,0.0,2,0,24.68,minimize
privacy.DomiasMIA_BNAF.aucroc,0.5,0.5,0.5,0.0,0.5,0.0,2,0,24.68,minimize
